region_id,C_low,C_high,Caoss,Cass,Cbss,fss,aCao,aCa,aCb
0,0.5,0.5909090909090909,0.5454545454545454,0.2178769030987617,1.3448447152875231,-9.767742170652127e-13,2.148741995664915,-8.833637023489715,-3.314767871583812
1,0.5909090909090909,0.6818181818181819,0.6363636363636365,0.2716943762490681,1.2706614797701363,-7.8026474170656e-13,2.148741995664915,-8.11648399815223,-3.7008016382921065
2,0.6818181818181819,0.7727272727272727,0.7272727272727273,0.3296142219378665,1.204682989329733,-5.868638908168577e-13,2.148741995664915,-7.512829655401423,-4.084086141852771
3,0.7727272727272727,0.8636363636363636,0.8181818181818181,0.3911601890478116,1.145956741731623,-3.9013237085328e-13,2.148741995664915,-7.002596548417445,-4.462365617436689
4,0.8636363636363636,0.9545454545454546,0.9090909090909092,0.4558775320863917,1.0935732459907834,-1.9539925233402755e-13,2.148741995664915,-6.568984171823893,-4.8340719026998205
5,0.9545454545454546,1.0454545454545454,1.0,0.5233512181912394,1.0467024363824786,-8.881784197001252e-16,2.148741995664915,-6.198198893218337,-5.198198893218338
6,1.0454545454545454,1.1363636363636362,1.0909090909090908,0.5932135052958193,1.0046088287736388,1.949551631241775e-13,2.148741995664915,-5.879046559891578,-5.554172214842297
7,1.1363636363636362,1.2272727272727273,1.1818181818181817,0.6651447061856647,0.9666530487353292,3.9102054927298013e-13,2.148741995664915,-5.6024972654334535,-5.901733851745792
8,1.2272727272727273,1.3181818181818183,1.272727272727273,0.7388701639576808,0.9322857824613616,5.866418462119327e-13,2.148741995664915,-5.361281175265596,-6.240848718745621
9,1.3181818181818183,1.4090909090909092,1.3636363636363638,0.8141554864867054,0.9010382457014108,7.8026474170656e-13,2.148741995664915,-5.149539995418683,-6.571633125965438
10,1.4090909090909092,1.5,1.4545454545454546,0.8908012759885074,0.8725116428870151,9.756639940405876e-13,2.148741995664915,-4.962539061608075,-6.894302039817736
