nC_regions,num_regions,linearization_mean_abs_error,linearization_rmse_error,linearization_max_abs_error,mean_abs_nonlinear_residual_on_data,mean_abs_linearized_residual_on_data,linearization_mean_abs_error_region_average,linearization_rmse_error_region_average,projection_check_output_MAE_scaled,projection_check_PL_violation,projection_check_original_nonlinear_violation,n_output_values,n_constraint_values,n_data_points
1,1,0.2249480829333651,0.3070072387394118,0.7847764323558297,5.121828886937389e-16,0.22494808293336505,0.2249480829333651,0.3070072387394119,0.011427974613387227,5.210646728907401e-16,0.21889459564668348,450.0,150.0,150.0
2,2,0.05442813107277358,0.07812350329657575,0.2345692892671712,5.121828886937389e-16,0.054428131072773514,0.05546463980518035,0.0749962737612216,0.0027301127024682405,5.802765675374151e-16,0.05466706968010357,450.0,150.0,150.0
3,3,0.026233211670346777,0.03647218044855024,0.1107273437832244,5.121828886937389e-16,0.02623321167034672,0.026340296682985903,0.03419530789756026,0.0013037912297515421,5.565918096787452e-16,0.026347764287569405,450.0,150.0,150.0
5,5,0.008944825250516424,0.012742424333122249,0.0418163619569587,5.121828886937389e-16,0.008944825250516372,0.00900287518093966,0.01196170689009686,0.00044108709337355796,4.914587255674026e-16,0.008969563542627521,450.0,150.0,150.0
7,7,0.004577022794318193,0.006546571437815234,0.0217730553264091,5.121828886937389e-16,0.004577022794318137,0.004535413533989371,0.005979566382591357,0.00022494975805724884,5.269858623554077e-16,0.004580994098802874,450.0,150.0,150.0
9,9,0.0025342288792448396,0.003748259504458913,0.0133200957224013,5.121828886937389e-16,0.002534228879244807,0.002530317923010667,0.0034435351283583666,0.00012449019300517716,5.980401359314177e-16,0.0025394695482421556,450.0,150.0,150.0
11,11,0.00181192575642707,0.0026392967841440116,0.0089804596292013,5.121828886937389e-16,0.0018119257564270341,0.0018092657690413913,0.0024581886913787997,8.890595778413476e-05,5.447494307494101e-16,0.0018148289200750408,450.0,150.0,150.0
30,30,0.00024487774536162356,0.00034846851687490084,0.0012319560598941,5.121828886937389e-16,0.0002448777453616169,0.00024167819627629,0.0003055647199080433,1.2005847684045605e-05,6.276460832547552e-16,0.00024519993264613847,450.0,150.0,150.0
90,90,1.4753578664924496e-05,3.337000772137492e-05,0.0001379451304922,5.121828886937389e-16,1.4753578665059706e-05,1.071408028349295e-05,1.5198325192716387e-05,7.257347086922802e-07,5.329070518200751e-16,1.4859033594392853e-05,450.0,150.0,150.0
