region_id,C_low,C_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual
0,0.5,0.5333333333333333,7,0.0005396116322732,0.0006767117884502792,0.0012319560598941098,4.758098676964956e-16,0.0005396116322730627
1,0.5333333333333333,0.5666666666666667,7,0.00039596539793635387,0.0005384116953878258,0.0011536584891370036,3.806478941571965e-16,0.00039596539793616353
2,0.5666666666666667,0.6,4,0.00039907054425160067,0.00046189767645858247,0.0005838360874390602,3.885780586188048e-16,0.0003990705442514051
3,0.6,0.6333333333333333,5,0.00046102647071681894,0.000590467895459183,0.0011031907439949529,3.9968028886505636e-16,0.000461026470716709
4,0.6333333333333333,0.6666666666666666,4,0.0004110638439095485,0.00048474696909694536,0.0007087425529502533,4.996003610813204e-16,0.00041106384390927095
5,0.6666666666666666,0.7,5,0.0004260637311714093,0.0005449116215754055,0.0010175796288790437,5.329070518200751e-16,0.00042606373117105406
6,0.7,0.7333333333333334,5,0.0002540908746245671,0.00032338018515727765,0.00043254883643030484,4.440892098500626e-16,0.0002540908746245903
7,0.7333333333333334,0.7666666666666666,3,0.0002747964474122226,0.000336560448259323,0.0004144209012513743,2.220446049250313e-16,0.0002747964474121486
8,0.7666666666666666,0.8,6,0.00038820426364606425,0.00048189779300357476,0.0008505048044895394,6.661338147750939e-16,0.0003882042636458422
9,0.8,0.8333333333333333,5,0.0003238298953224212,0.0004515507982336414,0.0008568649552092994,9.325873406851315e-16,0.0003238298953221402
10,0.8333333333333333,0.8666666666666667,4,0.00021781485309009356,0.00026605774020953206,0.0003633188338526862,4.440892098500626e-16,0.00021781485308998254
11,0.8666666666666667,0.9,5,0.00015549943393465229,0.00022189729170629484,0.0003475117390717569,3.552713678800501e-16,0.00015549943393454023
12,0.9,0.9333333333333332,5,0.00018235716279252427,0.00022428174690599948,0.00033235208147233686,3.9968028886505636e-16,0.00018235716279212458
13,0.9333333333333332,0.9666666666666668,3,0.00021066539301381934,0.0002580157662645249,0.0003178449465601474,5.181040781584064e-16,0.00021066539301433743
14,0.9666666666666668,1.0,3,0.00020147758775436163,0.00024676288076541967,0.00030398772548110783,4.440892098500626e-16,0.0002014775877546577
15,1.0,1.0333333333333332,4,0.0003085791976829438,0.000386551411202427,0.0006561649580856047,7.216449660063518e-16,0.0003085791976831394
16,1.0333333333333332,1.0666666666666669,5,0.00016170716805444482,0.00019403100742875648,0.00027818310215795006,5.773159728050814e-16,0.00016170716805484448
17,1.0666666666666669,1.1,4,0.00016296402532430567,0.000196919002447372,0.0002662048013819564,6.661338147750939e-16,0.00016296402532474976
18,1.1,1.1333333333333333,6,0.00013018908605942357,0.00017102414333548363,0.00025481672535461117,4.810966440042345e-16,0.00013018908605951524
19,1.1333333333333333,1.1666666666666663,6,0.00015627848046883948,0.00020049203759670657,0.00033631825700226534,7.401486830834377e-16,0.00015627848046876548
20,1.1666666666666663,1.2,6,0.00013071559881399527,0.00018337812225952774,0.00030602961793413375,5.921189464667501e-16,0.00013071559881420896
21,1.2,1.2333333333333334,7,0.00022907700032542846,0.0002767319135687543,0.0005053800017299562,3.806478941571965e-16,0.000229077000325365
22,1.2333333333333334,1.2666666666666666,3,0.00014233401526824127,0.00017432566075537923,0.00021471230998295482,6.661338147750939e-16,0.00014233401526875938
23,1.2666666666666666,1.3,5,0.00012130609384794142,0.0001543672431705089,0.00020592876362496293,5.329070518200751e-16,0.00012130609384758615
24,1.3,1.3333333333333337,6,0.0001418140907694439,0.0002120522513331055,0.0004384419669999015,5.181040781584064e-16,0.0001418140907694439
25,1.3333333333333337,1.3666666666666667,6,0.00016777076910201352,0.00019463761282457028,0.00028221534450487487,7.401486830834377e-16,0.0001677707691024576
26,1.3666666666666667,1.4,3,0.0001207938222328184,0.0001479438223348458,0.00018218068239147373,4.440892098500626e-16,0.0001207938222324836
27,1.4,1.4333333333333331,6,0.00016058622409102007,0.0002067920245174564,0.00039495062677876586,5.181040781584064e-16,0.0001605862240913161
28,1.4333333333333331,1.4666666666666668,6,0.00011817260142058494,0.00015874571559830017,0.0003043230407066763,2.220446049250313e-16,0.00011817260142073298
29,1.4666666666666668,1.5,6,0.0001565201829787804,0.0002013973319357705,0.00035943560942996305,4.440892098500626e-16,0.00015652018297872576
