Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.01458,10.909602746949531,0.00932,22.190528793027624
2,0.03795,10.65565820701886,0.01028,22.133980410988443
3,0.01594,10.632554140989669,0.00533,22.46475194505183
4,0.01358,10.636512211000081,0.00738,22.194032037979923
5,0.01654,10.621103368001059,0.00726,22.062786468013655
6,0.01051,10.66537637001602,0.01387,22.297786098031793
7,0.01948,10.575550493958872,0.013,22.023264070041478
8,0.00975,10.857206318003591,0.01371,22.286538987013046
9,0.02259,10.680458532995544,0.01028,22.185587818035856
10,0.01839,10.904413168027531,0.01655,21.965849999978673
11,0.01764,10.610631317016669,0.00773,22.369625482009724
12,0.00675,10.836106671020389,0.00975,22.10918557702098
13,0.00916,10.72973262699088,0.01296,21.803392971982248
14,0.0179,10.97075993497856,0.00502,22.16299009596696
15,0.01519,10.656545150035527,0.00755,22.288923120999243
16,0.02315,10.545507894014008,0.00661,22.081529598974157
17,0.01204,10.666944407043047,0.00997,22.301713990978897
18,0.01614,10.668653705040924,0.00873,22.16364559798967
19,0.0165,10.708433002000675,0.015,22.49032207397977
20,0.01468,10.586720848979894,0.00816,21.953752605011687
21,0.01866,10.514685379981529,0.00913,22.475335424009245
22,0.01675,10.726489185995888,0.00536,21.915304158988874
23,0.02851,10.502323394990526,0.01416,22.072390161047224
24,0.02516,10.788309371971991,0.00525,21.984381499001756
25,0.01294,10.563632523990236,0.00904,21.97144087095512
26,0.02629,10.564539634040557,0.00846,21.92934074701043
27,0.01883,10.81763788801618,0.00484,21.866687472036574
28,0.01134,10.717799077974632,0.00516,22.285788357025012
29,0.00936,10.66395201801788,0.00688,22.00201877002837
30,0.00928,10.799372998008039,0.00981,22.130194402008783
