Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.00255,20.962000414001523,0.00049,48.250020337989554
2,0.00192,21.00566833699122,0.00709,48.54830422598752
3,0.0005,21.041607903986005,0.00452,48.6371740019822
4,0.0076,21.419160642981296,0.00074,48.46164186100941
5,0.00139,21.23997562500881,0.00186,47.867371184023796
6,0.00155,21.16843783497461,0.00071,47.89891325100325
7,0.0005,20.85978288500337,0.00044,47.749173323012656
8,0.00127,20.990138925000792,0.00119,48.35574236899265
9,0.00124,20.884914039983414,0.0052,48.10990710798069
10,0.00057,21.299215301987715,0.0007,48.033496944000944
11,0.00286,21.190880463982467,0.00058,47.89517075699405
12,0.00154,20.905436901986832,0.00063,47.76561547201709
13,0.00077,21.3909878039849,0.00487,48.23295463598333
14,0.00239,21.143091120989993,0.00114,48.064130257989746
15,0.00739,21.277487856015796,0.00654,48.35000321699772
16,0.00749,21.208668362989556,0.0025,47.93624518701108
17,0.01088,20.900737154006492,0.00417,48.389104387984844
18,0.00059,21.1274132450053,0.00055,48.20617664800375
19,0.00057,20.971675363980466,0.00686,48.42621128298924
20,0.00047,20.863064492994454,0.00047,48.12456280097831
21,0.00414,20.893911310005933,0.00131,47.86884260000079
22,0.00075,21.125053804018535,0.00383,47.99187290400732
23,0.00336,21.034455067972885,0.00092,48.26662710797973
24,0.00221,21.132527061010478,0.00041,48.097763541998575
25,0.00052,20.99289044100442,0.00044,48.269663990999106
26,0.00099,21.259699127986096,0.00148,47.69681491001393
27,0.00052,21.0329133500054,0.00122,47.938876458007144
28,0.00128,21.098911601002328,0.0026,48.03454315799172
29,0.00099,20.964468163001584,0.00116,48.53264776899596
30,0.00046,21.362117987999227,0.00055,48.20419845500146
