region_id,A_Cao,B_Ca,B_Cb,B_Cc,b
0,2.148741995664915,-9.15740112723406,-3.160236066207924,0.0,-5.067364732349202
1,2.148741995664915,-8.992686543492482,-3.237483666995111,0.0,-5.139737537101049
2,2.148741995664915,-8.833637023489715,-3.3147678715838103,0.0,-5.2104524437353845
3,2.148741995664915,-8.680051315112905,-3.3920606694003936,0.0,-5.279541004216111
4,2.148741995664915,-8.531732669319151,-3.46933529896479,0.0,-5.347035577605057
5,2.148741995664915,-8.38848908461532,-3.546566267186079,0.0,-5.41296917498071
6,2.148741995664915,-8.250133508493187,-3.623729359021315,0.0,-5.477375312518631
7,2.148741995664915,-8.11648399815223,-3.7008016382921065,0.0,-5.540287873292143
8,2.148741995664915,-7.9873638429512415,-3.7777614405611697,0.0,-5.601740978239203
9,2.148741995664915,-7.862601651240644,-3.854588358974283,0.0,-5.661768866565966
10,2.148741995664915,-7.742031404493925,-3.93126322387527,0.0,-5.720405785637559
11,2.148741995664915,-7.625492481470983,-4.007768077122916,0.0,-5.777685890390844
12,2.148741995664915,-7.512829655401423,-4.084086141852771,0.0,-5.83364315207095
13,2.148741995664915,-7.403893066984613,-4.160201788469785,0.0,-5.888311276069254
14,2.148741995664915,-7.298538175979003,-4.236100497571777,0.0,-5.9417236285357475
15,2.148741995664915,-7.196625693994875,-4.311768820481487,0.0,-5.99391317140151
16,2.148741995664915,-7.098021501090507,-4.387194337919327,0.0,-6.044912405339304
17,2.148741995664915,-7.002596548417447,-4.4623656174366895,0.0,-6.094753320260353
18,2.148741995664915,-6.910226749200485,-4.537272170025863,0.0,-6.143467352821582
19,2.148741995664915,-6.8207928600502115,-4.611904406350181,0.0,-6.19108535046621
20,2.148741995664915,-6.734180354441177,-4.686253592984126,0.0,-6.237637541516319
21,2.148741995664915,-6.650279290114329,-4.760311808920665,0.0,-6.283153510789305
22,2.148741995664915,-6.568984171823893,-4.8340719026998205,0.0,-6.327662180312904
23,2.148741995664915,-6.490193810860664,-4.90752745032542,0.0,-6.371191794637388
24,2.148741995664915,-6.413811182526605,-4.980672714183781,0.0,-6.413769910318107
25,2.148741995664915,-6.339743282630476,-5.0535026031095445,0.0,-6.455423389142796
26,2.148741995664915,-6.267900983906463,-5.126012633743946,0.0,-6.496178394720365
27,2.148741995664915,-6.198198893218337,-5.198198893218338,0.0,-6.53606039202483
28,2.148741995664915,-6.130555210155121,-5.270058003310836,0.0,-6.575094149593496
29,2.148741995664915,-6.064891587662894,-5.341587086061808,0.0,-6.613303744023568
30,2.148741995664915,-6.001132995180324,-5.412783730895262,0.0,-6.650712566482781
31,2.148741995664915,-5.939207584665116,-5.483645963276241,0.0,-6.68734333097213
32,2.148741995664915,-5.879046559891578,-5.554172214842297,0.0,-6.723218084061616
33,2.148741995664915,-5.82058404920951,-5.62436129507267,0.0,-6.758358215914366
34,2.148741995664915,-5.7637569820178784,-5.69421236441195,0.0,-6.792784472363566
35,2.148741995664915,-5.70850496908016,-5.763724908839585,0.0,-6.826516967870145
36,2.148741995664915,-5.65477018679017,-5.832898715839018,0.0,-6.859575199191623
37,2.148741995664915,-5.6024972654334535,-5.901733851745792,0.0,-6.891978059624602
38,2.148741995664915,-5.551633181516695,-5.970230640370505,0.0,-6.923743853661602
39,2.148741995664915,-5.502127154105201,-6.03838964292281,0.0,-6.95489031198129
40,2.148741995664915,-5.45393054518729,-6.1062116391276895,0.0,-6.98543460664113
41,2.148741995664915,-5.4069967640036785,-6.1736976095004605,0.0,-7.0153933663907235
42,2.148741995664915,-5.361281175265596,-6.240848718745621,0.0,-7.044782692033888
43,2.148741995664915,-5.316741011222145,-6.307666300170955,0.0,-7.07361817174557
44,2.148741995664915,-5.273335287435666,-6.374151841138436,0.0,-7.101914896316307
45,2.148741995664915,-5.2310247222053405,-6.440306969444567,0.0,-7.129687474247734
46,2.148741995664915,-5.1897716595178025,-6.5061334406019204,0.0,-7.156950046664999
47,2.148741995664915,-5.149539995418683,-6.571633125965438,0.0,-7.183716302005555
48,2.148741995664915,-5.11029510767753,-6.636808001677488,0.0,-7.209999490461806
49,2.148741995664915,-5.0720037886624,-6.701660138331844,0.0,-7.235812438129742
50,2.148741995664915,-5.034634181262029,-6.766191691384564,0.0,-7.2611675608718365
51,2.148741995664915,-4.998155717770857,-6.830404892215419,0.0,-7.286076877855217
52,2.148741995664915,-4.962539061608075,-6.894302039817736,0.0,-7.3105520247596
53,2.148741995664915,-4.927756051745168,-6.957885493095581,0.0,-7.334604266651613
54,2.148741995664915,-4.8937796497570325,-7.021157663679098,0.0,-7.358244510498606
