Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL
NN,0.00565,0.0822617174049339,14.514665834023615,54.34039306640625,53.42181015014648,0.0058,0.0886333787315542,15.8882332254434,33.3450288772583,29.80227041244507
KKThPINN,0.0113,0.0495283539204069,25.13517183694057,2.4368680119514465,1.203514451161027,0.0112,0.03175187520461825,28.469278958509676,0.627673476934433,1.055766835808754
