Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC
NN,0.0123163917143834,0.2032125683511922,0.093580541429135,10.66589559521526,0.004
KKThPINN,0.01836397190254382,5.432162656201658e-16,0.19422232250890906,11.070190977305174,0.0048000000000000004
