NN_Experiment_Error,KKThPINN_Experiment_Error
0.010689949806371514,0.012882328894416454
0.044657301790445636,0.009192294006276198
0.006345028000734023,0.010597645430076236
0.012292767058983694,0.007921720717809756
0.012020348213929359,0.009010739320520652
0.013492661854200071,0.006035157001809348
0.022008187850987574,0.007424880745970967
0.008365280458865903,0.011748361459693556
0.01970217648933144,0.008373758989845586
0.011589305722935681,0.01261387028666095
0.016256160370398665,0.02127158137364067
0.009577850647808162,0.007299920601354578
0.012482624526078859,0.006535406619792259
0.016714430978378294,0.011613675340368142
0.01748276909651554,0.011551340874682892
0.006995225879024662,0.006956691797872506
0.0105808755642618,0.009348136426011061
0.007261781735031488,0.008632681910225102
0.009303063578830558,0.009545906051952224
0.01937364415658886,0.009243241782316338
0.008776014381212635,0.008934926961119359
0.020650829083674577,0.011260159473120188
0.01192399200760125,0.009373217775893679
0.009591169101984843,0.006300548032875761
0.008631449971553197,0.009637003382993788
0.016165188967043647,0.013010865002472094
0.012456914451674489,0.0052614514196350015
0.02939595376656659,0.008724814395476326
0.01419607797902538,0.012190038252728857
0.010059152806501168,0.10993713566802131
0.010437135772358224,0.006841871786321702
0.023635248147853248,0.00556976987017863
0.01017924197252267,0.013083045751942584
0.036339066284453166,0.006924023061232703
0.01156798449183974,0.010752757958158674
0.010684061109897048,0.012028436673889073
0.011023520359026385,0.008267113675827208
0.010119412925184697,0.007346107302505494
0.0066212166478347165,0.008753835002780068
0.012098968761090454,0.010678225533508551
0.009035774659121911,0.009043350457596022
0.020427054173158498,0.010235227341924495
0.011098117659207214,0.030744823857170006
0.008190960193779604,0.10977826283286694
0.00802246697632254,0.010015436036865482
0.010280411555598066,0.01022872251890389
0.012835852281436433,0.00836861272871706
0.012410121541840366,0.012400502533797483
0.013980207700985446,0.008122244267312513
0.012439742932022355,0.011169853358901548
