Model,nseg_1_RMSE_TOTAL,nseg_1_VIOL,nseg_1_VIOL_NL,nseg_1_TRAIN_TIME_SEC,nseg_1_EXP_TIME_SEC
NN,0.0140948004135361,0.1934063136593806,0.1477594665782662,6.341603380000379,0.0039
KKThPINN,0.017021902957622223,4.24263798696042e-16,0.18321396244949448,6.945897744000831,0.0044
