Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0688190460331402,51.22111021518708,52.68828136153518,21.53809455925599,0.00755
KKThPINN,0.03571262576690966,5.232473520663916e-05,1.045000824773063,43.51945980262943,0.016239999999999997
