Temperature (T),Ca,Cb,res_nonlinear,res_lin_500K,res_lin_600K,res_affine
589.0981963927856,0.3370900475327959,0.6741800950418991,1.3383396435528994e-05,-653.4146668317117,-179.64509582263418,-231.29452400478618
589.7394789579158,0.3368767809733887,0.6737535619443832,4.4121406972408295e-08,-662.0687863802741,-158.92607242055237,-210.55113645810303
590.3807615230461,0.3366640829648664,0.673328165961786,-4.132743924856186e-09,-670.7691548318398,-139.50057861278765,-190.6045699124159
591.0220440881764,0.336451951341033,0.6729039026864901,-3.212480805814266e-07,-679.5155939383403,-121.36362900189124,-171.474266334863
591.6633266533066,0.3362403838820899,0.6724807677716576,-4.94765117764473e-09,-688.3079256462734,-104.51024363259785,-153.17954938764564
592.3046092184368,0.3360293784192897,0.6720587568311314,1.4796009054407477e-05,-697.1459722202853,-88.93545144773088,-135.73962779575967
592.945891783567,0.3358189328010558,0.6716378656132098,-1.494184834882617e-05,-706.0295600363024,-74.6343963786494,-119.1736944963842
593.5871743486973,0.3356090448427096,0.671218089690487,-4.48198989033699e-09,-714.9585098085663,-61.602064004400745,-103.50067375536975
594.2284569138276,0.3353997124252563,0.6707994248434888,-5.238689482212067e-09,-723.932649670307,-49.83364740549587,-88.7395617646678
594.8697394789579,0.3351909333963759,0.6703818667732627,1.600958057679236e-05,-732.9518046961311,-39.32425411674194,-74.90915450718802
595.5110220440881,0.3349827056400738,0.6699654112978638,1.2712553143501282e-07,-742.0158041182149,-30.069107954623178,-62.02823820324972
596.1523046092184,0.3347750270598013,0.6695500541017448,1.2293457984924316e-07,-751.1244740734619,-22.06334616453387,-50.11539757906614
596.7935871743487,0.3345678955134111,0.6691357910436184,-4.918547347187996e-09,-760.2776441873357,-15.302203563740477,-39.189191639848005
597.4348697394789,0.334361308942613,0.6687226179048837,-4.8603396862745285e-09,-769.4751442627894,-9.780919931828976,-29.268066367573304
598.0761523046092,0.3341552652675308,0.6683105305199952,1.2310920283198357e-07,-778.7168049560423,-5.494758914923295,-20.370373427938965
598.7174348697395,0.3339497623926305,0.6678995247704963,-5.180481821298599e-09,-788.0024577755394,-2.4390079949516803,-12.51437087790925
599.3587174348697,0.3337447982640031,0.6674895965259523,-4.511093720793724e-09,-797.3319350336169,-0.6089771373663098,-5.718222558745094
600.0,0.3335403708344933,0.6670807416804239,-5.4424162954092026e-09,-806.7050698899257,-5.820766091346741e-09,-5.820766091346741e-09
