T,mask_0,mask_1,mask_2,mask_3,mask_4,mask_5
362.0841683366733,0.0,0.0,2.1457672e-06,0.99999785,0.0,0.0
362.7254509018036,0.0,0.0,0.0,1.0,0.0,0.0
363.36673346693385,0.0,0.0,0.0,1.0,0.0,0.0
364.0080160320641,0.0,0.0,0.0,1.0,0.0,0.0
364.6492985971944,0.0,0.0,0.0,1.0,0.0,0.0
365.29058116232466,0.0,0.0,0.0,1.0,0.0,0.0
365.9318637274549,0.0,0.0,0.0,1.0,0.0,0.0
366.5731462925852,0.0,0.0,0.0,1.0,0.0,0.0
367.21442885771546,0.0,0.0,0.0,1.0,0.0,0.0
367.8557114228457,0.0,0.0,0.0,1.0,0.0,0.0
368.49699398797594,0.0,0.0,0.0,1.0,0.0,0.0
369.1382765531062,0.0,0.0,0.0,1.0,0.0,0.0
369.7795591182365,0.0,0.0,0.0,1.0,0.0,0.0
370.42084168336675,0.0,0.0,0.0,1.0,0.0,0.0
371.06212424849696,0.0,0.0,0.0,1.0,0.0,0.0
371.7034068136272,0.0,0.0,0.0,1.0,0.0,0.0
372.3446893787575,0.0,0.0,0.0,1.0,0.0,0.0
372.98597194388776,0.0,0.0,0.0,1.0,0.0,0.0
373.62725450901803,0.0,0.0,0.0,1.0,0.0,0.0
374.2685370741483,0.0,0.0,0.0,1.0,0.0,0.0
374.90981963927857,0.0,0.0,0.0,1.0,0.0,0.0
375.55110220440883,0.0,0.0,0.0,1.0,0.0,0.0
376.1923847695391,0.0,0.0,0.0,1.0,0.0,0.0
376.8336673346693,0.0,0.0,0.0,1.0,0.0,0.0
377.4749498997996,0.0,0.0,0.0,1.0,0.0,0.0
378.11623246492985,0.0,0.0,0.0,1.0,0.0,0.0
378.7575150300601,0.0,0.0,0.0,1.0,0.0,0.0
379.3987975951904,0.0,0.0,0.0,1.0,0.0,0.0
380.04008016032066,0.0,0.0,0.0,1.0,0.0,0.0
380.68136272545087,0.0,0.0,0.0,1.0,0.0,0.0
381.32264529058114,0.0,0.0,0.0,1.0,0.0,0.0
381.9639278557114,0.0,0.0,0.0,1.0,0.0,0.0
382.6052104208417,0.0,0.0,0.0,1.0,0.0,0.0
383.24649298597194,0.0,0.0,0.0,1.0,0.0,0.0
383.8877755511022,0.0,0.0,0.0,1.0,0.0,0.0
384.5290581162325,0.0,0.0,0.0,1.0,0.0,0.0
385.17034068136275,0.0,0.0,0.0,1.0,0.0,0.0
385.811623246493,0.0,0.0,0.0,1.0,3.07533e-39,0.0
386.4529058116232,0.0,0.0,0.0,1.0,1.6927462e-37,0.0
387.0941883767535,0.0,0.0,0.0,1.0,9.3159886e-36,0.0
387.73547094188376,0.0,0.0,0.0,1.0,5.127033e-34,0.0
388.37675350701403,0.0,0.0,0.0,1.0,2.822081e-32,0.0
389.0180360721443,0.0,0.0,0.0,1.0,1.5531256e-30,0.0
389.6593186372745,0.0,0.0,0.0,1.0,8.547591e-29,0.0
390.3006012024048,0.0,0.0,0.0,1.0,4.7048466e-27,0.0
390.94188376753505,0.0,0.0,0.0,1.0,2.5893013e-25,0.0
391.5831663326653,0.0,0.0,0.0,1.0,1.4250159e-23,0.0
392.2244488977956,0.0,0.0,0.0,1.0,7.843738e-22,0.0
392.86573146292585,0.0,0.0,0.0,1.0,4.316783e-20,0.0
393.5070140280561,0.0,0.0,0.0,1.0,2.3757314e-18,0.0
394.1482965931864,0.0,0.0,0.0,1.0,1.3076728e-16,0.0
394.78957915831666,0.0,0.0,0.0,1.0,7.196746e-15,0.0
395.4308617234469,0.0,0.0,0.0,1.0,3.9607125e-13,0.0
396.07214428857714,0.0,0.0,0.0,1.0,2.180093e-11,0.0
396.7134268537074,0.0,0.0,0.0,1.0,1.1998114e-09,0.0
397.3547094188377,0.0,0.0,0.0,0.99999994,6.603133e-08,0.0
397.99599198396794,0.0,0.0,0.0,0.99999636,3.6345468e-06,0.0
398.6372745490982,0.0,0.0,0.0,0.9998,0.00019998735,0.0
399.2785571142284,0.0,0.0,0.0,0.9891114,0.010888591,0.0
399.9198396793587,0.0,0.0,0.0,0.6226889,0.37731108,0.0
400.56112224448896,0.0,0.0,0.0,0.029109776,0.9708902,0.0
401.2024048096192,0.0,0.0,0.0,0.00054460764,0.9994554,0.0
401.8436873747495,0.0,0.0,0.0,9.894371e-06,0.9999901,0.0
402.48496993987976,0.0,0.0,0.0,2.3841858e-07,0.99999976,0.0
403.12625250501003,0.0,0.0,0.0,0.0,1.0,0.0
403.7675350701403,0.0,0.0,0.0,0.0,1.0,0.0
404.40881763527057,0.0,0.0,0.0,0.0,1.0,0.0
405.0501002004008,0.0,0.0,0.0,0.0,1.0,0.0
405.69138276553105,0.0,0.0,0.0,0.0,1.0,0.0
406.3326653306613,0.0,0.0,0.0,0.0,1.0,0.0
406.9739478957916,0.0,0.0,0.0,0.0,1.0,0.0
407.61523046092185,0.0,0.0,0.0,0.0,1.0,0.0
408.25651302605206,0.0,0.0,0.0,0.0,1.0,0.0
408.89779559118233,0.0,0.0,0.0,0.0,1.0,0.0
409.5390781563126,0.0,0.0,0.0,0.0,1.0,0.0
410.18036072144287,0.0,0.0,0.0,0.0,1.0,0.0
410.82164328657313,0.0,0.0,0.0,0.0,1.0,0.0
411.4629258517034,0.0,0.0,0.0,0.0,1.0,0.0
412.10420841683367,0.0,0.0,0.0,0.0,1.0,0.0
412.74549098196394,0.0,0.0,0.0,0.0,1.0,0.0
413.3867735470942,0.0,0.0,0.0,0.0,1.0,0.0
414.0280561122245,0.0,0.0,0.0,0.0,1.0,0.0
414.66933867735474,0.0,0.0,0.0,0.0,1.0,0.0
415.31062124248496,0.0,0.0,0.0,0.0,1.0,0.0
415.9519038076152,0.0,0.0,0.0,0.0,1.0,0.0
416.5931863727455,0.0,0.0,0.0,0.0,1.0,0.0
417.2344689378757,0.0,0.0,0.0,0.0,1.0,0.0
417.875751503006,0.0,0.0,0.0,0.0,1.0,0.0
418.51703406813624,0.0,0.0,0.0,0.0,1.0,0.0
419.1583166332665,0.0,0.0,0.0,0.0,1.0,0.0
419.7995991983968,0.0,0.0,0.0,0.0,1.0,0.0
420.44088176352705,0.0,0.0,0.0,0.0,1.0,0.0
421.0821643286573,0.0,0.0,0.0,0.0,1.0,0.0
421.7234468937876,0.0,0.0,0.0,0.0,1.0,0.0
422.36472945891785,0.0,0.0,0.0,0.0,1.0,0.0
423.0060120240481,0.0,0.0,0.0,0.0,1.0,0.0
423.6472945891784,0.0,0.0,0.0,0.0,1.0,0.0
424.2885771543086,0.0,0.0,0.0,0.0,1.0,0.0
424.92985971943887,0.0,0.0,0.0,0.0,1.0,0.0
425.57114228456913,0.0,0.0,0.0,0.0,1.0,0.0
426.2124248496994,0.0,0.0,0.0,0.0,1.0,0.0
426.8537074148296,0.0,0.0,0.0,0.0,1.0,0.0
427.4949899799599,0.0,0.0,0.0,0.0,1.0,0.0
428.13627254509015,0.0,0.0,0.0,0.0,1.0,0.0
428.7775551102204,0.0,0.0,0.0,0.0,1.0,0.0
429.4188376753507,0.0,0.0,0.0,0.0,1.0,0.0
430.06012024048096,0.0,0.0,0.0,0.0,1.0,0.0
430.7014028056112,0.0,0.0,0.0,0.0,1.0,0.0
431.3426853707415,0.0,0.0,0.0,0.0,1.0,0.0
431.98396793587176,0.0,0.0,0.0,0.0,1.0,0.0
432.62525050100203,0.0,0.0,0.0,0.0,1.0,0.0
433.2665330661323,0.0,0.0,0.0,0.0,1.0,0.0
433.9078156312625,0.0,0.0,0.0,0.0,1.0,0.0
434.5490981963928,0.0,0.0,0.0,0.0,1.0,0.0
435.19038076152304,0.0,0.0,0.0,0.0,1.0,0.0
435.8316633266533,0.0,0.0,0.0,0.0,1.0,0.0
436.4729458917835,0.0,0.0,0.0,0.0,1.0,0.0
437.1142284569138,0.0,0.0,0.0,0.0,1.0,0.0
437.75551102204406,0.0,0.0,0.0,0.0,1.0,0.0
438.39679358717433,0.0,0.0,0.0,0.0,1.0,0.0
439.0380761523046,0.0,0.0,0.0,0.0,1.0,0.0
439.67935871743487,0.0,0.0,0.0,0.0,1.0,0.0
440.32064128256513,0.0,0.0,0.0,0.0,1.0,0.0
440.9619238476954,0.0,0.0,0.0,0.0,1.0,0.0
441.60320641282567,0.0,0.0,0.0,0.0,1.0,0.0
442.24448897795594,0.0,0.0,0.0,0.0,1.0,0.0
442.8857715430862,0.0,0.0,0.0,0.0,1.0,0.0
443.5270541082164,0.0,0.0,0.0,0.0,1.0,0.0
444.1683366733467,0.0,0.0,0.0,0.0,1.0,0.0
444.80961923847696,0.0,0.0,0.0,0.0,1.0,0.0
445.45090180360717,0.0,0.0,0.0,0.0,1.0,0.0
446.09218436873743,0.0,0.0,0.0,0.0,1.0,0.0
446.7334669338677,0.0,0.0,0.0,0.0,1.0,0.0
447.37474949899797,0.0,0.0,0.0,0.0,1.0,0.0
448.01603206412824,0.0,0.0,0.0,0.0,1.0,0.0
448.6573146292585,0.0,0.0,0.0,0.0,1.0,0.0
449.2985971943888,0.0,0.0,0.0,0.0,1.0,0.0
449.93987975951904,0.0,0.0,0.0,0.0,1.0,0.0
450.5811623246493,0.0,0.0,0.0,0.0,1.0,0.0
451.2224448897796,0.0,0.0,0.0,0.0,1.0,0.0
451.86372745490985,0.0,0.0,0.0,0.0,1.0,0.0
452.50501002004006,0.0,0.0,0.0,0.0,1.0,0.0
453.14629258517033,0.0,0.0,0.0,0.0,1.0,0.0
453.7875751503006,0.0,0.0,0.0,0.0,1.0,0.0
454.42885771543087,0.0,0.0,0.0,0.0,1.0,0.0
455.0701402805611,0.0,0.0,0.0,0.0,1.0,0.0
455.71142284569135,0.0,0.0,0.0,0.0,1.0,0.0
456.3527054108216,0.0,0.0,0.0,0.0,1.0,0.0
456.9939879759519,0.0,0.0,0.0,0.0,1.0,0.0
457.63527054108215,0.0,0.0,0.0,0.0,1.0,0.0
458.2765531062124,0.0,0.0,0.0,0.0,1.0,0.0
458.9178356713427,0.0,0.0,0.0,0.0,1.0,0.0
459.55911823647295,0.0,0.0,0.0,0.0,1.0,0.0
460.2004008016032,0.0,0.0,0.0,0.0,1.0,0.0
460.8416833667335,0.0,0.0,0.0,0.0,1.0,0.0
461.48296593186376,0.0,0.0,0.0,0.0,1.0,0.0
462.12424849699397,0.0,0.0,0.0,0.0,1.0,0.0
462.76553106212424,0.0,0.0,0.0,0.0,1.0,0.0
463.4068136272545,0.0,0.0,0.0,0.0,1.0,0.0
464.0480961923848,0.0,0.0,0.0,0.0,1.0,0.0
464.689378757515,0.0,0.0,0.0,0.0,1.0,0.0
465.33066132264526,0.0,0.0,0.0,0.0,1.0,0.0
465.9719438877755,0.0,0.0,0.0,0.0,1.0,0.0
466.6132264529058,0.0,0.0,0.0,0.0,1.0,0.0
467.25450901803606,0.0,0.0,0.0,0.0,1.0,0.0
467.89579158316633,0.0,0.0,0.0,0.0,1.0,0.0
468.5370741482966,0.0,0.0,0.0,0.0,1.0,0.0
469.17835671342687,0.0,0.0,0.0,0.0,1.0,0.0
469.81963927855713,0.0,0.0,0.0,0.0,1.0,0.0
470.4609218436874,0.0,0.0,0.0,0.0,1.0,0.0
471.10220440881767,0.0,0.0,0.0,0.0,1.0,0.0
471.7434869739479,0.0,0.0,0.0,0.0,1.0,0.0
472.38476953907815,0.0,0.0,0.0,0.0,1.0,0.0
473.0260521042084,0.0,0.0,0.0,0.0,1.0,0.0
473.66733466933863,0.0,0.0,0.0,0.0,1.0,0.0
474.3086172344689,0.0,0.0,0.0,0.0,1.0,0.0
474.94989979959917,0.0,0.0,0.0,0.0,1.0,0.0
475.59118236472943,0.0,0.0,0.0,0.0,1.0,0.0
476.2324649298597,0.0,0.0,0.0,0.0,1.0,0.0
476.87374749498997,0.0,0.0,0.0,0.0,1.0,0.0
477.51503006012024,0.0,0.0,0.0,0.0,1.0,0.0
478.1563126252505,0.0,0.0,0.0,0.0,1.0,0.0
478.7975951903808,0.0,0.0,0.0,0.0,1.0,0.0
479.43887775551104,0.0,0.0,0.0,0.0,1.0,0.0
480.0801603206413,0.0,0.0,0.0,0.0,1.0,0.0
480.7214428857715,0.0,0.0,0.0,0.0,1.0,0.0
481.3627254509018,0.0,0.0,0.0,0.0,1.0,0.0
482.00400801603206,0.0,0.0,0.0,0.0,1.0,0.0
482.6452905811623,0.0,0.0,0.0,0.0,1.0,0.0
483.28657314629254,0.0,0.0,0.0,0.0,1.0,0.0
483.9278557114228,0.0,0.0,0.0,0.0,1.0,0.0
484.5691382765531,0.0,0.0,0.0,0.0,1.0,0.0
485.21042084168334,0.0,0.0,0.0,0.0,1.0,0.0
485.8517034068136,0.0,0.0,0.0,0.0,1.0,3.951304e-39
486.4929859719439,0.0,0.0,0.0,0.0,1.0,2.1742755e-37
487.13426853707415,0.0,0.0,0.0,0.0,1.0,1.1967809e-35
487.7755511022044,0.0,0.0,0.0,0.0,1.0,6.5874607e-34
488.4168336673347,0.0,0.0,0.0,0.0,1.0,3.6248405e-32
489.05811623246495,0.0,0.0,0.0,0.0,1.0,1.9952267e-30
489.6993987975952,0.0,0.0,0.0,0.0,1.0,1.098236e-28
490.34068136272543,0.0,0.0,0.0,0.0,1.0,6.0431938e-27
490.9819639278557,0.0,0.0,0.0,0.0,1.0,3.3263523e-25
491.62324649298597,0.0,0.0,0.0,0.0,1.0,1.8309298e-23
492.2645290581162,0.0,0.0,0.0,0.0,1.0,1.0074979e-21
492.90581162324645,0.0,0.0,0.0,0.0,1.0,5.545566e-20
493.5470941883767,0.0,0.0,0.0,0.0,1.0,3.0524435e-18
494.188376753507,0.0,0.0,0.0,0.0,1.0,1.6796551e-16
494.82965931863725,0.0,0.0,0.0,0.0,1.0,9.245318e-15
495.4709418837675,0.0,0.0,0.0,0.0,1.0,5.0888964e-13
496.1122244488978,0.0,0.0,0.0,0.0,1.0,2.8002455e-11
496.75350701402806,0.0,0.0,0.0,0.0,1.0,1.5413408e-09
497.3947895791583,0.0,0.0,0.0,0.0,0.99999994,8.483994e-08
498.0360721442886,0.0,0.0,0.0,0.0,0.99999535,4.6684304e-06
498.67735470941886,0.0,0.0,0.0,0.0,0.9997431,0.00025689963
499.3186372745491,0.0,0.0,0.0,0.0,0.9860531,0.013946888
499.95991983967934,0.0,0.0,0.0,0.0,0.56233346,0.43766657
500.6012024048096,0.0,0.0,0.0,0.0,0.022810161,0.97718984
501.2424849699399,0.0,0.0,0.0,0.0,0.00042384863,0.99957615
501.8837675350701,0.0,0.0,0.0,0.0,7.748604e-06,0.99999225
502.52505010020036,0.0,0.0,0.0,0.0,1.1920929e-07,0.9999999
503.16633266533063,0.0,0.0,0.0,0.0,0.0,1.0
503.8076152304609,0.0,0.0,0.0,0.0,0.0,1.0
504.44889779559117,0.0,0.0,0.0,0.0,0.0,1.0
505.09018036072143,0.0,0.0,0.0,0.0,0.0,1.0
505.7314629258517,0.0,0.0,0.0,0.0,0.0,1.0
506.37274549098197,0.0,0.0,0.0,0.0,0.0,1.0
507.01402805611224,0.0,0.0,0.0,0.0,0.0,1.0
507.6553106212425,0.0,0.0,0.0,0.0,0.0,1.0
508.2965931863728,0.0,0.0,0.0,0.0,0.0,1.0
508.937875751503,0.0,0.0,0.0,0.0,0.0,1.0
509.57915831663325,0.0,0.0,0.0,0.0,0.0,1.0
510.2204408817635,0.0,0.0,0.0,0.0,0.0,1.0
510.8617234468938,0.0,0.0,0.0,0.0,0.0,1.0
511.503006012024,0.0,0.0,0.0,0.0,0.0,1.0
512.1442885771543,0.0,0.0,0.0,0.0,0.0,1.0
512.7855711422845,0.0,0.0,0.0,0.0,0.0,1.0
513.4268537074148,0.0,0.0,0.0,0.0,0.0,1.0
514.0681362725451,0.0,0.0,0.0,0.0,0.0,1.0
514.7094188376753,0.0,0.0,0.0,0.0,0.0,1.0
515.3507014028056,0.0,0.0,0.0,0.0,0.0,1.0
515.9919839679359,0.0,0.0,0.0,0.0,0.0,1.0
516.6332665330661,0.0,0.0,0.0,0.0,0.0,1.0
517.2745490981964,0.0,0.0,0.0,0.0,0.0,1.0
517.9158316633267,0.0,0.0,0.0,0.0,0.0,1.0
518.5571142284568,0.0,0.0,0.0,0.0,0.0,1.0
519.1983967935871,0.0,0.0,0.0,0.0,0.0,1.0
519.8396793587174,0.0,0.0,0.0,0.0,0.0,1.0
520.4809619238476,0.0,0.0,0.0,0.0,0.0,1.0
521.1222444889779,0.0,0.0,0.0,0.0,0.0,1.0
521.7635270541082,0.0,0.0,0.0,0.0,0.0,1.0
522.4048096192384,0.0,0.0,0.0,0.0,0.0,1.0
523.0460921843687,0.0,0.0,0.0,0.0,0.0,1.0
523.687374749499,0.0,0.0,0.0,0.0,0.0,1.0
524.3286573146293,0.0,0.0,0.0,0.0,0.0,1.0
524.9699398797595,0.0,0.0,0.0,0.0,0.0,1.0
525.6112224448898,0.0,0.0,0.0,0.0,0.0,1.0
526.2525050100201,0.0,0.0,0.0,0.0,0.0,1.0
526.8937875751503,0.0,0.0,0.0,0.0,0.0,1.0
527.5350701402806,0.0,0.0,0.0,0.0,0.0,1.0
528.1763527054109,0.0,0.0,0.0,0.0,0.0,1.0
528.8176352705411,0.0,0.0,0.0,0.0,0.0,1.0
529.4589178356714,0.0,0.0,0.0,0.0,0.0,1.0
530.1002004008016,0.0,0.0,0.0,0.0,0.0,1.0
530.7414829659318,0.0,0.0,0.0,0.0,0.0,1.0
531.3827655310621,0.0,0.0,0.0,0.0,0.0,1.0
532.0240480961924,0.0,0.0,0.0,0.0,0.0,1.0
532.6653306613226,0.0,0.0,0.0,0.0,0.0,1.0
533.3066132264529,0.0,0.0,0.0,0.0,0.0,1.0
533.9478957915832,0.0,0.0,0.0,0.0,0.0,1.0
534.5891783567134,0.0,0.0,0.0,0.0,0.0,1.0
535.2304609218437,0.0,0.0,0.0,0.0,0.0,1.0
535.871743486974,0.0,0.0,0.0,0.0,0.0,1.0
536.5130260521041,0.0,0.0,0.0,0.0,0.0,1.0
537.1543086172344,0.0,0.0,0.0,0.0,0.0,1.0
537.7955911823647,0.0,0.0,0.0,0.0,0.0,1.0
538.4368737474949,0.0,0.0,0.0,0.0,0.0,1.0
539.0781563126252,0.0,0.0,0.0,0.0,0.0,1.0
539.7194388777555,0.0,0.0,0.0,0.0,0.0,1.0
540.3607214428857,0.0,0.0,0.0,0.0,0.0,1.0
541.002004008016,0.0,0.0,0.0,0.0,0.0,1.0
541.6432865731463,0.0,0.0,0.0,0.0,0.0,1.0
542.2845691382765,0.0,0.0,0.0,0.0,0.0,1.0
542.9258517034068,0.0,0.0,0.0,0.0,0.0,1.0
543.5671342685371,0.0,0.0,0.0,0.0,0.0,1.0
544.2084168336673,0.0,0.0,0.0,0.0,0.0,1.0
544.8496993987976,0.0,0.0,0.0,0.0,0.0,1.0
545.4909819639279,0.0,0.0,0.0,0.0,0.0,1.0
546.1322645290581,0.0,0.0,0.0,0.0,0.0,1.0
