T,Ca_pred,Cb_pred,Cc_pred,region,violation_unscaled
280.0,1.0042305097539463,2.04093778983616,-0.15675697385639453,0,2.220446049250313e-16
280.64128256513027,1.0025487558634723,2.0338088184004808,-0.1418834454262841,0,2.220446049250313e-16
281.28256513026054,1.0008670019729984,2.0266798469648,-0.12700991699617434,0,2.220446049250313e-16
281.9238476953908,0.9991852480825245,2.0195508755291214,-0.11213638856606534,0,2.220446049250313e-16
282.565130260521,0.9975034941920509,2.0124219040934417,-0.09726286013595595,0,2.220446049250313e-16
283.2064128256513,0.9958217403015769,2.005292932657762,-0.0823893317058473,0,2.220446049250313e-16
283.84769539078155,0.9941399864111032,1.9981639612220825,-0.06751580327573753,0,0.0
284.4889779559118,0.9924582325206291,1.9910349897864024,-0.052642274845627425,0,2.220446049250313e-16
285.1302605210421,0.9907764786301553,1.9839060183507236,-0.037768746415517876,0,0.0
285.7715430861724,0.9890947247396813,1.9767770469150425,-0.022895217985406387,0,2.220446049250313e-16
286.4128256513026,0.9874129708492074,1.9696480754793637,-0.008021689555298452,0,0.0
287.05410821643284,0.9857312169587338,1.962519104043685,0.00685183887480943,0,0.0
287.6953907815631,0.98404946306826,1.9553901326080054,0.021725367304918756,0,2.220446049250313e-16
288.3366733466934,0.9823677091777859,1.9482611611723255,0.0365988957350293,0,2.220446049250313e-16
288.97795591182364,0.9806859552873122,1.9411321897366463,0.051472424165138184,0,2.220446049250313e-16
289.6192384769539,0.9790042013968383,1.9340032183009666,0.06634595259524778,0,2.220446049250313e-16
290.2605210420842,0.9773224475063642,1.9268742468652866,0.08121948102535788,0,2.220446049250313e-16
290.90180360721445,0.9756406936158905,1.9197452754296072,0.09609300945546743,0,0.0
291.5430861723447,0.9739589397254165,1.9126163039939277,0.11096653788557653,0,0.0
292.1843687374749,0.9722771858349427,1.905487332558248,0.1258400663156853,0,2.220446049250313e-16
292.8256513026052,0.9705954319444688,1.8983583611225683,0.14071359474579484,0,0.0
293.46693386773546,0.9689136780539949,1.8912293896868893,0.15558712317590428,0,2.220446049250313e-16
294.10821643286573,0.967231924163521,1.88410041825121,0.17046065160601329,0,0.0
294.749498997996,0.9655501702730472,1.8769714468155299,0.18533418003612415,0,0.0
295.39078156312627,0.9638684163825731,1.8698424753798502,0.20020770846623331,0,2.220446049250313e-16
296.03206412825654,0.9621866624920994,1.8627135039441702,0.21508123689634304,0,2.220446049250313e-16
296.67334669338675,0.9605049086016257,1.8555845325084914,0.22995476532645154,0,2.220446049250313e-16
297.314629258517,0.9588231547112545,1.8484555610729578,0.2448282937565609,0,1.099120794378905e-13
297.9559118236473,0.95714140087528,1.8413265897198732,0.25970182218667026,0,5.848321826817937e-11
298.59719438877755,0.9554596753266129,1.8341976648536868,0.27457535061678046,0,3.051706554124678e-08
