Temperature (T),Ca,Cb,residual_nonlinear,residual_linearized
539.0781563126252,0.3556776930951169,0.7113553861909166,-3.6598066799342632e-09,-61.02611021354096
539.7194388777555,0.3554122675240851,0.7108245350546588,-1.9853978301398456e-06,-54.35629845666699
540.3607214428857,0.3551476226232751,0.7102952452401861,2.0256120478734374e-06,-48.08107035054127
541.002004008016,0.354883755090375,0.7097675101858644,-4.43833414465189e-09,-42.1987639972358
541.6432865731463,0.3546206616154335,0.7092413232400856,-2.1338273654691875e-06,-36.70770105259726
542.2845691382765,0.3543583389014086,0.7087166777931545,2.175664121750742e-06,-31.60621240909677
542.9258517034068,0.3540967836989084,0.7081935673967086,-4.9622030928730965e-09,-26.89266416907776
543.5671342685371,0.3538359927471439,0.7076719854968785,-4.016328603029251e-09,-22.565402738575358
544.2084168336673,0.353575962822802,0.7071519256420498,-7.021299097687006e-09,-18.622798065887764
544.8496993987976,0.3533166907094717,0.7066333814100862,-7.55971996113658e-09,-15.063226228579879
545.4909819639279,0.3530581732073607,0.7061163464155047,-4.831235855817795e-09,-11.88507227966329
546.1322645290581,0.3528004071483584,0.7056008142940408,-6.766640581190586e-09,-9.086730185023043
546.7735470941884,0.3525433893627467,0.7050867787180323,2.5657209334895015e-06,-6.66659980622353
547.4148296593187,0.3522871167198792,0.7045742334423589,-7.734342943876982e-09,-4.623101494798902
548.056112224449,0.3520315860900465,0.7040631721859058,-2.705797669477761e-06,-2.9546496957191266
548.6973947895792,0.3517767943527954,0.703553588709338,-6.650225259363651e-09,-1.6596674525062554
549.3386773547095,0.3515227384312557,0.7030454768680496,-7.07223080098629e-09,-0.7366011117119342
549.9799599198396,0.3512694152508155,0.702538830496006,-9.502400644123554e-09,-0.18389379023574293
550.6212424849699,0.3510168217392415,0.7020336434749113,2.9503426048904657e-06,2.951303031295538e-06
551.2625250501002,0.3507649548766058,0.7015299097544048,-1.0688381735235453e-08,-0.18338270619278774
551.9038076152304,0.3505138116288612,0.7010276232600064,-3.11140320263803e-06,-0.7325161392218433
552.5450901803607,0.3502633889729752,0.7005267779375375,3.1581585062667727e-06,-1.645868000399787
553.186372745491,0.3500136839430093,0.7000273678834613,-1.2652890291064978e-08,-2.921943942317739
553.8276553106213,0.349764693547996,0.6995293870913458,-1.3205863069742918e-08,-4.559228064434137
554.4689378757514,0.3495164148294819,0.6990328296587064,-1.3998942449688911e-08,-6.5562274577096105
555.1102204408817,0.3492688448476913,0.6985376896945298,-1.673470251262188e-09,-8.91145429253811
555.751503006012,0.34902198066896,0.6980439613494009,6.366462912410498e-09,-11.623428777500521
556.3927855711422,0.3487758193918149,0.6975516387888947,-1.7462298274040222e-09,-14.69067907059798
557.0340681362725,0.3485303581146009,0.6970607162431939,-3.6830970202572644e-06,-18.11174418410519
557.6753507014027,0.3482855939550471,0.6965711879167573,-3.7677527870982885e-06,-21.885162062419113
558.316633266533,0.34804152404603,0.6960830480981608,-3.85421299142763e-06,-26.009487373987213
558.9579158316633,0.3477981455355043,0.6955962910713731,-1.6079866327345371e-09,-30.483276551705785
559.5991983967936,0.3475554555989661,0.6951109111919336,-2.2162566892802715e-08,-35.30510272691026
560.2404809619238,0.3473134514054185,0.6946269028134899,-1.9208528101444244e-09,-40.47353761817794
560.8817635270541,0.3470721301648261,0.694144260347608,-8.367744158022106e-06,-45.987169603817165
561.5230460921844,0.3468314890683902,0.6936629781268141,-2.240994945168495e-09,-51.844570583838504
562.1643286573146,0.3465915253523692,0.6931830506963315,-2.08092387765646e-09,-58.044355885416735
562.8056112224449,0.3463522362520842,0.6927044725042838,-1.8044374883174896e-09,-64.58512431796407
563.4468937875752,0.3461136190266388,0.692227238054384,-1.877197064459324e-09,-71.4654880639282
564.0881763527054,0.345875670943056,0.6917513418859652,-2.1391315385699272e-09,-78.68406664120266
564.7294589178357,0.3456383892944481,0.6912767785914992,-9.573355782777071e-06,-86.23949291632744
565.370741482966,0.3454017713481714,0.6908035426883821,-3.694731276482344e-08,-94.1303827672964
566.0120240480962,0.3451658144355726,0.6903316288882079,-3.9362930692732334e-08,-102.35539557237644
566.6533066132265,0.3449305159008609,0.6898610317884145,-2.0227162167429924e-09,-110.91317364363931
567.2945891783568,0.344695873061661,0.6893917461276867,-1.0460047633387148e-05,-119.80237861169735
567.935871743487,0.3444618832595514,0.6889237665171075,-2.4301698431372643e-09,-129.02165464434074
568.5771543086172,0.3442285438937488,0.6884570877693437,2.824526745826006e-08,-138.5696895835572
569.2184368737475,0.3439958523158934,0.6879917046412628,-2.5320332497358322e-09,-148.44515385455452
569.8597194388777,0.3437638059585141,0.6875276119220824,-1.1417942005209625e-05,-158.64673696097452
570.501002004008,0.3435324021908931,0.6870648043964697,-1.186867302749306e-05,-169.17311698402045
571.1422845691383,0.3433016384450369,0.6866032768970834,-2.6775524020195007e-09,-180.02299065870466
571.7835671342685,0.3430715121759367,0.686143024351111,-2.4010660126805305e-09,-191.19507451850222
572.4248496993988,0.3428420208210112,0.6856840416308431,-2.7794158086180687e-09,-202.6880728874239
573.0661322645291,0.3426131618322554,0.6852263236709527,-2.5174813345074654e-09,-214.50070305570262
573.7074148296592,0.3423849327042316,0.6847698653914819,4.048764822073281e-06,-226.63168702006806
574.3486973947895,0.3421573309097181,0.6843146618195314,4.642060957849026e-09,-239.07976114470512
574.9899799599198,0.341930353959205,0.6838607079142989,2.792512532323599e-08,-251.8436567070312
575.63126252505,0.3417039993548121,0.6834079987285578,-7.639755494892597e-08,-264.92211934010265
576.2725450901803,0.3414782646467594,0.6829565292926996,-2.764863893389702e-09,-278.3138990100124
576.9138276553106,0.3412531473559149,0.6825062946945603,4.49830258730799e-06,-292.017750415951
577.5551102204408,0.3410286450331634,0.6820572900754254,2.8623617254197598e-08,-306.03244231967255
578.1963927855711,0.3408047552579232,0.6816095105168737,-1.1213705874979496e-07,-320.3567382307956
578.8376753507014,0.3405814755941845,0.6811629511982873,-3.3614924177527428e-09,-334.98941553768236
579.4789579158316,0.3403588036420765,0.6807176072904804,-2.9831426218152046e-09,-349.92925627395744
580.1202404809619,0.3401367369990206,0.6802734740028235,-3.1141098588705063e-09,-365.17504851316335
580.7615230460922,0.339915273275198,0.6798305465692416,-1.213775249198079e-07,-380.7255866153282
581.4028056112224,0.3396944101137801,0.6793888202261258,-3.6670826375484467e-09,-396.5796709146234
582.0440881763527,0.3394741451341775,0.6789482902715659,-3.739842213690281e-09,-412.7361081367708
582.685370741483,0.3392544759905283,0.678508952003645,1.2482632882893085e-07,-429.19371085747844
583.3266533066133,0.3390354003636299,0.678070800731025,-3.3760443329811096e-09,-445.95129792636726
583.9679358717435,0.338816915904869,0.6776338318257421,-3.92901711165905e-09,-463.00769391533686
584.6092184368738,0.3385990203254893,0.6771980406362342,1.2101372703909874e-07,-480.36172950518085
585.2505010020041,0.3383817113010001,0.6767634225830936,-2.4365726858377457e-07,-498.01224151288625
585.8917835671343,0.3381649865393115,0.6763299730860065,-4.190951585769653e-09,-515.9580720615922
586.5330661322646,0.3379488437887071,0.6758976875629571,-3.725290298461914e-09,-534.198069790029
587.1743486973949,0.3377332807497414,0.6754665614880228,1.2602133210748434e-05,-552.7310847460758
587.815631262525,0.3375182952039953,0.6750365903854235,-2.4822656996548176e-07,-571.5559890772565
588.4569138276553,0.3373038848660478,0.6746077697347903,-3.958120942115784e-09,-590.6716361300205
589.0981963927856,0.3370900475327959,0.6741800950418991,1.3383396435528994e-05,-610.0768975248211
589.7394789579158,0.3368767809733887,0.6737535619443832,4.4121406972408295e-08,-629.7706624228158
590.3807615230461,0.3366640829648664,0.673328165961786,-4.132743924856186e-09,-649.7518014184898
591.0220440881764,0.336451951341033,0.6729039026864901,-3.212480805814266e-07,-670.0192069422337
591.6633266533066,0.3362403838820899,0.6724807677716576,-4.94765117764473e-09,-690.5717726334697
592.3046092184368,0.3360293784192897,0.6720587568311314,1.4796009054407477e-05,-711.40839410841
592.945891783567,0.3358189328010558,0.6716378656132098,-1.494184834882617e-05,-732.52799252962
593.5871743486973,0.3356090448427096,0.671218089690487,-4.48198989033699e-09,-753.9294538793038
594.2284569138276,0.3353997124252563,0.6707994248434888,-5.238689482212067e-09,-775.6117102391436
594.8697394789579,0.3351909333963759,0.6703818667732627,1.600958057679236e-05,-797.5736746854964
595.5110220440881,0.3349827056400738,0.6699654112978638,1.2712553143501282e-07,-819.814286128385
596.1523046092184,0.3347750270598013,0.6695500541017448,1.2293457984924316e-07,-842.3324642447405
596.7935871743487,0.3345678955134111,0.6691357910436184,-4.918547347187996e-09,-865.1271503884927
597.4348697394789,0.334361308942613,0.6687226179048837,-4.8603396862745285e-09,-888.1972870160243
598.0761523046092,0.3341552652675308,0.6683105305199952,1.2310920283198357e-07,-911.5418218857958
598.7174348697395,0.3339497623926305,0.6678995247704963,-5.180481821298599e-09,-935.1597080519423
599.3587174348697,0.3337447982640031,0.6674895965259523,-4.511093720793724e-09,-959.049903563282
600.0,0.3335403708344933,0.6670807416804239,-5.4424162954092026e-09,-983.2113717338652
