Temperature (T),Ca,Cb,Cc,residual_nonlinear,residual_linearized
280.0,0.9936625015244944,1.9873250030489888,0.0190124954265165,-6.661338147750939e-16,-271022.65384525043
280.64128256513027,0.993091095170136,1.986182190340272,0.0207267144895923,-6.661338147750939e-16,-270861.327209347
281.28256513026054,0.9924724516274088,1.9849449032548172,0.0225826451177737,-4.440892098500626e-16,-270676.12471624376
281.9238476953908,0.991803153342133,1.983606306684266,0.0245905399736012,-6.661338147750939e-16,-270465.3189761792
282.565130260521,0.9910795952035116,1.982159190407023,0.0267612143894655,-8.881784197001252e-16,-270227.0877996124
283.2064128256513,0.9902979822679135,1.980595964535827,0.0291060531962593,-8.881784197001252e-16,-269959.5130467187
283.84769539078155,0.9894543287507448,1.9789086575014896,0.0316370137477659,-8.881784197001252e-16,-269660.58011783456
284.4889779559118,0.9885444584933228,1.9770889169866452,0.0343666245200315,-1.1102230246251565e-15,-269328.1781894374
285.1302605210421,0.987564007123678,1.975128014247356,0.0373079786289662,-1.5543122344752192e-15,-268960.1013063149
285.7715430861724,0.9865084261397448,1.9730168522794893,0.0404747215807656,-2.220446049250313e-15,-268554.0504453972
286.4128256513026,0.9853729891496822,1.9707459782993644,0.0438810325509531,-8.881784197001252e-16,-268107.6366699051
287.05410821643284,0.9841528005061692,1.9683056010123383,0.0475415984814921,-1.1102230246251565e-15,-267618.3854935198
287.6953907815631,0.9828428065684364,1.9656856131368727,0.0514715802946908,-1.1102230246251565e-15,-267083.7425727357
288.3366733466934,0.9814378098166652,1.9628756196333303,0.055686570550004,-1.1102230246251565e-15,-266501.08084092854
288.97795591182364,0.9799324860270022,1.9598649720540045,0.0602025419189932,-1.3322676295501878e-15,-265867.70918940176
289.6192384769539,0.978321404691058,1.956642809382116,0.0650357859268262,-1.5543122344752192e-15,-265180.8827883442
290.2605210420842,0.9765990528304384,1.9531981056608767,0.0702028415086847,-1.5543122344752192e-15,-264437.81512379454
290.90180360721445,0.9747598623139816,1.949519724627963,0.0757204130580557,-1.7763568394002505e-15,-263635.69180503493
291.5430861723447,0.9727982407325614,1.9455964814651228,0.0816052778023158,-1.9984014443252818e-15,-262771.68617014255
292.1843687374749,0.9707086058235213,1.9414172116470425,0.0878741825294363,-2.220446049250313e-15,-261842.976685689
292.8256513026052,0.9684854233643748,1.9369708467287492,0.0945437299068759,-2.220446049250313e-15,-260846.7660999677
293.46693386773546,0.966123248374243,1.932246496748486,0.101630254877271,-2.4424906541753444e-15,-259780.30226810247
294.10821643286573,0.9636167693729524,1.9272335387459048,0.1091496918811428,-2.6645352591003757e-15,-258640.9005226413
294.749498997996,0.960960855353826,1.9219217107076525,0.1171174339385216,-2.4424906541753444e-15,-257425.96741577476
295.39078156312627,0.9581506050294766,1.9163012100589527,0.1255481849115702,-2.6645352591003757e-15,-256133.02561043395
296.03206412825654,0.9551813978134744,1.9103627956269489,0.1344558065595771,-3.1086244689504383e-15,-254759.73964878247
296.67334669338675,0.9520489459081802,1.9040978918163605,0.1438531622754593,-3.552713678800501e-15,-253303.9422798113
297.314629258517,0.9487493467841696,1.8974986935683391,0.1537519596474914,-3.3306690738754696e-15,-251763.66098486568
297.9559118236473,0.9452791352635926,1.8905582705271853,0.1641625942092222,-3.9968028886505635e-15,-250137.14430298103
298.59719438877755,0.941635334362498,1.883270668724996,0.1750939969125061,-5.10702591327572e-15,-248422.8875289418
299.2384769539078,0.937815504009313,1.875631008018626,0.1865534879720607,-6.217248937900877e-15,-246619.65733785188
299.8797595190381,0.9338177867414736,1.867635573482947,0.1985466397755793,-8.43769498715119e-15,-244726.51488232304
300.5210420841684,0.9296409494920072,1.8592818989840143,0.2110771515239779,-1.532107773982716e-14,-242742.83691334393
301.1623246492986,0.92528442061412,1.85056884122824,0.2241467381576404,-3.042011087472929e-14,-240668.33449421666
301.80360721442884,0.9207483213546744,1.8414966427093489,0.2377550359359765,-5.773159728050814e-15,-238503.06890870671
302.4448897795591,0.9160334910762412,1.8320669821524824,0.2518995267712766,-6.217248937900877e-15,-236247.46440943313
303.0861723446894,0.9111415056386184,1.822283011277237,0.2665754830841443,-6.439293542825908e-15,-233902.3175087372
303.72745490981964,0.906074688483512,1.812149376967024,0.281775934549464,-6.439293542825908e-15,-231468.80258139223
304.3687374749499,0.9008361141123892,1.801672228224778,0.2974916576628328,-6.661338147750939e-15,-228948.4736224711
305.0100200400802,0.8954296038053624,1.7908592076107248,0.3137111885839128,-7.105427357601002e-15,-226343.26208347332
305.6513026052104,0.8898597135905288,1.7797194271810577,0.3304208592284132,-8.215650382226158e-15,-223655.47079147183
306.29258517034066,0.8841317146333482,1.7682634292666963,0.3476048560999555,-7.771561172376096e-15,-220887.76403700007
306.9338677354709,0.8782515663684827,1.7565031327369651,0.365245300894552,-8.215650382226158e-15,-218043.15399364202
307.5751503006012,0.8722258828366883,1.744451765673377,0.3833223514899351,-9.547918011776346e-15,-215124.98370314215
308.21643286573146,0.8660618928124738,1.7321237856249476,0.4018143215625787,-9.325873406851315e-15,-212136.90692208178
308.85771543086173,0.8597673944106702,1.7195347888213404,0.4206978167679896,-9.769962616701378e-15,-209082.86517794314
309.498997995992,0.8533507049394351,1.7067014098788702,0.4399478851816949,-1.0436096431476471e-14,-205967.06242250063
310.14028056112227,0.846820606822291,1.693641213644582,0.4595381795331271,-1.1546319456101628e-14,-202793.93769832066
310.7815631262525,0.8401862904424031,1.6803725808848062,0.4794411286727907,-1.3766765505351941e-14,-199568.1362496193
311.42284569138275,0.8334572947694329,1.6669145895388655,0.4996281156917014,-2.0650148258027912e-14,-196294.47951233177
312.064128256513,0.8266434466147292,1.6532868932294584,0.5200696601558122,-3.241851231905457e-14,-192977.93441087904
312.7054108216433,0.8197547993268712,1.6395095986537425,0.5407356020193863,-1.1324274851176597e-14,-189623.58237206365
313.34669338677355,0.812801571689867,1.625603143379734,0.561595284930399,-1.3100631690576847e-14,-186236.58844139666
313.9879759519038,0.8057940877232971,1.6115881754465942,0.5826177368301085,-1.3988810110276972e-14,-182822.17085530842
314.6292585170341,0.7987427180122042,1.5974854360244084,0.6037718459633876,-1.4654943925052066e-14,-179385.5713865657
315.2705410821643,0.791657823115918,1.583315646231836,0.6250265306522459,-1.4876988529977098e-14,-175932.0267404763
315.91182364729457,0.7845496995242285,1.569099399048457,0.6463509014273147,-1.554312234475219e-14,-172466.74123864312
316.55310621242484,0.7774285285479899,1.55485705709598,0.6677144143560302,-1.6653345369377348e-14,-168994.8609859139
317.1943887775551,0.7703043284521537,1.5406086569043074,0.6890870146435388,-1.509903313490213e-14,-165521.44967620494
317.8356713426854,0.763186910064225,1.52637382012845,0.7104392698073252,-1.554312234475219e-14,-162051.46615496435
318.47695390781564,0.7560858360216687,1.5121716720433374,0.7317424919349941,-1.6431300764452317e-14,-158589.74382092833
319.1182364729459,0.7490103837588532,1.4980207675177064,0.7529688487234405,-1.9317880628477724e-14,-155140.9719180127
319.7595190380762,0.7419695122783284,1.4839390245566568,0.7740914631650149,-2.042810365310288e-14,-151709.67873998178
320.4008016032064,0.7349718327028468,1.4699436654056937,0.7950845018914596,-2.1094237467877974e-14,-148300.21674607927
321.04208416833666,0.7280255825634618,1.4560511651269237,0.8159232523096145,-2.2426505097428162e-14,-144916.74956504576
321.6833667334669,0.7211386037450085,1.442277207490017,0.8365841887649744,-2.4424906541753444e-14,-141563.2408477451
322.3246492985972,0.7143183239827567,1.4286366479655137,0.8570450280517297,-2.930988785010413e-14,-138243.44491471915
322.96593186372746,0.7075717417824358,1.4151434835648715,0.8772847746526928,-3.574918139293004e-14,-134960.89913407055
323.60721442885773,0.7009054146194479,1.4018108292388958,0.8972837561416563,-5.861977570020827e-14,-131718.91795680084
324.248496993988,0.694325450261159,1.388650900522318,0.9170236492165228,-9.769962616701378e-14,-128520.58853069483
324.8897795591182,0.6878375010479657,1.3756750020959314,0.9364874968561032,-2.5979218776228663e-14,-125368.76780970802
325.5310621242485,0.681446760963906,1.362893521927812,0.955659717108282,-2.6867397195928788e-14,-122266.08107331773
326.17234468937875,0.6751579653241456,1.3503159306482913,0.9745261040275628,-2.4868995751603507e-14,-119214.92176856409
326.813627254509,0.6689753929067416,1.3379507858134831,0.9930738212797752,-2.90878432451791e-14,-116217.45258754212
327.4549098196393,0.6629028703554646,1.3258057407109292,1.0112913889336062,-2.6645352591003757e-14,-113275.60769279173
328.09619238476955,0.6569437786822429,1.3138875573644857,1.0291686639532711,-2.708944180085382e-14,-110391.09600393253
328.7374749498998,0.6511010616994027,1.3022021233988057,1.0466968149017917,-2.842170943040401e-14,-107565.40545970859
329.3787575150301,0.6453772362141031,1.2907544724282063,1.063868291357691,-3.419486915845482e-14,-104799.80817072571
330.0200400801603,0.639774403819667,1.279548807639334,1.0806767885409991,-3.5083047578154947e-14,-102095.36637933605
330.66132264529057,0.6342942641209606,1.2685885282419211,1.0971172076371185,-3.597122599785507e-14,-99452.93914435484
331.30260521042084,0.6289381292334841,1.2578762584669685,1.1131856122995476,-3.2862601528904634e-14,-96873.18966957141
331.9438877755511,0.6237069393984281,1.2474138787968565,1.1288791818047157,-3.397282455352979e-14,-94356.59319631913
332.5851703406814,0.6186012795587009,1.2372025591174018,1.144196161323897,-3.4638958368304884e-14,-91903.44538176636
333.22645290581164,0.6136213967439238,1.2272427934878476,1.1591358097682287,-3.6415315207705135e-14,-89513.87108609569
333.86773547094185,0.6087672181156855,1.217534436231371,1.1736983456529435,-3.952393967665557e-14,-87187.83349340904
334.5090180360721,0.6040383695280733,1.2080767390561469,1.18788489141578,-4.551914400963142e-14,-84925.14349307807
335.1503006012024,0.5994341944627593,1.1988683889255185,1.2016974166117225,-4.773959005888173e-14,-82725.46925041062
335.79158316633266,0.5949537732027294,1.1899075464054587,1.215138680391812,-5.129230373768223e-14,-80588.34589794034
336.4328657314629,0.5905959421142282,1.1811918842284563,1.2282121736573155,-4.929390229335695e-14,-78513.18528141105
337.0741482965932,0.5863593129126508,1.1727186258253015,1.2409220612620475,-5.595524044110789e-14,-76499.28569764947
337.71543086172346,0.5822422917949226,1.1644845835898452,1.2532731246152324,-6.616929226765933e-14,-74545.84156495333
338.35671342685373,0.5782430983284333,1.1564861966568667,1.2652707050147,-8.79296635503124e-14,-72651.95297043154
338.99799599198394,0.5743597839946581,1.1487195679893163,1.2769206480160251,-1.0880185641326534e-13,-70816.63504280656
339.6392785571142,0.5705902502942615,1.141180500588523,1.2882292491172156,-1.509903313490213e-13,-69038.82710357086
340.2805611222445,0.566932266329563,1.133864532659126,1.299203201011311,-2.1360690993788012e-13,-67317.40155397664
340.92184368737475,0.5633834857896649,1.1267669715793298,1.3098495426310055,-3.1308289294429414e-13,-65651.17246010475
341.563126252505,0.5599414632731496,1.1198829265462993,1.3201756101805513,-6.483702463810914e-14,-64038.903803109366
342.2044088176353,0.5566036698932724,1.1132073397865447,1.330188990320183,-6.039613253960852e-14,-62479.317366803705
342.84569138276555,0.553367508119492,1.106735016238984,1.3398974756415245,-6.306066779870889e-14,-60971.100239255175
343.48697394789576,0.5502303258199494,1.1004606516398987,1.3493090225401518,-6.88338275267597e-14,-59512.91191050259
344.12825651302603,0.5471894294776232,1.0943788589552463,1.3584317115671305,-7.216449660063518e-14,-58103.39095261216
344.7695390781563,0.5442420965624079,1.0884841931248157,1.3672737103127766,-7.505107646466058e-14,-56741.161273096746
345.41082164328657,0.5413855870495551,1.0827711740991102,1.3758432388513346,-8.171241461241152e-14,-55424.83793686883
346.05210420841684,0.5386171540827767,1.077234308165553,1.38414853775167,-8.482103908136196e-14,-54153.03255586466
346.6933867735471,0.5359340537874988,1.0718681075749976,1.3921978386375031,-7.926992395823618e-14,-52924.35824911721
347.3346693386774,0.5333335542462919,1.066667108492584,1.399999337261124,-8.01581023779363e-14,-51737.43417935219
347.97595190380764,0.5308129436542968,1.0616258873085938,1.4075611690371097,-9.214851104388799e-14,-50590.88967511739
348.61723446893785,0.528369537677567,1.056739075355134,1.414891386967299,-9.592326932761353e-14,-49483.367950029264
349.2585170340681,0.5260006860416078,1.0520013720832155,1.4219979418751765,-9.192646643896296e-14,-48413.529432924406
349.8997995991984,0.5237037783810183,1.0474075567620365,1.4288886648569452,-1.0458300891968975e-13,-47380.05472453928
350.54108216432866,0.5214762493841167,1.0429524987682337,1.4355712518476498,-1.0125233984581428e-13,-46381.64719784126
351.1823647294589,0.5193155832687039,1.0386311665374075,1.4420532501938883,-1.0258460747536446e-13,-45417.03526028601
351.8236472945892,0.517219317626801,1.034438635253602,1.4483420471195971,-1.1723955140041653e-13,-44484.97429712635
352.4649298597194,0.51518504667729,1.0303700933545803,1.4544448599681297,-1.1191048088221578e-13,-43584.24831544631
353.1062124248497,0.5132104239659815,1.0264208479319628,1.4603687281020556,-1.1501910535116622e-13,-42713.67130890017
353.74749498997994,0.511293164552718,1.0225863291054358,1.466120506341846,-1.2079226507921703e-13,-41872.08836317592
354.3887775551102,0.5094310467248467,1.0188620934496933,1.47170685982546,-1.2612133559741778e-13,-41058.376522063336
355.0300601202405,0.5076219132757218,1.0152438265514432,1.4771342601728352,-1.3278267374516872e-13,-40271.4454336678
355.67134268537075,0.5058636723859236,1.011727344771847,1.4824089828422296,-1.3855583347321954e-13,-39510.23779581982
356.312625250501,0.5041542981436787,1.0083085962873573,1.487537105568964,-1.4654943925052066e-13,-38773.72961911879
356.9539078156313,0.5024918307395192,1.0049836614790386,1.4925245077814422,-1.438849039914203e-13,-38060.930325323134
357.59519038076155,0.5008743763686346,1.001748752737269,1.4973768708940969,-1.5631940186722204e-13,-37370.882697994064
358.23647294589176,0.4993001068726624,0.9986002137453254,1.5020996793820125,-1.8340884366807586e-13,-36702.66270144074
358.87775551102203,0.4977672591508524,0.9955345183017048,1.5066982225474426,-1.709743457922741e-13,-36055.37918309431
359.5190380761523,0.4962741343687121,0.9925482687374242,1.5111775968938637,-1.949551631241775e-13,-35428.1734735223
360.16032064128257,0.4948190969903362,0.989638193980672,1.5155427090289917,-1.9051427102567686e-13,-34820.21889732167
360.8016032064128,0.493400573658787,0.986801147317574,1.519798279023639,-1.936228954946273e-13,-34230.72020721267
361.4428857715431,0.4920170519470165,0.9840341038940325,1.523948844158951,-2.0872192862952943e-13,-33658.9129526958
362.0841683366733,0.490667079000025,0.9813341580000502,1.527998762999925,-2.1760371282653068e-13,-33104.06279373774
362.7254509018036,0.4893492600872022,0.9786985201744044,1.5319522197383932,-2.255973186038318e-13,-32565.464769055776
363.36673346693385,0.4880622570820948,0.9761245141641888,1.5358132287537165,-2.2470914018413168e-13,-32042.442527723557
364.0080160320641,0.4868047868852512,0.9736095737705032,1.5395856393442455,-2.4780177909633494e-13,-31534.347532003885
364.6492985971944,0.4855756198042487,0.971151239608496,1.5432731405872553,-2.4158453015843406e-13,-31040.55823853769
365.2905811623247,0.4843735779035713,0.9687471558071428,1.546879266289286,-2.779998453661392e-13,-30560.479264299967
365.9318637274549,0.4831975333356575,0.9663950666713153,1.5504073999930272,-3.0819791163594346e-13,-30093.54054302926
366.5731462925852,0.4820464066631487,0.9640928133262976,1.5538607800105535,-2.984279490192421e-13,-29639.19647721859
367.21442885771546,0.480919165181226,0.9618383303624524,1.5572425044563216,-3.1530333899354446e-13,-29196.92509014503
367.8557114228457,0.4798148212477994,0.9596296424955988,1.5605555362566017,-3.277378368693462e-13,-28766.227181870374
368.496993987976,0.4787324306283384,0.9574648612566768,1.563802708114985,-3.5704772471945034e-13,-28346.62549264275
369.1382765531062,0.4776710908611984,0.9553421817223956,1.5669867274164062,-3.9879211044535623e-13,-27937.663876655977
369.7795591182365,0.4766299396484585,0.9532598792969178,1.5701101810546236,-3.82804898890754e-13,-27538.906488706358
370.4208416833668,0.4756081532765324,0.951216306553066,1.5731755401704015,-4.1389114358025836e-13,-27149.936985893757
371.06212424849696,0.4746049450701014,0.9492098901402014,1.5761851647896972,-4.014566457044566e-13,-26770.357746170193
371.7034068136272,0.4736195638823119,0.9472391277646224,1.5791413083530654,-3.7481129311345285e-13,-26399.789105216274
372.3446893787575,0.4726512926236242,0.9453025852472476,1.5820461221291282,-4.956035581926699e-13,-26037.868612851307
372.98597194388776,0.471699446831151,0.9433988936623008,1.5849016595065482,-5.542233338928781e-13,-25684.25030991179
373.627254509018,0.4707633732799478,0.9415267465598974,1.5877098801601546,-6.110667527536862e-13,-25338.604026334768
374.2685370741483,0.4698424486372521,0.9396848972745058,1.590472654088242,-5.897504706808832e-13,-25000.61470094521
374.90981963927857,0.4689360781603589,0.9378721563207189,1.5931917655189225,-6.341593916658894e-13,-24669.981723305304
375.5511022044088,0.4680436944384885,0.9360873888769788,1.5958689166845326,-6.306066779870889e-13,-24346.418297794822
376.1923847695391,0.4671647561787589,0.9343295123575156,1.5985057314637257,-6.661338147750939e-13,-24029.650829984224
376.8336673346693,0.4662987470360976,0.9325974940721954,1.601103758891707,-7.86926079854311e-13,-23719.418335222465
377.4749498997996,0.4654451744867861,0.9308903489735714,1.6036644765396424,-8.43769498715119e-13,-23415.471869267523
378.11623246492985,0.4646035687450869,0.9292071374901733,1.6061892937647395,-7.904787935331115e-13,-23117.573980706045
378.7575150300601,0.4637734817223238,0.9275469634446488,1.6086795548330273,-1.021405182655144e-12,-22825.498184820928
379.3987975951904,0.4629544860276008,0.9259089720552028,1.6111365419171964,-1.0835776720341528e-12,-22539.02845850872
380.0400801603207,0.462146174009308,0.9242923480186142,1.6135614779720775,-1.1830536550405668e-12,-22257.95875581348
380.68136272545087,0.4613481568364024,0.9226963136728056,1.615955529490792,-1.2150280781497713e-12,-21982.092543564795
381.32264529058114,0.4605600636184702,0.921120127236943,1.618319809144587,-1.3535839116229909e-12,-21711.242356612638
381.9639278557114,0.4597815405634382,0.919563081126876,1.6206553783096858,-1.2576606422953773e-12,-21445.229372098576
382.6052104208417,0.4590122501718409,0.9180245003436814,1.6229632494844777,-1.7053025658242404e-12,-21183.883002202667
383.246492985972,0.4582518704664526,0.9165037409329072,1.6252443886006402,-1.808331262509455e-12,-20927.04050476069
383.8877755511022,0.4575000942561559,0.9150001885123143,1.6274997172315295,-1.9895196601282805e-12,-20674.54661118996
384.5290581162325,0.4567566284328064,0.913513256865614,1.6297301147015797,-2.3163693185779266e-12,-20426.253171093762
385.1703406813628,0.456021193299953,0.9120423865999046,1.6319364201001425,-2.476241434123949e-12,-20182.018812964787
385.811623246493,0.4552935219322154,0.9105870438644292,1.6341194342033554,-2.8421709430404007e-12,-19941.708620385383
386.4529058116232,0.4545733595641513,0.9091467191283056,1.6362799213075427,-3.1441516057384433e-12,-19705.193823132024
387.0941883767535,0.4538604630074643,0.9077209260149296,1.638418610977606,-3.424815986363683e-12,-19472.351502603502
387.73547094188376,0.4531546000953975,0.9063092001907938,1.6405361997138088,-3.7410075037769275e-12,-19243.064310996502
