a,c,d,e,f,g,h,i
-15979.962352255749,-15978.962352252376,-25.503287020608468,30645.468209964907,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-31958.924704504752,-51.006574041216936,61290.936419929814
