Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0668552211397493,2.5708438283205037,88.73771211375792,18.14737227515317,0.008296
KKThPINN,0.05807682572030603,1.0128839799108391e-05,0.5810612370694677,44.4216268904414,0.019762
