a,c,d,e,f,g,h,i
-11438.799614238427,-11426.819084990699,-18.775494569918237,22180.389946138283,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-22854.638169981397,-37.550989139836474,44360.779892276565
