Model,215_RMSE_TOTAL,215_VIOL,215_VIOL_NL,278_RMSE_TOTAL,278_VIOL,278_VIOL_NL,344_RMSE_TOTAL,344_VIOL,344_VIOL_NL,480_RMSE_TOTAL,480_VIOL,480_VIOL_NL
NN,0.0692105997447687,3.89324309527874,90.54082818561132,0.042131187652917,1.878597499926885,43.52336148334046,0.0389175787210364,1.702050438026587,45.77789334391553,0.0225858897509911,1.0344185466567677,15.966386391719182
KKThPINN,0.06208803922838237,0.07871495646735033,2.6479699658022984,0.0400546280752209,0.028734564098219,1.490463350713253,0.0318282152272269,0.0084256012303133,3.024695654276292,0.0244404241636558,0.0174618433850506,1.5580896166463694
