batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
2,8,3.493709783849144e-05,0.005910761189431649,3.493709783849144e-05,0.005910761189431649
-1,8,3.493709783849144e-05,0.06038884297991145,3.493709783849144e-05,0.06038884297991145
2,8,0.0011963374701241345,0.034588111687748065,0.0011963374701241345,0.034588111687748065
-1,8,0.0011963374701241345,0.055076299216842976,0.0011963374701241345,0.055076299216842976
2,8,0.021007293835282326,0.14493893139968408,0.021007293835282326,0.14493893139968408
-1,8,0.021007293835282326,0.08579033503473231,0.021007293835282326,0.08579033503473231
2,8,0.002329075476154685,0.048260496020603484,0.002329075476154685,0.048260496020603484
-1,8,0.002329075476154685,0.057253036380631776,0.002329075476154685,0.057253036380631776
2,8,0.00016098922060336918,0.012688152765606552,0.00016098922060336918,0.012688152765606552
-1,8,0.00016098922060336918,0.04219711964252104,0.00016098922060336918,0.04219711964252104
2,8,0.0005362651427276433,0.023157399308377513,0.0005362651427276433,0.023157399308377513
-1,8,0.0005362651427276433,0.06259551811459722,0.0005362651427276433,0.06259551811459722
2,8,0.0011464972803106673,0.03385996574585785,0.0011464972803106673,0.03385996574585785
-1,8,0.0011464972803106673,0.059979695589272776,0.0011464972803106673,0.059979695589272776
2,8,0.00013638958863744358,0.011678595319534092,0.00013638958863744358,0.011678595319534092
-1,8,0.00013638958863744358,0.036956837093960984,0.00013638958863744358,0.036956837093960984
