batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
2,8,0.41559185356557016,0.6446641401269114,0.41559185356557016,0.6446641401269114
-1,8,0.41559185356557016,0.63287529502976,0.41559185356557016,0.63287529502976
2,8,0.0006401035171882303,0.025300267136697002,0.0006401035171882303,0.025300267136697002
-1,8,0.0006401035171882303,0.055712105926596776,0.0006401035171882303,0.055712105926596776
2,8,0.0007060279021970928,0.026571185562505352,0.0007060279021970928,0.026571185562505352
-1,8,0.0007060279021970928,0.058953626462217606,0.0007060279021970928,0.058953626462217606
2,8,0.004780534189194441,0.06914140719709456,0.004780534189194441,0.06914140719709456
-1,8,0.004780534189194441,0.06234897867364201,0.004780534189194441,0.06234897867364201
2,8,0.0005179668078199029,0.022758884151467155,0.0005179668078199029,0.022758884151467155
-1,8,0.0005179668078199029,0.06433543263352885,0.0005179668078199029,0.06433543263352885
2,8,0.0001346838107565418,0.011605335443516563,0.0001346838107565418,0.011605335443516563
-1,8,0.0001346838107565418,0.032832595728554244,0.0001346838107565418,0.032832595728554244
2,8,0.0006619455898797559,0.025728303284121862,0.0006619455898797559,0.025728303284121862
-1,8,0.0006619455898797559,0.05809635269150672,0.0006619455898797559,0.05809635269150672
2,8,0.00016358265669431005,0.012789943576666398,0.00016358265669431005,0.012789943576666398
-1,8,0.00016358265669431005,0.049028095773960514,0.00016358265669431005,0.049028095773960514
