batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
2,8,0.36541118480479173,0.604492501859859,0.36541118480479173,0.604492501859859
-1,8,0.36541118480479173,0.6262329393009782,0.36541118480479173,0.6262329393009782
2,8,0.014314338744197408,0.1196425457109527,0.014314338744197408,0.1196425457109527
-1,8,0.014314338744197408,0.07393190054482093,0.014314338744197408,0.07393190054482093
2,8,0.0010952400043606758,0.033094410470057865,0.0010952400043606758,0.033094410470057865
-1,8,0.0010952400043606758,0.041962178140510335,0.0010952400043606758,0.041962178140510335
2,8,0.0013812691904604435,0.03716543004541241,0.0013812691904604435,0.03716543004541241
-1,8,0.0013812691904604435,0.05512440309238306,0.0013812691904604435,0.05512440309238306
2,8,0.0004933089367114007,0.022210559126492082,0.0004933089367114007,0.022210559126492082
-1,8,0.0004933089367114007,0.06292214867844587,0.0004933089367114007,0.06292214867844587
2,8,0.3934575617313385,0.6272619562282878,0.3934575617313385,0.6272619562282878
-1,8,0.3934575617313385,0.629953724420549,0.3934575617313385,0.629953724420549
2,8,0.0013862465442812733,0.03723233197479407,0.0013862465442812733,0.03723233197479407
-1,8,0.0013862465442812733,0.05989123950584187,0.0013862465442812733,0.05989123950584187
2,8,0.009345890019354493,0.09667414348911757,0.009345890019354493,0.09667414348911757
-1,8,0.009345890019354493,0.058714448463472894,0.009345890019354493,0.058714448463472894
