Temperature (T),Ca,Cb,kfCa,krCb2,eq1_residual,eq2_residual
280.0,0.9983819803692776,0.0016180196307223895,1.0000000031134773,3.113477242608748e-10,0.0,2.168404344971009e-19
281.60804020100505,0.9979830925878176,0.002016907412182411,1.000000005886719,5.886718901080721e-10,0.0,-4.336808689942018e-19
283.21608040201005,0.9974923948401193,0.0025076051598806877,1.000000011047784,1.1047784043563594e-09,0.0,-4.336808689942018e-19
284.8241206030151,0.9968903384191881,0.00310966158081194,1.0000000205819846,2.0581984545137357e-09,0.0,0.0
286.4321608040201,0.996153590662867,0.003846409337132964,1.0000000380663094,3.806630933836615e-09,0.0,-1.9081958235744878e-17
288.04020100502515,0.995254396601425,0.004745603398574954,1.0000000698975178,6.9897517874553034e-09,0.0,-3.9898639947466563e-17
289.64824120603015,0.9941598592825599,0.005840140717440122,1.0000001274295751,1.274295751521654e-08,0.0,2.0816681711721685e-17
291.2562814070352,0.9928311374277428,0.007168862572257227,1.000000230663819,2.3066381908974493e-08,0.0,-1.3010426069826053e-17
292.8643216080402,0.9912225632558639,0.00877743674413615,1.000000414567267,4.1456726689524217e-08,0.0,3.642919299551295e-17
294.47236180904525,0.989280689556432,0.010719310443568037,1.0000007397986082,7.397986081760366e-08,-1.1102230246251565e-16,3.9898639947466563e-17
296.08040201005025,0.9869432840828685,0.013056715917131489,1.000001310755109,1.310755108866015e-07,0.0,-4.5102810375396984e-17
297.6884422110553,0.9841383018796646,0.015861698120335388,1.0000023056542282,2.3056542281655776e-07,0.0,-5.551115123125783e-17
299.2964824120603,0.980782883178492,0.01921711682150795,1.0000040261801189,4.0261801189279795e-07,0.0,0.0
300.90452261306535,0.9767824469572793,0.023217553042720662,1.0000069785539665,6.978553966540551e-07,0.0,0.0
302.51256281407035,0.9720299789914527,0.027970021008547286,1.000012004406267,1.2004406267088054e-06,0.0,0.0
304.1206030150754,0.9664056486663596,0.03359435133364041,1.000020489412028,2.0489412027997466e-06,1.1102230246251565e-16,-6.938893903907228e-18
305.7286432160804,0.9597769304970182,0.04022306950298182,1.0000346913272113,3.4691327211464003e-06,0.0,0.0
307.33668341708545,0.9519994521020678,0.04800054789793217,1.0000582478782196,5.824787821966198e-06,0.0,-6.938893903907228e-18
308.94472361809045,0.9429188354779329,0.05708116452206713,1.0000969496193044,9.694961930442888e-06,0.0,0.0
310.5527638190955,0.9323738339308408,0.06762616606915915,1.0001598931315918,1.598931315918041e-05,0.0,-1.3877787807814457e-17
312.1608040201005,0.9202010785868194,0.07979892141318062,1.000261163535484,2.611635354839799e-05,-1.1102230246251565e-16,5.551115123125783e-17
313.76884422110555,0.9062417152635887,0.09375828473641136,1.0004222265360436,4.222265360436661e-05,0.0,1.3877787807814457e-17
315.37688442211055,0.8903501082116639,0.10964989178833602,1.0006752284308515,6.75228430851633e-05,0.0,-4.163336342344337e-17
316.9849246231156,0.8724045836911566,0.1275954163088434,1.001067391044974,0.00010673910449739658,1.1102230246251565e-16,0.0
318.5929648241206,0.8523198630452818,0.1476801369547181,1.0016666259203317,0.00016666259203317404,0.0,-5.551115123125783e-17
320.20100502512565,0.8300603946757817,0.16993960532421826,1.0025683570034065,0.0002568357003406623,0.0,0.0
321.80904522613065,0.805653283289279,0.19434671671072104,1.003903323145096,0.00039033231450959986,0.0,2.7755575615628914e-17
323.4170854271357,0.779199038967598,0.22080096103240196,1.00584584678091,0.0005845846780909922,0.0,-2.7755575615628914e-17
325.0251256281407,0.7508780921171686,0.24912190788283145,1.00862175951586,0.000862175951586008,-1.1102230246251565e-16,5.551115123125783e-17
326.63316582914575,0.7209511290198666,0.2790488709801334,1.0125149674424094,0.0012514967442409245,0.0,0.0
328.24120603015075,0.6897519282622252,0.31024807173777474,1.0178716359315634,0.0017871635931563435,1.1102230246251565e-16,-5.551115123125783e-17
329.8492462311558,0.6576725056229065,0.34232749437709353,1.0251012599856457,0.0025101259985645884,0.0,0.0
331.4572864321608,0.6251417855012876,0.37485821449871237,1.0346744547571887,0.0034674454757188597,0.0,0.0
333.06532663316585,0.5926003250618284,0.40739967493817164,1.047118022630333,0.004711802263033293,0.0,0.0
334.67336683417085,0.5604744112534479,0.43952558874655207,1.063008510715619,0.006300851071561922,1.1102230246251565e-16,-5.551115123125783e-17
336.2814070351759,0.5291528757379941,0.470847124262006,1.0829658504694677,0.008296585046946768,0.0,5.551115123125783e-17
337.8894472361809,0.4989692479864883,0.5010307520135118,1.1076486563883945,0.010764865638839462,5.551115123125783e-17,0.0
339.49748743718595,0.47019066631767464,0.5298093336823253,1.1377523898229807,0.013775238982298042,5.551115123125783e-17,0.0
341.10552763819095,0.44301367947475667,0.5569863205252433,1.1740110217875146,0.017401102178751463,0.0,0.0
342.713567839196,0.41756603357350275,0.5824339664264973,1.2172022462736831,0.02172022462736831,0.0,0.0
344.321608040201,0.3939129282263386,0.6060870717736615,1.268155850461107,0.026815585046110698,-1.1102230246251565e-16,1.1102230246251565e-16
345.92964824120605,0.37206604868138266,0.6279339513186174,1.3277646053665626,0.03277646053665625,-5.551115123125783e-17,1.1102230246251565e-16
347.53768844221105,0.3519938316650289,0.6480061683349712,1.3969969889256073,0.03969969889256071,5.551115123125783e-17,0.0
349.1457286432161,0.3336317559004517,0.6663682440995483,1.4769111380887598,0.04769111380887601,1.1102230246251565e-16,0.0
350.7537688442211,0.3168918353535863,0.6831081646464137,1.568669581521506,0.056866958152150586,1.6653345369377348e-16,0.0
352.36180904522615,0.3016708478126341,0.6983291521873659,1.6735544757139937,0.06735544757139937,-1.1102230246251565e-16,0.0
353.96984924623115,0.2878571107955367,0.7121428892044633,1.7929832203499554,0.07929832203499554,-1.6653345369377348e-16,1.1102230246251565e-16
355.5778894472362,0.2753358110466357,0.7246641889533644,1.928524447880455,0.09285244478804552,5.551115123125783e-17,1.1102230246251565e-16
357.1859296482412,0.2639930121408864,0.7360069878591136,2.081914464794733,0.1081914464794733,-1.6653345369377348e-16,0.0
358.79396984924625,0.2537185240645125,0.7462814759354875,2.2550742728014965,0.12550742728014966,-1.6653345369377348e-16,1.1102230246251565e-16
360.40201005025125,0.24440783712320197,0.755592162876798,2.450127324593512,0.14501273245935123,1.6653345369377348e-16,-1.1102230246251565e-16
362.0100502512563,0.2359633155700293,0.7640366844299706,2.6694181787265676,0.16694181787265677,-1.6653345369377348e-16,0.0
363.6180904522613,0.22829482558412567,0.7717051744158743,2.9155322178289627,0.19155322178289627,2.7755575615628914e-16,0.0
365.22613065326635,0.22131994564244517,0.7786800543575549,3.191316588668256,0.21913165886682567,3.3306690738754696e-16,1.1102230246251565e-16
366.83417085427135,0.21496387990095875,0.7850361200990412,3.4999025147991594,0.24999025147991596,4.718447854656915e-16,0.0
368.4422110552764,0.20915916974234613,0.7908408302576538,3.844729124626626,0.2844729124626626,-5.273559366969494e-16,0.0
370.0502512562814,0.20384527648485537,0.7961547235151446,4.22956893086478,0.322956893086478,-5.273559366969494e-16,0.0
