batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
2,8,0.39875047130258223,0.6314669201966024,0.39875047130258223,0.6314669201966024
-1,8,0.39875047130258223,0.630653821058094,0.39875047130258223,0.630653821058094
2,8,0.002980471172932508,0.054593691695401105,0.002980471172932508,0.054593691695401105
-1,8,0.002980471172932508,0.058292517960296414,0.002980471172932508,0.058292517960296414
2,8,0.000339358055498451,0.018421673525997877,0.000339358055498451,0.018421673525997877
-1,8,0.000339358055498451,0.03323965409422924,0.000339358055498451,0.03323965409422924
2,8,0.0019593597389757633,0.04426465564054196,0.0019593597389757633,0.04426465564054196
-1,8,0.0019593597389757633,0.05585279036884303,0.0019593597389757633,0.05585279036884303
2,8,0.00015135783178266138,0.012302757080535296,0.00015135783178266138,0.012302757080535296
-1,8,0.00015135783178266138,0.060732248438047046,0.00015135783178266138,0.060732248438047046
2,8,0.02040729857981205,0.1428541164258561,0.02040729857981205,0.1428541164258561
-1,8,0.02040729857981205,0.08488229730858325,0.02040729857981205,0.08488229730858325
2,8,0.0010372749118669664,0.03220675258182617,0.0010372749118669664,0.03220675258182617
-1,8,0.0010372749118669664,0.05814428193442744,0.0010372749118669664,0.05814428193442744
2,8,0.02095214407833968,0.14474855466753261,0.02095214407833968,0.14474855466753261
-1,8,0.02095214407833968,0.0845394725804772,0.02095214407833968,0.0845394725804772
