Model,85_EXP_TIME_SEC,85_RMSE_TOTAL,85_TRAIN_TIME_SEC,85_VIOL,85_VIOL_NL
NN,0.00654,0.1422034981854895,6.977457501005847,93.58597991814251,73.60987234032623
KKThPINN,0.006960000000000001,0.12204166648867779,9.97251484041335,0.004380478588568588,1.3811475399695101
