Ca,Cb,Cc
0.4719791400291034,0.3919628918245244,0.9367630970791433
0.8196084163656087,0.982305326682044,0.03483894824814643
0.8121111702144489,0.9733198347292069,0.04856696728060252
0.5453612966741244,0.5196041084535349,0.7417530675330585
0.7542370764942994,0.9039574057899229,0.15453876599944819
0.4333623603345208,0.3853727492430289,0.9468315054935266
0.3542873048220666,0.4246153403911542,0.8868767427502123
0.2705033667059446,0.45821430908261107,0.8355442966150423
0.3743785499569642,0.41406959486804396,0.9029885144832043
0.38390171047879107,0.45497881173218097,0.8404874838594482
0.3472797353530777,0.5502312215245027,0.6949610172642168
0.2673244176095923,0.4544043205950764,0.8413651904230398
0.7135163374099945,0.9891678622946266,0.024354378232957517
0.2608656509315259,0.446663452169459,0.8531916757877415
0.5984440607376568,0.5832241016764376,0.6445545521492722
0.27987718088063035,0.4694488784345572,0.8183801410301724
0.4030096527541614,0.3909353159133744,0.9383330257752617
0.3695083117531693,0.4178378970432727,0.8972313089508753
0.47701415426716925,0.5339425514622168,0.7198468191548804
0.45827808294640715,0.549248876647798,0.696461842064308
0.7036455696544376,0.9773376912628058,0.042428493032066
0.7113790261350544,0.852591789822024,0.23301506505155403
0.5787494367183732,0.5596199833013129,0.6806168832936167
0.31631542868748336,0.4166927413029079,0.8989808759062943
0.2829452323312508,0.44296905712418877,0.8588359661350045
0.6129849243899297,0.8686803946983556,0.2084349224052512
0.5269810921264456,0.7285367398017187,0.4225461554681786
0.2884015311276748,0.47966536046057345,0.8027714174973849
0.35032249043245406,0.39871137320503675,0.926452778922072
0.34528016555681307,0.4020354701476291,0.921374229374258
0.42906357528410727,0.5142351238360293,0.7499557929264973
0.8568859499454733,0.8929681688888511,0.1713281030910525
0.9332220866218673,0.9844574608217699,0.03155092143941688
0.48497932913019415,0.4472359785397897,0.8523169709913939
0.4231231280358316,0.37310097137047893,0.9655803064585526
0.621213006432338,0.7227805711497619,0.431340419958409
0.3779854343541395,0.45301768278654114,0.8434836932636911
0.45808849526056356,0.4150071619224698,0.901556101162381
0.6264184140864241,0.6167515225231288,0.5933314166873113
0.46646729877272197,0.42504920536281476,0.8862138845984592
0.3287774435014929,0.40208735191454537,0.9212949645007426
0.620833685896773,0.796577791816589,0.3185931541243249
0.3751791623448391,0.5836688427081763,0.643875077571779
0.37108838925263776,0.3987685171458444,0.9263654745082729
0.7718445854804095,0.9600795623561331,0.06879543246497882
0.3688478406513088,0.45812981617940063,0.8356733847261094
