Temperature,Cao
0.7588303473198674,0.9633118519066668
0.9110671936758892,0.7222222222225
0.9782608695652174,0.8333333333333334
0.629051813459987,0.9365702586375001
1.0,0.6666666666666667
0.6615595019652913,0.8463114692075001
0.619777262622137,0.9545466967483334
0.7065217391304348,0.8333333333333334
0.6620553359683805,0.7222222222225
0.9570638768714413,0.9471057598708335
0.6499764137448718,0.9494304027583333
0.6304347826086957,0.9444444444441668
0.7402197193439544,0.7419564761391667
0.9466403162055326,0.8333333333333334
0.7849154043410261,0.7627769190025001
0.7346445443340652,0.9193170007858333
0.6573282386302652,0.9937316800225001
0.8399209486165999,0.7222222222225
0.9269318327305412,0.9983655017449999
0.717391304347826,0.7222222222225
0.9161490683229804,0.9444444444441668
0.9279426950910348,0.9285952335716667
0.6774304602357848,0.7049775444266667
0.7608695652173914,0.9444444444441668
0.9782608695652174,0.9444444444441668
0.6925465838509326,0.7222222222225
0.8913043478260869,0.7222222222225
0.6415712214018021,0.8100995773158334
0.9608695652173913,0.8333333333333334
0.6478260869565218,0.9444444444441668
0.8323377598507762,0.6719972431741666
0.6976284584980239,0.8333333333333334
0.6976284584980239,0.7222222222225
0.8525514913988869,0.7814366596016667
0.7810171474974804,0.9699863205541667
0.7260869565217392,0.8333333333333334
0.8043478260869565,0.7222222222225
0.7608695652173914,0.7222222222225
0.8716501696350978,0.9863592142325001
0.9741909410263587,0.6761217883708334
0.6925465838509326,0.9444444444441668
0.8357822379948543,0.9393736569900001
0.76088229633965,0.7553767574308333
0.6304347826086957,0.7222222222225
0.8826086956521739,0.7222222222225
0.8602484472049696,0.8333333333333334
0.6366459627329196,0.9444444444441668
0.8548684071242347,0.7151578460625001
0.748702468277463,0.9064065909425001
0.6863746695905782,0.7628070714766667
0.7740949995990848,0.6715687683216667
0.8910171765976848,0.8142509429916667
0.6247287702359022,0.8084095416166667
0.9347826086956522,0.8333333333333334
0.9021739130434783,0.8333333333333334
0.9822134387351782,0.9444444444441668
0.9021739130434783,0.9444444444441668
0.8043478260869565,0.8333333333333334
0.8754940711462456,0.8333333333333334
0.8941508282111305,0.9192429484358333
0.8478260869565217,0.7222222222225
0.9110671936758892,0.8333333333333334
0.8942130007769348,0.9773532288708333
0.6304347826086957,0.8333333333333334
0.6366459627329196,0.8333333333333334
0.7484472049689435,0.9444444444441668
0.6620553359683805,0.8333333333333334
0.9347826086956522,0.9444444444441668
0.9161490683229804,0.8333333333333334
0.9347826086956522,0.7222222222225
0.9203008014167674,0.8620410216041667
0.8412478379042283,0.8375862410875
0.7687747035573131,0.7222222222225
0.9466403162055326,0.7222222222225
0.6264822134387348,0.7222222222225
0.9720496894409935,0.7222222222225
0.7260869565217392,0.9444444444441668
0.9021739130434783,0.7222222222225
0.9464613174412608,0.9096717056925001
0.9166906420607891,0.8540772807425
0.7515648484436283,0.8646414005375002
0.7484472049689435,0.8333333333333334
0.6366459627329196,0.7222222222225
0.6739130434782609,0.8333333333333334
0.7332015810276674,0.9444444444441668
0.9714952598961217,0.8021701122491667
0.9516677424911457,0.7472252380316667
0.6739130434782609,0.7222222222225
0.702361955953763,0.75295486439
0.8754940711462456,0.7222222222225
0.9773486084590652,0.8508705035075
0.9745935571343435,0.8431040533991667
0.7687747035573131,0.8333333333333334
0.6620553359683805,0.9444444444441668
0.6264822134387348,0.9444444444441668
0.8043478260869565,0.9444444444441668
0.9720496894409935,0.9444444444441668
0.6989469513453804,0.8513635007241668
0.8478260869565217,0.8333333333333334
0.8602484472049696,0.9444444444441668
0.717391304347826,0.9444444444441668
0.8399209486165999,0.9444444444441668
0.9925007847385239,0.8266626412691668
0.6867669128571261,0.7898014703641667
0.7484472049689435,0.7222222222225
0.956756109093087,0.8714577489833333
0.6442077135031348,0.8042987808933333
0.8460748687784608,0.8200150464366667
0.6976284584980239,0.9444444444441668
0.6086956521739131,0.6666666666666667
0.7669985460171196,0.8534919840016668
0.7065217391304348,0.9444444444441668
0.9822134387351782,0.7222222222225
0.9466403162055326,0.9444444444441668
0.6151629878155109,0.873404484005
0.8769512113185326,0.7441243065466667
0.66750066095885,0.7081849019450001
0.8478260869565217,0.9444444444441668
0.7259742180363673,0.989308729975
0.9658608780651957,0.9829812249791666
0.7988051404124392,0.9106687318858333
0.7065217391304348,0.7222222222225
0.6739130434782609,0.9444444444441668
0.7687747035573131,0.9444444444441668
0.6218378338151825,0.9037142926633334
0.8142690827078936,0.9770057719933334
0.9345129273426348,0.9886873602616668
0.6097672391970153,0.8048852831183333
0.8780878510929762,0.9745100532608333
0.6264822134387348,0.8333333333333334
0.8711139014018565,0.9857367265366667
0.8913043478260869,0.8333333333333334
0.8826086956521739,0.9444444444441668
0.8754940711462456,0.9444444444441668
0.6975834061652348,0.6888966695891667
0.7332015810276674,0.8333333333333334
