batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
2,8,0.0009046045015566051,0.03007664378810583,0.0009046045015566051,0.03007664378810583
-1,8,0.0009046045015566051,0.04529856807289682,0.0009046045015566051,0.04529856807289682
