Temperature (T),Ca,Cb,kfCa,krCb2,eq1_residual,eq2_residual
350.0,0.32454298755051997,0.67545701244948,1.5241045473824157,0.05241045473824158,5.551115123125783e-17,-1.1102230246251565e-16
351.2562814070352,0.31197724577112074,0.6880227542288794,1.5999722558178013,0.05999722558178012,-1.1102230246251565e-16,1.1102230246251565e-16
352.51256281407035,0.3003177986431935,0.6996822013568065,1.684109962768203,0.06841099627682025,-3.3306690738754696e-16,0.0
353.76884422110555,0.28951078764931004,0.71048921235069,1.7772071887595626,0.07772071887595622,-3.3306690738754696e-16,0.0
355.0251256281407,0.27950137966434563,0.7204986203356543,1.880010348307212,0.0880010348307212,0.0,-1.1102230246251565e-16
356.2814070351759,0.2702349344860997,0.7297650655139003,1.9933275295482311,0.0993327529548231,0.0,0.0
357.53768844221105,0.2616579075496121,0.7383420924503878,2.118033401043452,0.11180334010434519,2.7755575615628914e-16,0.0
358.79396984924625,0.25371852406451245,0.7462814759354875,2.255074272801496,0.12550742728014966,3.3306690738754696e-16,0.0
360.0502512562814,0.24636726061906616,0.7536327393809338,2.405473340498876,0.14054733404988762,6.106226635438361e-16,-1.1102230246251565e-16
361.3065326633166,0.2395571681454569,0.7604428318545431,2.570336142420666,0.1570336142420666,-2.220446049250313e-16,0.0
362.56281407035175,0.233244066875856,0.766755933124144,2.750856258310921,0.1750856258310921,-2.498001805406602e-16,0.0
363.81909547738695,0.22738664014137422,0.7726133598586258,2.9483212784745576,0.1948321278474557,-4.440892098500626e-16,0.0
365.0753768844221,0.22194644998738153,0.7780535500126186,3.1641190703845763,0.21641190703845764,2.7755575615628914e-17,1.1102230246251565e-16
366.3316582914573,0.2168878938609989,0.7831121061390011,3.399744368907842,0.23997443689078427,-8.326672684688674e-17,0.0
367.58793969849245,0.21217811822179808,0.7878218817782019,3.656805715188892,0.2656805715188892,2.498001805406602e-16,0.0
368.84422110552765,0.20778690190943988,0.7922130980905602,3.9370327682976685,0.29370327682976693,6.106226635438361e-16,0.0
370.1005025125628,0.20368651949459438,0.7963134805054056,4.242284012986843,0.3242284012986843,-5.551115123125783e-16,0.0
371.356783919598,0.19985159263144306,0.8001484073685569,4.574554886333682,0.3574554886333682,1.942890293094024e-16,-1.1102230246251565e-16
372.61306532663315,0.1962589355917749,0.803741064408225,4.935986345652352,0.39359863456523514,-3.608224830031759e-16,-1.1102230246251565e-16
373.86934673366835,0.19288739965258142,0.8071126003474185,5.3288738998472605,0.43288738998472603,-3.608224830031759e-16,-1.1102230246251565e-16
375.1256281407035,0.18971771978834098,0.810282280211659,5.7556771263163435,0.4755677126316344,-1.3877787807814457e-16,0.0
376.3819095477387,0.1867323661434329,0.8132676338565672,6.219029695587919,0.5219029695587919,1.3877787807814457e-16,1.1102230246251565e-16
377.63819095477385,0.1839154019897968,0.8160845980102032,6.7217499260646685,0.5721749926064669,2.7755575615628914e-17,0.0
378.89447236180905,0.18125234927449993,0.8187476507255002,7.266851891540589,0.6266851891540588,-1.0824674490095276e-15,1.1102230246251565e-16
380.1507537688442,0.17873006240021783,0.8212699375997822,7.857557104526574,0.6857557104526575,1.2212453270876722e-15,0.0
381.4070351758794,0.1763366105321128,0.8236633894678872,8.497306798864548,0.7497306798864548,1.1102230246251565e-16,0.0
382.6633165829146,0.17406116846483993,0.8259388315351601,9.189774835604968,0.818977483560497,3.885780586188048e-16,0.0
383.91959798994975,0.17189391589469538,0.8281060841053046,9.938881256667123,0.8938881256667124,5.551115123125783e-16,0.0
385.1758793969849,0.1698259448089962,0.8301740551910037,10.748806511382035,0.9748806511382034,4.996003610813204e-16,0.0
386.4321608040201,0.16784917461514415,0.8321508253848559,11.624006381626174,1.0624006381626172,-1.1102230246251565e-16,0.0
387.6884422110553,0.16595627457538492,0.8340437254246151,12.569227631889456,1.1569227631889454,-7.216449660063518e-16,0.0
388.94472361809045,0.16414059308206816,0.8358594069179318,13.589524411273148,1.2589524411273145,-1.4155343563970746e-15,0.0
390.20100502512565,0.16239609329578916,0.8376039067042109,14.690275435079629,1.3690275435079629,-9.71445146547012e-16,1.1102230246251565e-16
391.4572864321608,0.1607172946701231,0.8392827053298769,15.87720197433564,1.4877201974335639,1.6375789613221059e-15,0.0
392.713567839196,0.15909921989789746,0.8409007801021025,17.156386682278548,1.6156386682278547,-8.049116928532385e-16,-1.1102230246251565e-16
393.96984924623115,0.1575373468319424,0.8424626531680577,18.53429328752799,1.753429328752799,1.6930901125533637e-15,1.1102230246251565e-16
395.22613065326635,0.15602756495575182,0.8439724350442482,20.01778718436627,1.901778718436627,1.3877787807814457e-15,1.1102230246251565e-16
396.4824120603015,0.1545661360047146,0.8454338639952854,21.614156951250994,2.0614156951250995,-4.718447854656915e-16,0.0
397.7386934673367,0.1531496583651172,0.8468503416348827,23.33113682939042,2.2331136829390417,-1.0269562977782698e-15,-1.1102230246251565e-16
398.99497487437185,0.15177503490515404,0.848224965094846,25.17693019391504,2.4176930193915043,-8.326672684688674e-16,1.1102230246251565e-16
400.25125628140705,0.15043944391883257,0.8495605560811674,27.160234050886146,2.616023405088615,-1.5543122344752192e-15,0.0
401.5075376884422,0.14914031288956944,0.8508596871104306,29.290264594085887,2.8290264594085888,1.7486012637846216e-15,0.0
402.7638190954774,0.1478752948050053,0.8521247051949947,31.576783856237057,3.0576783856237055,-4.468647674116255e-15,0.0
404.02010050251255,0.14664224677798826,0.8533577532220118,34.03012749000167,3.303012749000167,-1.8318679906315083e-15,0.0
405.27638190954775,0.14543921075057697,0.854560789249423,36.661233714807736,3.5661233714807734,4.107825191113079e-15,0.0
406.5326633165829,0.14426439607832953,0.8557356039216705,39.48167346624253,3.848167346624253,-2.3314683517128287e-15,0.0
