Model,ninner_0_RMSE_TOTAL,ninner_0_VIOL,ninner_0_VIOL_NL,ninner_0_TRAIN_TIME_SEC,ninner_0_EXP_TIME_SEC,ninner_1_RMSE_TOTAL,ninner_1_VIOL,ninner_1_VIOL_NL,ninner_1_TRAIN_TIME_SEC,ninner_1_EXP_TIME_SEC
NN,0.0028186504318585,0.0135450148815289,0.0134757133619859,7.011912887196522,0.004442,0.0028155815977451,0.0135035514365881,0.0134523243550211,7.009012164387387,0.004512
KKThPINN,0.0017397108025466,2.685189247131348e-07,0.0002586411443917,7.249905311476905,0.010974,0.0014483839450011857,2.8179751609513915e-07,0.00014044788120372686,7.240757902443875,0.011097999999999998
