batch_idx,batch_size,batch_MSE_total,batch_RMSE_total,batch_MSE_inner,batch_RMSE_inner
4,16,0.0007209897186205176,0.026851251714222143,0.0007209897186205176,0.026851251714222143
-1,16,0.0007209897186205176,0.02344649719705348,0.0007209897186205176,0.02344649719705348
