Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0671212865312471,3.424872207045555,91.33542137404282,16.30398682473693,0.007264
KKThPINN,0.05722122460420859,4.1022386722033844e-06,0.8435231085067305,38.089786073053254,0.017198
