Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.068638462774824,2.123277423381805,99.492469385763,8.710362722892315,0.005226
KKThPINN,0.11264843125360605,2.2252400817990293e-07,101.59775673349696,11.991637594969943,0.006828
