Model,96_EXP_TIME_SEC,96_RMSE_TOTAL,96_TRAIN_TIME_SEC,96_VIOL,96_VIOL_NL,173_EXP_TIME_SEC,173_RMSE_TOTAL,173_TRAIN_TIME_SEC,173_VIOL,173_VIOL_NL,194_EXP_TIME_SEC,194_RMSE_TOTAL,194_TRAIN_TIME_SEC,194_VIOL,194_VIOL_NL,215_EXP_TIME_SEC,215_RMSE_TOTAL,215_TRAIN_TIME_SEC,215_VIOL,215_VIOL_NL,278_EXP_TIME_SEC,278_RMSE_TOTAL,278_TRAIN_TIME_SEC,278_VIOL,278_VIOL_NL,344_RMSE_TOTAL,344_VIOL,344_VIOL_NL,383_EXP_TIME_SEC,383_RMSE_TOTAL,383_TRAIN_TIME_SEC,383_VIOL,383_VIOL_NL,480_RMSE_TOTAL,480_VIOL,480_VIOL_NL,593_EXP_TIME_SEC,593_RMSE_TOTAL,593_TRAIN_TIME_SEC,593_VIOL,593_VIOL_NL,698_EXP_TIME_SEC,698_RMSE_TOTAL,698_TRAIN_TIME_SEC,698_VIOL,698_VIOL_NL
NN,0.0060766666666666,0.10297349467375,10.692573752902293,5.599052041769028,129.91364794770877,0.0078233333333333,0.0773117794832108,15.02400192883118,3.7578333814938873,91.48462845484416,0.0069533333333333,0.0725507897854041,16.27872824880178,4.16690551439921,99.43963603708478,0.00693,0.0643131169228599,17.59509812540103,3.794953018426895,89.45997807714674,0.00887,0.0438086419424493,21.091576419662065,2.262285470465819,50.67170421133439,0.0389175787210364,1.702050438026587,45.77789334391553,0.0097766666666666,0.0350635593464146,26.89512503789932,1.5289175450801848,36.83284802277883,0.0225858897509911,1.0344185466567677,15.966386391719182,0.01396,0.0194092646125298,39.50848987889961,0.3541008792817592,7.947145007085055,0.0133966666666666,0.0225734310365281,45.15387668216815,0.5003646152714888,10.52455283580003
KKThPINN,0.012523333333333332,0.07224037529861928,22.13876898683957,0.1572364849348863,2.8462074010322493,0.0148733333333333,0.0651625563015104,33.230344758598946,0.0899377749611934,1.6815892997301287,0.01466,0.0680584254256896,36.30654166703268,0.0633952986449003,2.769337425794866,0.0159,0.0625783535418332,39.85975494896508,0.0768666670968135,2.493159630232387,0.0192433333333333,0.046545933897706,48.14012567159759,0.0289915818721056,1.6372589448234067,0.0318282152272269,0.0084256012303133,3.024695654276292,0.01935,0.0273566696326368,62.98439517519728,0.0139718375323961,0.7534605342149734,0.0244404241636558,0.0174618433850506,1.5580896166463694,0.0227933333333333,0.0207865589603693,94.1487290413992,0.0051614015518377,0.8001739441882819,0.02402,0.0171081048387038,109.1063921083638,0.0047428307045872,0.8072346506295381
