Model,344_RMSE_TOTAL,344_VIOL,344_VIOL_NL,480_RMSE_TOTAL,480_VIOL,480_VIOL_NL
NN,0.0389175787210364,1.702050438026587,45.77789334391553,0.0225858897509911,1.0344185466567677,15.966386391719182
KKThPINN,0.0318282152272269,0.00842560123031338,3.024695654276292,0.0244404241636558,0.0174618433850506,1.5580896166463694
