epoch,tr_loss,train_raw_metric,tr_eq,tr_ineq,tr_task_loss,tr_consistency_loss,val_loss,val_raw_metric,val_eq,val_ineq,val_task_loss,val_consistency_loss,projection_active,mean_batch_loss,train_epoch_time_sec,train_step_time_sec,train_eval_time_sec,validation_epoch_time_sec,train_batches,validation_batches,train_time_per_batch_sec,train_step_time_per_batch_sec,validation_time_per_batch_sec
1,0.6566774845123291,0.6566774845123291,3.412158250808716,0.0,0.6566774845123291,0.0,0.6891981919606527,0.6891981919606527,3.500599002838135,0.0,0.6891981919606527,0.0,0,0.6650679707527161,0.13162688165903091,0.11793327145278454,0.06295965099707246,0.07826502295210958,6,2,0.021937813609838486,0.019655545242130756,0.03913251147605479
2,0.6449397802352905,0.6449397802352905,3.387338638305664,0.0,0.6449397802352905,0.0,0.6767265280087789,0.6767265280087789,3.475094223022461,0.0,0.6767265280087789,0.0,0,0.6513859530289968,0.001307173166424036,0.0004751347005367279,6.372295320034027e-05,0.0004471689462661743,6,2,0.000217862194404006,7.918911675612132e-05,0.00022358447313308716
3,0.6333716511726379,0.6333716511726379,3.3628621101379395,0.0,0.6333716511726379,0.0,0.6644347627957662,0.6644347627957662,3.449955193201701,0.0,0.6644347627957662,0.0,0,0.6421795189380646,0.0010683229193091393,0.00038032466545701027,4.540570080280304e-05,0.0004459000192582607,6,2,0.00017805381988485655,6.338744424283504e-05,0.00022295000962913036
4,0.6220279932022095,0.6220279932022095,3.338773727416992,0.0,0.6220279932022095,0.0,0.6523771564165751,0.6523771564165751,3.4252317269643147,0.0,0.6523771564165751,0.0,0,0.6312390863895416,0.0010228008031845093,0.00036763260141015053,4.4862739741802216e-05,0.0004034019075334072,6,2,0.00017046680053075156,6.127210023502509e-05,0.0002017009537667036
5,0.6111043691635132,0.6111043691635132,3.3152542114257812,0.0,0.6111043691635132,0.0,0.6407142798105876,0.6407142798105876,3.4010611534118653,0.0,0.6407142798105876,0.0,0,0.6160623729228973,0.0010110805742442608,0.00037255464121699333,4.529207944869995e-05,0.0004308386705815792,6,2,0.00016851342904071012,6.209244020283222e-05,0.0002154193352907896
6,0.6005725264549255,0.6005725264549255,3.2923214435577393,0.0,0.6005725264549255,0.0,0.6294862747192382,0.6294862747192382,3.3774925072987876,0.0,0.6294862747192382,0.0,0,0.6071674923102061,0.0010125762782990932,0.00036975275725126266,4.398589953780174e-05,0.0004117647185921669,6,2,0.00016876271304984888,6.16254595418771e-05,0.00020588235929608345
7,0.5902280211448669,0.5902280211448669,3.269721508026123,0.0,0.5902280211448669,0.0,0.6184583703676859,0.6184583703676859,3.3542739232381185,0.0,0.6184583703676859,0.0,0,0.5971584916114807,0.0010242490097880363,0.00036619463935494423,4.352303221821785e-05,0.00041443295776844025,6,2,0.00017070816829800606,6.103243989249071e-05,0.00020721647888422012
8,0.5800297260284424,0.5800297260284424,3.2473816871643066,0.0,0.5800297260284424,0.0,0.6075855533281962,0.6075855533281962,3.3313321590423586,0.0,0.6075855533281962,0.0,0,0.5835815767447153,0.0010129460133612156,0.0003642868250608444,4.3682754039764404e-05,0.0003951936960220337,6,2,0.0001688243355602026,6.071447084347407e-05,0.00019759684801101685
9,0.5700310468673706,0.5700310468673706,3.225398063659668,0.0,0.5700310468673706,0.0,0.5969297925631205,0.5969297925631205,3.3087634881337484,0.0,0.5969297925631205,0.0,0,0.577720840771993,0.0009874999523162842,0.0003597969189286232,4.520313814282417e-05,0.00040579400956630707,6,2,0.00016458332538604736,5.996615315477053e-05,0.00020289700478315353
10,0.5601221323013306,0.5601221323013306,3.2035586833953857,0.0,0.5601221323013306,0.0,0.5863722801208496,0.5863722801208496,3.2863943258921307,0.0,0.5863722801208496,0.0,0,0.5634893576304117,0.0009951810352504253,0.0003569498658180237,4.222802817821503e-05,0.00040022796019911766,6,2,0.0001658635058750709,5.9491644303003945e-05,0.00020011398009955883
