Temperature (T),Ca,Cb,Cc
280.0,0.9936625015244944,1.9873250030489888,0.019012495426516597
288.8888888888889,0.9801477587440635,1.960295517488127,0.05955672376780963
297.77777777777777,0.946260377712577,1.892520755425154,0.161218866862269
306.6666666666667,0.8807197087203644,1.7614394174407288,0.3578408738389067
315.55555555555554,0.7885009163965299,1.5770018327930597,0.6344972508104104
324.44444444444446,0.6923330101348677,1.3846660202697354,0.923000969595397
333.3333333333333,0.6128036439906416,1.2256072879812832,1.1615890680280752
342.22222222222223,0.5565124163272898,1.1130248326545795,1.3304627510181308
351.1111111111111,0.5195524324522679,1.039104864904536,1.4413427026431958
360.0,0.49517937273508905,0.9903587454701784,1.5144618817947324
