a,c,d,e,f,g,h,i
-1.7517944529032548,-0.751794452903255,-0.03302926866636774,12.96997208274437,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-2.50358890580651,-0.06605853733273548,25.93994416548874
