Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL,314_EXP_TIME_SEC,314_RMSE_TOTAL,314_TRAIN_TIME_SEC,314_VIOL,314_VIOL_NL
NN,0.006166,0.1014358750254735,15.127845943658611,58.20582109451294,63.92043118640781,0.0057,0.0873443530942802,15.776552619738505,44.43566102981568,42.25901017189026,0.0079,0.0422777475181928,26.74995005445089,22.50658655166626,30.591681480407715
KKThPINN,0.012218,0.045227122876104586,26.67331871675793,2.286976275444031,1.6831531712412835,0.0112199999999999,0.0385855041577402,28.514632466249168,0.6409413009881973,1.6392037361860274,0.01505,0.0188046488388072,55.12719254405238,0.0770474709570407,0.9080006815493108
