a,c,d,e,f,g,h,i
-1.549379806828716,-0.5493798071408083,-0.02879478968746971,11.172181579708148,-100000000000000.0*Ca*Cb**2*exp(-10825.114265095/T) - Ca + 1000000000000.0*(-Ca - Cb + 3)*exp(-9622.32379119557/T) + 1,-2.0987596142816165,-0.05758957937493942,22.344363159416297
