Iteration,NN_Training_Error,NN_Training_Time_sec,KKThPINN_Training_Error,KKThPINN_Training_Time_sec
1,0.0026,14.769492852967232,0.00097,30.96797432587482
2,0.00298,14.207239801995456,0.00233,31.46655418095179
3,0.00346,14.892535181948915,0.00492,31.768261757912114
4,0.00583,14.385626163100824,0.00441,31.516909272875637
5,0.00642,14.55619831616059,0.00465,31.030128753045574
6,0.024,14.293856092961505,0.00414,31.454489957075566
7,0.00432,14.185816202079877,0.00374,31.113996986066923
8,0.00503,14.065870228921995,0.00582,31.94458501995541
9,0.00554,14.254646867979318,0.00325,31.44169509690255
10,0.00505,14.45245745102875,0.00425,31.150314490078017
