n_segments,NN_RMSE_mean,KKThPINN_RMSE_mean,NN_VIOL_NL_mean,KKThPINN_VIOL_NL_mean,NN_TIME_mean_sec,KKThPINN_TIME_mean_sec
1,0.0915326591893503,0.12440576251548166,98.1011920261383,103.55301170349121,0.00425,0.005106
2,0.08815261644526413,0.07346913332803541,78.57098024845124,7.258436750173569,0.0043760000000000005,0.005888000000000002
3,0.08744902571751222,0.07445052793501716,84.82304528713226,3.11149532020092,0.004472,0.006152000000000001
5,0.08587117289071919,0.06939521358006856,90.1487126660347,0.8660879975557327,0.004418,0.0068340000000000015
7,0.08855378283146158,0.07230589248410717,91.25872046470641,0.6920650558173657,0.004598,0.008439999999999998
9,0.08913734199722657,0.07035490932450755,88.0187003850937,0.4720462366193533,0.004888,0.009158000000000001
11,0.08766173617557635,0.07163176949065791,96.99983250617981,0.5587550075724721,0.0050539999999999995,0.010327999999999999
