NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,NN_Experiment_Time_sec,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL,KKThPINN_Experiment_Time_sec
0.07543215361405632,106.34867858886719,113.86883544921875,0.004,0.05704764910542723,5.719704131479375e-05,0.39001426100730896,0.007
