Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.0036,0.0818160219472609,6.85354665084742,30.457618713378903,114.45582580566406
KKThPINN,0.0053,0.0509885365118027,8.537390042794868,2.0469939045142382e-05,7.058233976364136
