Model,150_EXP_TIME_SEC,150_RMSE_TOTAL,150_TRAIN_TIME_SEC,150_VIOL,150_VIOL_NL
NN,0.004816,0.0858379622654486,8.795782643463463,90.82531368255616,91.84045692920684
KKThPINN,0.007748,0.06943026632595149,14.805241955621169,0.002200426373165101,0.5334435828775167
