region_id,T_low,T_high,Tss,Cass,Cbss,Ccss,fss,aT,aCa,aCb
0,280.0,460.0,370.0,0.47627655686936016,0.9525531137387205,1.5711703293919193,-1.7763568394002505e-15,-0.11149755930198602,-23.925377460205933,-22.925377460205933
