NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL
0.09339721031447869,1319.3056517621033,1153.9835476562284,0.07977216801996839,0.008238780984093808,17.491058652618243
0.09947751149100328,3766.2847409831406,3660.4802799810786,0.07722559898794784,0.008235422330579686,13.611453541552185
0.10254563531253072,3759.251536951446,3657.797238066247,0.06834009495003945,0.008233220886452841,11.487657509510539
0.09543831930913255,3194.601456226101,3006.458902795221,0.07212014473626661,0.008236934688619376,15.479194969876042
0.1056320495171109,2263.577561249304,2047.8641736015861,0.06913070945417618,0.008231445871186219,10.180436056270551
0.08146887264908452,2107.8471455436797,1865.774071252634,0.07363025910664905,0.008230596985135582,9.38509213144338
0.09833089983641889,3524.3860485692844,3381.7499998258027,0.0725674828452205,0.008229077042521737,8.097345722037291
0.0943122346609909,3520.9809578901527,3368.654096219348,0.06684907219805643,0.008236880853810765,15.725016407955756
0.08562071887516186,2508.16611470513,2244.1279367530474,0.06704873000727142,0.008231636784967597,9.782817044552113
0.10487855999128218,3933.1345701941214,3872.8109335142526,0.07187982295854586,0.008229952674838614,9.052221194827867
0.10112653467766325,3507.2731327986353,3348.36068573046,0.07568820876486722,0.008232924871996042,11.729686391065641
0.0987529540939929,2453.118444754942,2230.4810718152135,0.0746741962453635,0.008230738592249764,9.329057075311013
0.11481131260037163,3004.0213989932504,2817.5676572198845,0.07334915498186978,0.008229335239574217,8.935346960570095
0.10973151059331486,2805.5860683591363,2599.553564298463,0.07190149551357417,0.008225243083361514,6.2716350642965955
0.08801834455119999,2211.5926042559154,1976.2678568050305,0.06583572137009137,0.008225532467526145,6.079792589809344
0.09775079365824085,4048.3537520446607,3985.850145032655,0.07662997274040008,0.008235081240281753,12.99970808774579
0.0975461591574258,3369.1708106409565,3199.740591924514,0.06526151405069178,0.00822991333077816,8.733854133835623
0.10223147716987467,3674.690850210832,3561.105547542018,0.07146454828591776,0.00822975553769704,8.534137393495493
0.10168035603254874,1991.3827734618617,1764.9151354540807,0.06847050953285376,0.008231309917504129,9.431366465551326
0.09390084409576409,2103.508643071684,1879.7933603854005,0.07115853725108487,0.008240815402473345,20.731709052047616
0.08832619925001761,2235.0862063439595,2002.3512118901592,0.07351871775194271,0.008233899051855195,12.140059996826517
0.10436187716976773,3709.782613049541,3606.7263832557096,0.0726773015539145,0.008233540493199243,11.783899728433857
0.09702900542314563,3365.3086088293926,3196.21060837378,0.08377266867472269,0.00823954076444385,19.07866320675277
0.09271398944754661,2896.588212969132,2668.5587612106556,0.08107370179421602,0.008238708008652415,18.31161265821248
0.10662716252519171,1059.0727068614035,915.0852834008623,0.07843493702776073,0.008235723377495674,14.278723133392342
0.0931192328178985,2935.639166469579,2711.2902656161677,0.07781847025807213,0.008234179152503648,12.76355209674349
0.09847165552663044,3070.6349613941134,2880.2319665291784,0.07344998149138596,0.008225451554026838,6.418520170843597
0.09347801282045312,3316.3885982493302,3140.6112095580906,0.07803946130094104,0.008239147355833273,18.701256314619158
0.10598138735172148,4192.113929138964,4191.178080373523,0.06309061609216447,0.008231661857912798,10.295535295000134
0.089245239389834,2560.5754790373626,2328.4784508803573,0.0781186335176117,0.008232623579440101,10.977897349812308
0.09406283734072189,2962.3211069610206,2756.876128156528,0.06553439465534963,0.00823469254414455,13.235066049331436
0.08980128156343228,2218.899528711247,1967.4168249190486,0.073850524827203,0.008235232294086478,13.325759573510709
0.1010697442839259,3403.6819138289607,3247.657586795451,0.06840888506316488,0.008233873111249087,11.954337384537313
0.10332945022954673,2429.233421939018,2220.002877529852,0.07012160402573837,0.008233474146168263,11.554985007670558
0.08849891267196149,2313.118279909975,2073.58114571513,0.07401991331397068,0.00823521798463093,13.528095418896896
0.10236620565183825,4050.626424634647,4005.0528476284358,0.07116126636495344,0.008230740901156608,9.004853657190965
0.1150045783412372,3924.0515710846557,3887.691017147076,0.072999330524975,0.008237669992045818,16.245474245226642
0.09518171289275215,2577.9664078650135,2350.871829377353,0.08044206597442928,0.008236773293410474,14.923489285433519
0.10178844223749725,3732.856798207816,3631.0925076853223,0.07167852339330054,0.008233602668679415,11.694431091846596
0.11098467006045168,3702.4224553904382,3597.1870519684376,0.07567082648491691,0.00823621957605821,14.337714389093316
0.08375124100243894,2004.4915567088535,1771.4443248585867,0.06356443940429365,0.008231210231349095,9.653372045231423
0.10344391144747636,1918.3298599971965,1699.0367978523711,0.07031629983357855,0.00822766548188684,7.011942724402437
0.08609222527839981,2904.202258577778,2678.892946045522,0.08264475914490442,0.008237003964907785,15.97700193761476
0.08906290282067222,3000.150339216912,2786.878736739906,0.07164613339152773,0.008234576502330762,12.566562333465988
0.1059322000842414,3941.74128178512,3882.7174219631684,0.06943073522281354,0.008231922681671833,9.946134709802097
0.09263263049731675,3020.5772585507043,2808.2412557270377,0.07126598031013909,0.008233877399216993,11.702326412055124
0.09991568478881371,3961.6261237145504,3891.5151595084803,0.07796343738006217,0.008238320052858702,17.09528633335425
0.10579669113173748,3060.793894638314,2873.1649612647047,0.07657131794293659,0.008230161747060668,8.388869758155929
0.08185235069812298,2651.727745340195,2406.1002570647192,0.07861126964352282,0.008216595024971815,5.216141256517608
0.10876345389605303,3788.8162965063325,3694.8560115932632,0.06533448073263617,0.00822979110499844,8.575731809633256
