region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual,mean_abs_y_PL_error_scaled,rmse_y_PL_error_scaled,max_abs_y_PL_error_scaled,mean_abs_y_PL_error_original,rmse_y_PL_error_original,max_abs_y_PL_error_original,mean_abs_f_PL,max_abs_f_PL,mean_abs_dCa,mean_abs_dCb,max_abs_dCa,max_abs_dCb,mean_abs_df_dCa,mean_abs_df_dCb,max_abs_df_dCa,max_abs_df_dCb,mean_amplification,max_amplification
34,317.77777777777777,318.8888888888889,2,4.103827085128721e-08,5.8036879039108044e-08,8.20765414549134e-08,7.28583859910259e-17,4.1038270924145596e-08,1.0940116775455996e-08,1.94131914425683e-08,4.013068866104419e-08,1.5095505808323157e-08,2.6332092327711012e-08,5.069665065526863e-08,4.1096729755385475e-08,8.219343813897773e-08,1.9938185435997013e-08,2.534833198897246e-08,3.98763605469199e-08,5.069665065526863e-08,1.466569661834935,0.466569661834935,1.467215106538902,0.46721510653890186,1.2688710881893426,1.274313116417319
35,318.8888888888889,320.0,2,1.7323008824840767e-05,2.4498434020711523e-05,3.4646017648992666e-05,1.5959455978986625e-16,1.7323008825000362e-05,4.431093884279165e-06,7.818229066848074e-06,1.5874517857117354e-05,6.177038144335641e-06,1.0816721015450105e-05,2.12883157131305e-05,1.6914126849121303e-05,3.3828253671513986e-05,7.886956568226022e-06,1.0644157864780901e-05,1.5773913124350614e-05,2.12883157131305e-05,1.498171458392807,0.4981714583928071,1.5092004741376448,0.5092004741376447,1.2874971095889345,1.2982369920032526
36,320.0,321.1111111111111,2,1.1117289126042918e-05,1.5722221058410705e-05,2.2234578251432296e-05,6.245004513516506e-17,1.1117289126049857e-05,2.720378127411364e-06,4.776644638077265e-06,9.519400832491698e-06,3.8297635274557136e-06,6.736111305835238e-06,1.351950948724756e-05,1.1297192372139442e-05,2.259438471212405e-05,4.729535828973397e-06,6.759754753393743e-06,9.45907164429105e-06,1.351950948724756e-05,1.5638062007379032,0.5638062007379032,1.5716378396769797,0.5716378396769797,1.3579350266555825,1.3693536988982515
37,321.1111111111111,322.22222222222223,1,1.6119861525245658e-16,1.6119861525245658e-16,1.6119861525245658e-16,0.0,1.6119861525245658e-16,2.0724163126336257e-15,2.563950248511419e-15,3.552713678800501e-15,2.9976021664879227e-15,3.698337149906549e-15,5.329070518200751e-15,8.895661984809067e-15,8.895661984809067e-15,3.552713678800501e-15,5.329070518200751e-15,3.552713678800501e-15,5.329070518200751e-15,1.6065422579757926,0.6065422579757924,1.6065422579757926,0.6065422579757924,1.3889172882045775,1.3889172882045775
38,322.22222222222223,323.3333333333333,2,3.604203731805205e-05,5.0971137989852574e-05,7.208407463484001e-05,1.3877787807814457e-16,3.604203731810756e-05,8.001328955971795e-06,1.3947751015727777e-05,2.6729402421099557e-05,1.1474573611539954e-05,2.038651992486391e-05,4.22874367747017e-05,3.5160571806233665e-05,7.032114359123431e-05,1.328000244088523e-05,2.1143718393679123e-05,2.65600048739989e-05,4.22874367747017e-05,1.6484363510423279,0.6484363510423278,1.6612311024092972,0.6612311024092971,1.421722516977033,1.4352357485796172
39,323.3333333333333,324.44444444444446,1,5.697662548462412e-16,5.697662548462412e-16,5.697662548462412e-16,1.5265566588595902e-16,4.171105889602822e-16,2.627527824946204e-15,3.2336536061746677e-15,4.3298697960381105e-15,3.811765717879704e-15,4.803986899260095e-15,7.105427357601002e-15,1.264266469291897e-14,1.264266469291897e-14,4.3298697960381105e-15,7.105427357601002e-15,4.3298697960381105e-15,7.105427357601002e-15,1.720403441372735,0.7204034413727349,1.720403441372735,0.7204034413727349,1.5010678057946019,1.5010678057946019
40,324.44444444444446,325.55555555555554,1,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.1102230246251565e-16,9.992007221626409e-16,6.0322117671300175e-15,7.404724273287179e-15,9.658940314238862e-15,8.733754460384565e-15,1.1082969673503054e-14,1.6653345369377348e-14,3.0225821845419887e-14,3.0225821845419887e-14,9.547918011776346e-15,1.6653345369377348e-14,9.547918011776346e-15,1.6653345369377348e-14,1.784459613245692,0.7844596132456919,1.784459613245692,0.7844596132456919,1.5687841918656558,1.5687841918656558
41,325.55555555555554,326.6666666666667,1,1.6124913097736952e-15,1.6124913097736952e-15,1.6124913097736952e-15,1.1102230246251565e-16,1.5014690073111795e-15,4.9960036108132044e-15,6.123025089834124e-15,7.771561172376096e-15,7.401486830834377e-15,9.464067938628137e-15,1.4432899320127035e-14,2.67841304690819e-14,2.67841304690819e-14,7.771561172376096e-15,1.4432899320127035e-14,7.771561172376096e-15,1.4432899320127035e-14,1.8538412803788973,0.8538412803788973,1.8538412803788973,0.8538412803788973,1.6271783212023279,1.6271783212023279
42,326.6666666666667,327.77777777777777,1,3.597206655138026e-16,3.597206655138026e-16,3.597206655138026e-16,1.6653345369377348e-16,1.9318721182002911e-16,1.2582527612418441e-15,1.5410386162452542e-15,1.887379141862766e-15,1.887379141862766e-15,2.4365959948045796e-15,3.774758283725532e-15,6.8833827526759706e-15,6.8833827526759706e-15,1.887379141862766e-15,3.774758283725532e-15,1.887379141862766e-15,3.774758283725532e-15,1.9290349143485543,0.9290349143485543,1.9290349143485543,0.9290349143485543,1.670474312602784,1.670474312602784
43,327.77777777777777,328.8888888888889,1,1.4157172421230895e-15,1.4157172421230895e-15,1.4157172421230895e-15,3.608224830031759e-16,1.7765397251262654e-15,3.552713678800501e-15,4.351167857633658e-15,5.329070518200751e-15,5.329070518200751e-15,6.879800455918813e-15,1.0658141036401503e-14,2.1871393585115584e-14,2.1871393585115584e-14,5.329070518200751e-15,1.0658141036401503e-14,5.329070518200751e-15,1.0658141036401503e-14,2.0105754435761316,1.0105754435761312,2.0105754435761316,1.0105754435761312,1.8051590443357675,1.8051590443357675
44,328.8888888888889,330.0,1,5.948770455755045e-16,5.948770455755045e-16,5.948770455755045e-16,3.0531133177191805e-16,9.001883773474225e-16,3.6267285471088444e-15,4.442742084874768e-15,5.551115123125783e-15,5.477100254817439e-15,7.110051782013488e-15,1.1102230246251565e-14,2.3092638912203256e-14,2.3092638912203256e-14,5.329070518200751e-15,1.1102230246251565e-14,5.329070518200751e-15,1.1102230246251565e-14,2.099050074332858,1.0990500743328582,2.099050074332858,1.0990500743328582,1.8999598436143863,1.8999598436143863
45,330.0,331.1111111111111,2,0.00010623361779840026,0.00015023702306835458,0.0002124672355938266,1.5265566588595902e-16,0.00010623361779855291,1.5515931130583027e-05,2.6898697484322942e-05,4.8528376518586214e-05,2.345440360862483e-05,4.332461479318592e-05,9.644165601274679e-05,0.00010277991807376707,0.0002055598361422606,2.214238281827985e-05,4.822082800759464e-05,4.4284765635449475e-05,9.644165601274679e-05,2.1705943774936856,1.1705943774936856,2.195102298342138,1.1951022983421378,1.9409331434113213,1.9448738382155637
46,331.1111111111111,332.22222222222223,1,1.112925021327831e-15,1.112925021327831e-15,1.112925021327831e-15,2.220446049250313e-16,1.3349696262528623e-15,9.62193288008469e-16,1.1819226651219084e-15,1.5543122344752192e-15,1.4802973661668755e-15,1.9526463347386344e-15,3.1086244689504383e-15,6.994405055138486e-15,6.994405055138486e-15,1.3322676295501878e-15,3.1086244689504383e-15,1.3322676295501878e-15,3.1086244689504383e-15,2.2994361024969083,1.2994361024969088,2.2994361024969083,1.2994361024969088,2.1337295339704907,2.1337295339704907
47,332.22222222222223,333.3333333333333,1,6.1874245016580735e-15,6.1874245016580735e-15,6.1874245016580735e-15,0.0,6.1874245016580735e-15,2.7385501274087196e-15,3.365032081624177e-15,4.440892098500626e-15,4.218847493575595e-15,5.571800744901529e-15,8.881784197001252e-15,2.1760371282653068e-14,2.1760371282653068e-14,3.774758283725532e-15,8.881784197001252e-15,3.774758283725532e-15,8.881784197001252e-15,2.412820398562353,1.4128203985623529,2.412820398562353,1.4128203985623529,2.2548107502232626,2.2548107502232626
