region_id,A_T,B_Ca,B_Cb,B_Cc,b
0,-0.0009397028731969819,-1.0081760974073988,-0.008176097407398629,0.0,-1.2811697729031926
1,-0.0010814686164773103,-1.0094777335312164,-0.009477733531216373,0.0,-1.3248994898788222
2,-0.001242489274060626,-1.0109709864199081,-0.010970986419907982,0.0,-1.3747864461555932
3,-0.0014249592453236266,-1.0126811676415355,-0.012681167641535459,0.0,-1.4315681773813536
4,-0.0016312329592578056,-1.0146363652354136,-0.01463636523541341,0.0,-1.4960425324330302
5,-0.0018638152592109745,-1.016867631016696,-0.01686763101669598,0.0,-1.569065980820527
6,-0.0021253454425421226,-1.0194091552948132,-0.019409155294813338,0.0,-1.6515499626108627
7,-0.002418573903743725,-1.0222984229273289,-0.02229842292732881,0.0,-1.7444549109971494
8,-0.002746330427313962,-1.025576344379324,-0.02557634437932398,0.0,-1.8487815971932124
9,-0.0031114833813534215,-1.0292873556399722,-0.029287355639972208,0.0,-1.9655595005778985
10,-0.003516889394771038,-1.0334794816083486,-0.03347948160834858,0.0,-2.095832001451318
11,-0.003965333572409177,-1.0382043590339098,-0.038204359033910014,0.0,-2.2406383347334433
12,-0.0044594609120991524,-1.0435172173807457,-0.04351721738074578,0.0,-2.4009924317564124
13,-0.005001700315271416,-1.0494768191093395,-0.049476819109339626,0.0,-2.577859009355153
14,-0.00559418338453155,-1.056145364769752,-0.056145364769752015,0.0,-2.7721275285796096
15,-0.006238661009204084,-1.0635883727917603,-0.06358837279176048,0.0,-2.9845849190855107
16,-0.006936421463648594,-1.0718745486309786,-0.07187454863097849,0.0,-3.215888221581983
17,-0.007688214281404445,-1.0810756625658735,-0.08107566256587351,0.0,-3.4665385065579226
18,-0.008494184421559022,-1.091266459452529,-0.09126645945252912,0.0,-3.736857549197036
19,-0.009353821133292863,-1.102524626645484,-0.1025246266454839,0.0,-4.026968749412918
20,-0.010265925410099337,-1.1149308476788868,-0.11493084767888691,0.0,-4.336783665025795
21,-0.011228599018707465,-1.1285689689275096,-0.1285689689275096,0.0,-4.665995274163079
22,-0.012239256858210215,-1.1435263043034798,-0.14352630430347965,0.0,-5.014078717348681
23,-0.013294662971763994,-1.15989409929872,-0.15989409929871992,0.0,-5.3802998250084935
24,-0.014390989048926087,-1.1777681707691297,-0.17776817076912957,0.0,-5.763731259108421
25,-0.015523892881882608,-1.1972497333270797,-0.19724973332707973,0.0,-6.163275639923693
26,-0.01668861311578103,-1.2184464176605452,-0.21844641766054518,0.0,-6.5776946382621375
27,-0.017880075863974297,-1.2414734810739871,-0.2414734810739872,0.0,-7.005642726263574
28,-0.01909300839165128,-1.2664552064603565,-0.26645520646035653,0.0,-7.445704116432085
29,-0.020322055099347622,-1.2935264830023145,-0.2935264830023146,0.0,-7.896431381547706
30,-0.021561891407660204,-1.3228345602194371,-0.3228345602194371,0.0,-8.356384324678835
31,-0.02280733177082494,-1.3545409664279158,-0.35454096642791577,0.0,-8.8241678345289
32,-0.024053428830484048,-1.388823583055892,-0.388823583055892,0.0,-9.298467686869222
33,-0.025295561565028886,-1.4258788673068004,-0.42587886730680047,0.0,-9.778083507309733
34,-0.02652951111192148,-1.4659242171309868,-0.465924217130987,0.0,-10.261958367169917
35,-0.02775152367948579,-1.509200474137669,-0.5092004741376691,0.0,-10.74920472190863
36,-0.028958360583261393,-1.5559745617988,-0.5559745617987999,0.0,-11.23912660669138
37,-0.030147335924339626,-1.606542257975767,-0.6065422579757669,0.0,-11.7312381693336
38,-0.03131634277447736,-1.6612311024092823,-0.6612311024092825,0.0,-12.225278745785415
39,-0.03246386895895744,-1.7204034413727247,-0.7204034413727247,0.0,-12.72122477051101
40,-0.03358900365339649,-1.7844596132456911,-0.7844596132456909,0.0,-13.219298868976516
41,-0.03469143605827137,-1.8538412803789035,-0.8538412803789033,0.0,-13.719976508726305
42,-0.03577144740706502,-1.929034914348573,-0.9290349143485731,0.0,-14.223990595889497
43,-0.03682989752004037,-2.010575443576173,-1.010575443576173,0.0,-14.732334401450288
44,-0.03786820705116456,-2.0990500743329035,-1.0990500743329032,0.0,-15.246263191164104
45,-0.03888833650155092,-2.195102298342086,-1.1951022983420858,0.0,-15.767294918191766
46,-0.03989276299590212,-2.299436102496854,-1.2994361024968542,0.0,-16.297210320712583
47,-0.04088445574223668,-2.4128203985623307,-1.4128203985623309,0.0,-16.838052749196606
48,-0.04186685102070112,-2.536093693054802,-1.5360936930548024,0.0,-17.392128030118457
49,-0.0428438274736567,-2.6701690197041983,-1.6701690197041983,0.0,-17.96200465448824
50,-0.04381968239518902,-2.816039158934905,-1.816039158934905,0.0,-18.550514560295433
51,-0.044799109642313976,-2.974782170583434,-1.9747821705834343,0.0,-19.160754757383614
52,-0.04578717971139372,-3.147567267566333,-2.1475672675663335,0.0,-19.796090021062625
53,-0.0467893224416201,-3.3356610594022373,-2.335661059402237,0.0,-20.460156856925963
54,-0.04781131272359392,-3.540434195384314,-2.540434195384314,0.0,-21.15686891412093
55,-0.04885925950651816,-3.7633684378228307,-2.7633684378228303,0.0,-21.890423998230293
56,-0.049939598314350214,-4.006064196178103,-3.0060641961781034,0.0,-22.66531280866979
57,-0.05105908740203895,-4.270248553143105,-3.2702485531431043,0.0,-23.48632950001656
58,-0.052224807609537946,-4.55778381387271,-3.55778381387271,0.0,-24.3585841426331
59,-0.05344416590611037,-4.870676609660336,-3.8706766096603356,0.0,-25.287517136261542
60,-0.05472490256179227,-5.211087587489683,-4.211087587489683,0.0,-26.278915611453133
61,-0.056075101837768496,-5.581341717089881,-4.581341717089881,0.0,-27.33893183820945
62,-0.057503206053178546,-5.983939247434709,-4.983939247434707,0.0,-28.47410364925981
63,-0.05901803286226681,-6.421567345078568,-5.421567345078567,0.0,-29.691376876996436
64,-0.06062879556206141,-6.897112447329068,-5.897112447329068,0.0,-30.99812979806228
65,-0.06234512624578731,-7.413673364024019,-6.413673364024017,0.0,-32.4021995776244
66,-0.06417710161989365,-7.974575162609037,-6.974575162609037,0.0,-33.91191070615781
67,-0.06613527131105373,-8.583383872289861,-7.583383872289859,0.0,-35.536105424515156
68,-0.06823068850279818,-9.24392204424959,-8.243922044249588,0.0,-37.28417613786425
69,-0.07047494275790289,-9.960285206262075,-8.960285206262073,0.0,-39.16609982518759
70,-0.07288019490123854,-10.736859251481686,-9.736859251481686,0.0,-41.19247445810144
71,-0.07545921385734816,-11.578338802730364,-10.578338802730359,0.0,-43.37455745037076
72,-0.07822541535681954,-12.489746595223743,-11.48974659522374,0.0,-45.724306167410504
73,-0.08119290244479632,-13.476453922364037,-12.476453922364037,0.0,-48.25442053299318
74,-0.08437650774323302,-14.544202190967862,-13.544202190967852,0.0,-50.97838777813931
75,-0.0877918374356828,-15.699125634087583,-14.699125634087572,0.0,-53.91052938472302
76,-0.09145531695877701,-16.947775231410677,-15.947775231410688,0.0,-57.06605028338649
77,-0.09538423839855925,-18.297143889080452,-17.297143889080463,0.0,-60.461090372074274
78,-0.09959680960216843,-19.7546929326768,-18.754692932676804,0.0,-64.11277842775391
79,-0.10411220502611296,-21.328379969010825,-20.32837996901081,0.0,-68.0392884896788
80,-0.10895061835161479,-23.02668817433102,-22.026688174331028,0.0,-72.25989879789968
81,-0.11413331690548512,-24.858657068507156,-23.858657068507164,0.0,-76.79505337571554
82,-0.11968269793171171,-26.833914836750427,-25.833914836750456,0.0,-81.66642634936011
83,-0.1256223467642732,-28.962712262437925,-27.96271226243789,0.0,-86.89698910237567
84,-0.1319770969567834,-31.25595833665825,-30.255958336658274,0.0,-92.51108036627622
85,-0.13877309242788072,-33.725257612149925,-32.72525761214994,0.0,-98.5344793526231
86,-0.14603785168469763,-36.38294937139506,-35.38294937139503,0.0,-104.9944820352603
87,-0.1538003341890184,-39.242148680742744,-38.24214868074272,0.0,-111.91998069468951
88,-0.16209100893289308,-42.316789404580284,-41.31678940458027,0.0,-119.34154683979813
89,-0.17094192529173147,-45.621669255723376,-44.62166925572348,0.0,-127.29151762506154
