region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual
0,280.0,340.0,51,0.06653480920987467,0.10693682914202902,0.2728272935329268,8.745738083220448e-17,0.06653480920987466
1,340.0,400.0,45,0.5969191709163165,0.8735501532455685,2.8148894112777136,5.9088536532827775e-15,0.5969191709163164
2,400.0,460.0,54,2.434186303441548,3.2723413799945136,7.5289457808667635,1.639116825808068e-11,2.4341863034557543
