epoch,batch_idx,phase,batch_size,batch_MSE,batch_RMSE,epoch_MSE,epoch_RMSE
1,0,train,16,0.3020804756776422,0.5496184819287304,0.2984797024563316,0.5463329593355426
1,1,train,16,0.2433187340319077,0.4932734880691519,0.2984797024563316,0.5463329593355426
1,2,train,16,0.3196251418756398,0.5653539969573398,0.2984797024563316,0.5463329593355426
1,3,train,12,0.32889445824013663,0.5734932067951081,0.2984797024563316,0.5463329593355426
1,-1,train,60,0.2984797024563316,0.5463329593355426,0.2984797024563316,0.5463329593355426
2,0,train,16,0.30960398693642116,0.5564206924049654,0.29176399528414054,0.5401518261416326
2,1,train,16,0.2751779922236375,0.524574105559584,0.29176399528414054,0.5401518261416326
2,2,train,16,0.2853484608089789,0.5341801763534275,0.29176399528414054,0.5401518261416326
2,3,train,12,0.2969255411675247,0.5449087457249375,0.29176399528414054,0.5401518261416326
2,-1,train,60,0.29176399528414054,0.5401518261416326,0.29176399528414054,0.5401518261416326
3,0,train,16,0.2598898576486561,0.509793936457326,0.28909717220707815,0.5376775727209366
3,1,train,16,0.2600311166761894,0.5099324628577684,0.28909717220707815,0.5376775727209366
3,2,train,16,0.3063243007279659,0.5534657177531106,0.28909717220707815,0.5376775727209366
3,3,train,12,0.3301434137755012,0.5745810767641946,0.28909717220707815,0.5376775727209366
3,-1,train,60,0.28909717220707815,0.5376775727209366,0.28909717220707815,0.5376775727209366
4,0,train,16,0.2540940520037509,0.5040774265961043,0.2871572550528747,0.5358705581135007
4,1,train,16,0.28073374396223855,0.5298431314665111,0.2871572550528747,0.5358705581135007
4,2,train,16,0.24034870174691494,0.49025371160952463,0.2871572550528747,0.5358705581135007
4,3,train,12,0.37345252249859445,0.6111076194080667,0.2871572550528747,0.5358705581135007
4,-1,train,60,0.2871572550528747,0.5358705581135007,0.2871572550528747,0.5358705581135007
5,0,train,16,0.26970915989078964,0.5193353058389056,0.27268241721541836,0.522190020218137
5,1,train,16,0.3174959122536,0.5634677561791802,0.27268241721541836,0.522190020218137
5,2,train,16,0.2890700403549186,0.5376523415320709,0.27268241721541836,0.522190020218137
5,3,train,12,0.21445455636236516,0.4630923842629731,0.27268241721541836,0.522190020218137
5,-1,train,60,0.27268241721541836,0.522190020218137,0.27268241721541836,0.522190020218137
