Model,default_RMSE_TOTAL,default_VIOL,default_VIOL_NL,default_TRAIN_TIME_SEC,default_EXP_TIME_SEC
NN,0.0823359215981225,4.85646240234375,102.2327934193611,12.623450363809242,0.006684
KKThPINN,0.06594116127991877,3.4617517167134794e-06,1.7252262693534914,25.326129581667484,0.012067999999999999
