Temperature (T),Cao,Ca,Cb,Cc,region_id,f_nonlinear,f_linear,linearization_error,abs_linearization_error
280.0,0.8,0.7949172700404628,1.9898345400809254,0.015248189878611842,0,4.538741344567443e-17,0.5016970848676187,0.5016970848676187,0.5016970848676187
280.0,0.805,0.7998858242215476,1.9897716484430952,0.015342527335357188,0,5.319705721935908e-17,0.49892034646726546,0.4989203464672654,0.4989203464672654
280.0,0.81,0.8048543823427763,1.9897087646855525,0.015436852971671399,0,-3.352556405232521e-17,0.4961435969155304,0.49614359691553045,0.49614359691553045
280.0,0.8150000000000001,0.8098229444032273,1.9896458888064545,0.015531166790318154,0,5.007319970988522e-17,0.4933668362150209,0.49336683621502087,0.49336683621502087
280.0,0.8200000000000001,0.8147915104019803,1.9895830208039604,0.015625468794059284,0,-1.44774871344705e-17,0.49059006436834274,0.49059006436834274,0.49059006436834274
280.0,0.8250000000000001,0.8197600803381144,1.9895201606762287,0.015719758985656664,0,1.1241821275959074e-17,0.48781328137810176,0.48781328137810176,0.48781328137810176
280.0,0.8300000000000001,0.8247286542107097,1.9894573084214193,0.01581403736787098,0,1.1224880617013988e-17,0.48503648724690157,0.48503648724690157,0.48503648724690157
280.0,0.8350000000000001,0.8296972320188464,1.9893944640376926,0.015908303943460964,0,-2.877540328412309e-17,0.4822596819773453,0.48225968197734537,0.48225968197734537
280.0,0.8400000000000001,0.8346658137616048,1.9893316275232094,0.016002558715186264,0,-2.5648157642860214e-17,0.47948286557203584,0.47948286557203584,0.47948286557203584
280.0,0.8450000000000001,0.8396343994380657,1.9892687988761313,0.016096801685803255,0,-2.331712297201638e-17,0.4767060380335746,0.4767060380335746,0.4767060380335746
280.0,0.8500000000000001,0.8446029890473103,1.9892059780946205,0.01619103285806911,0,3.669346727505629e-17,0.47392919936456224,0.4739291993645622,0.4739291993645622
280.0,0.855,0.8495715825884201,1.9891431651768403,0.016285252234739835,0,-2.6159765543001812e-17,0.4711523495675979,0.4711523495675979,0.4711523495675979
280.0,0.86,0.8545401800604768,1.9890803601209537,0.01637945981856925,0,3.86450311855302e-17,0.4683754886452809,0.46837548864528084,0.46837548864528084
280.0,0.865,0.8595087814625626,1.9890175629251252,0.016473655612311885,0,2.3649159887340065e-17,0.46559861660020885,0.46559861660020885,0.46559861660020885
280.0,0.87,0.8644773867937597,1.9889547735875195,0.016567839618720534,0,4.111497925972374e-17,0.4628217334349791,0.46282173343497907,0.46282173343497907
280.0,0.875,0.8694459960531511,1.9888919921063022,0.016662011840546703,0,-3.2414256825527565e-17,0.46004483915218736,0.4600448391521874,0.4600448391521874
280.0,0.88,0.8744146092398195,1.988829218479639,0.016756172280541385,0,-7.453889935837843e-20,0.45726793375442903,0.45726793375442903,0.45726793375442903
