Temperature (T),Cao,Ca,Cb,Cc,region_id,linearization_error,abs_linearization_error
280.0,0.8,0.7949172700404628,1.9898345400809252,0.0152481898786116,0,0.5016970848676188,0.5016970848676188
288.181818181818,0.866666666667,0.8508068558329301,1.9682803783318603,0.0475794325022098,0,0.2648215737135301,0.2648215737135301
290.0,0.866666666667,0.8468895902988512,1.9604458472637023,0.0593312291044461,0,0.22498221602524252,0.22498221602524252
292.857142857143,0.866666666667,0.8390368143658392,1.9447402953976785,0.0828895569034823,0,0.16718056126515002,0.16718056126515002
298.0,0.866666666667,0.8183905421979452,1.9034477510618903,0.1448283734071646,0,0.08156577276491841,0.08156577276491841
304.545454545455,0.866666666667,0.7774483995614353,1.8215634657888704,0.2676548013166944,0,0.014106525542659187,0.014106525542659187
307.050304041071,0.849821882334,0.742239172986125,1.78483458130425,0.3227481280436254,0,0.0055769837809063645,0.0055769837809063645
310.0,0.866666666667,0.7309317934979594,1.728530253661919,0.4072046195071214,0,-0.007020300283281695,0.007020300283281695
311.618011708461,0.845973053312,0.6975539481119781,1.7031617895999562,0.4452573156000653,0,-0.00458030768102961,0.00458030768102961
315.732348011666,0.915368485772,0.7148944366783712,1.5990519018127425,0.6014221472808866,0,-0.012268037214363533,0.012268037214363533
318.571428571429,0.866666666667,0.644634372599007,1.555935411864014,0.6660968822039789,0,-0.0028612935134521168,0.0028612935134521168
320.888366836008,0.826676003507,0.5887647276604813,1.5241774483069626,0.7137338275395563,0,0.0001040806111428337,0.0001040806111428337
320.909090909091,0.866666666667,0.620697662130345,1.50806199092669,0.737907013609965,0,-0.0005919679412543892,0.0005919679412543892
323.086499738731,0.903545837268,0.6283796215557047,1.4496675685754097,0.8254986471368858,0,-8.2998466234936e-05,8.2998466234936e-05
325.0,0.866666666667,0.5805198457907867,1.4277063582475735,0.8584404626286396,0,-0.0014643230953561587,0.0014643230953561587
330.0,0.866666666667,0.5362947302636596,1.3392561271933192,0.991115809210021,0,-0.016345020389426288,0.016345020389426288
334.0,0.866666666667,0.5057707274725612,1.2782081216111223,1.082687817583316,0,-0.04199326682426067,0.04199326682426067
335.843537600612,0.816204284475,0.4560796022859555,1.279750635621911,1.0803740465671337,0,-0.0668898872637291,0.0668898872637291
337.272727272727,0.866666666667,0.4841715991125017,1.2350098648910035,1.1474852026634947,0,-0.07253026717582661,0.07253026717582661
340.501070898219,0.890347771367,0.4831126255913023,1.1855297084486045,1.2217054373270932,0,-0.1065073671659297,0.1065073671659297
344.285714285714,0.866666666667,0.447368878261895,1.16140442318979,1.2578933652153153,0,-0.16480014650182623,0.16480014650182623
350.0,0.866666666667,0.4253089007875568,1.1172844682411136,1.3240732976383294,0,-0.2624191819593023,0.2624191819593023
350.005856316239,0.906452108917,0.453938301500963,1.0949723851679258,1.3575414222481113,0,-0.2538123387002379,0.2538123387002379
350.491420095069,0.82643299869,0.395311653246877,1.137757309113754,1.293364036329369,0,-0.28209477862798904,0.28209477862798904
353.636363636364,0.866666666667,0.4141012114771871,1.0948690896203743,1.3576963655694383,0,-0.33255119618236256,0.33255119618236256
356.083699815579,0.805882521986,0.3653915587497536,1.1190180735275077,1.321472889708739,0,-0.40043427653809816,0.40043427653809816
361.061085996872,0.915332302803,0.43069001094606,1.0307154162861196,1.4539268755708206,0,-0.4776212491110191,0.4776212491110191
280.492930030627,0.965862339742,0.9593179173772804,1.986911155270561,0.0196332670941587,1,0.48700596790833894,0.48700596790833894
282.974974395135,1.048085380806,1.0382285178235984,1.980286274035197,0.0295705889472043,1,0.3765091523276928,0.3765091523276928
287.375234308515,0.97009144994,0.9540777554266348,1.9679726109732696,0.0480410835400957,1,0.3013205009499868,0.3013205009499868
288.181818181818,1.0,0.9817860691317928,1.9635721382635856,0.0546417926046216,1,0.26698116406867556,0.26698116406867556
290.0,1.0,0.977312533968704,1.954625067937408,0.0680623980938875,1,0.22427473720804988,0.22427473720804988
292.857142857143,1.0,0.9683727128450168,1.9367454256900336,0.0948818614649496,1,0.16273383744884595,0.16273383744884595
295.122761844829,0.972119492779,0.9325141336845826,1.9207892818111647,0.1188160772832521,1,0.13146269176018413,0.13146269176018413
296.335548211442,0.965158537072,0.920358274273006,1.910399474402012,0.1344007883969822,1,0.11315193917327596,0.11315193917327596
298.0,1.0,0.9450342117372588,1.890068423474517,0.1648973647882239,1,0.07309080613042822,0.07309080613042822
304.317370904034,1.015573763049,0.9155547890896416,1.7999620520812831,0.300056921878075,1,0.0024072204286229018,0.0024072204286229018
304.545454545455,1.0,0.8993628344013688,1.7987256688027375,0.3019114967958938,1,0.005559339775215083,0.005559339775215083
310.0,1.0,0.84825829598864,1.69651659197728,0.4552251120340798,1,-0.012679561387542941,0.012679561387542941
315.912779914278,0.947761764437,0.7402907664460208,1.5850580040180415,0.6224129939729379,1,-0.0034988327703218414,0.0034988327703218414
318.571428571429,1.0,0.7550416421171182,1.5100832842342364,0.734875073648645,1,-0.003698570217822947,0.003698570217822947
320.909090909091,1.0,0.7294615220556449,1.4589230441112897,0.8116154338330658,1,-0.0007902663730364207,0.0007902663730364207
