Model,96_EXP_TIME_SEC,96_RMSE_TOTAL,96_TRAIN_TIME_SEC,96_VIOL,96_VIOL_NL,173_EXP_TIME_SEC,173_RMSE_TOTAL,173_TRAIN_TIME_SEC,173_VIOL,173_VIOL_NL,194_EXP_TIME_SEC,194_RMSE_TOTAL,194_TRAIN_TIME_SEC,194_VIOL,194_VIOL_NL,215_EXP_TIME_SEC,215_RMSE_TOTAL,215_TRAIN_TIME_SEC,215_VIOL,215_VIOL_NL,278_EXP_TIME_SEC,278_RMSE_TOTAL,278_TRAIN_TIME_SEC,278_VIOL,278_VIOL_NL,383_EXP_TIME_SEC,383_RMSE_TOTAL,383_TRAIN_TIME_SEC,383_VIOL,383_VIOL_NL,488_EXP_TIME_SEC,488_RMSE_TOTAL,488_TRAIN_TIME_SEC,488_VIOL,488_VIOL_NL,593_EXP_TIME_SEC,593_RMSE_TOTAL,593_TRAIN_TIME_SEC,593_VIOL,593_VIOL_NL,698_EXP_TIME_SEC,698_RMSE_TOTAL,698_TRAIN_TIME_SEC,698_VIOL,698_VIOL_NL
NN,0.0055099999999999,0.1099247776967227,9.9051274327212,4.855925595760345,110.99389193754644,0.0075099999999999,0.0830562906934402,14.64400729912566,3.905815106034279,94.6462105144312,0.0069299999999999,0.0769839412439175,15.801770986847114,4.416051549911499,103.20563911676408,0.007106,0.0721170684848753,17.782543543705252,4.206585001349449,97.817003920873,0.008306,0.0403745842420807,20.68986649877392,2.020942064225673,46.03160241812468,0.009656,0.023687172650744,26.66338865880156,0.7740685454010964,19.76707945203781,0.0111939999999999,0.0220213298078748,32.55160164496628,0.712293044924736,16.054006392236,0.012492,0.0217638290698947,38.81934086733963,0.4678084313869476,10.128832150250672,0.013832,0.0188030576759126,43.90955193070462,0.2903992216289043,6.552764133678543
KKThPINN,0.012242,0.07840484063988468,20.508782940055244,0.14140345886349678,2.472750548115,0.015508,0.0668065753108819,32.08020427610492,0.0946438176184892,1.5863244973743955,0.015154,0.0667383280684442,35.10791743373731,0.0584272959083318,2.2682197828094166,0.0152639999999999,0.0665304376639918,38.7489052307955,0.0806995236873626,2.5879617883761727,0.017164,0.0418662178985443,47.41097886070842,0.029263412700966,1.5386260048858822,0.018544,0.0281947386186822,62.43888267637463,0.0125588694307953,0.7903114796876907,0.022806,0.019509119817055,77.71057645478751,0.0034146532206796,1.0363678188563792,0.0243879999999999,0.0164440037937922,91.98388947237282,0.0050260123983025,0.7723743182700127,0.0242539999999999,0.0163031291623211,106.19265239466448,0.0044041643524542,0.8184863092833097
