NN_Experiment_RMSE,NN_Experiment_VIOL,NN_Experiment_VIOL_NL,NN_Experiment_Time_sec,KKThPINN_Experiment_RMSE,KKThPINN_Experiment_VIOL,KKThPINN_Experiment_VIOL_NL,KKThPINN_Experiment_Time_sec
0.08185610266151969,53.77835997135398,53.96496499389861,0.0074,0.026409187827329907,4.7904967030258185e-14,0.17174958521283326,0.015
0.08908264598339154,60.52013119821007,59.381602544984155,0.0079,0.035961772806525204,4.799979858027825e-14,1.0724176377904835,0.0152
0.04410081838504179,22.74466441947803,29.68400994899679,0.0074,0.037921863418462626,4.3335705394535275e-14,1.168043008815896,0.0154
0.06782663911521505,37.093045642755236,39.124943310349174,0.0074,0.027063395929123272,3.189693879394421e-14,1.0279222620796271,0.0153
0.0763049961692065,29.017875062244617,28.60144159763205,0.0074,0.03417120764014084,6.809483532599359e-14,1.6371775570618385,0.0152
0.06514250434099422,33.418093054543505,36.45198651908981,0.0074,0.035957603107905065,4.937601253788652e-14,1.4790841601704372,0.016
0.047006318029469946,10.586291877413604,10.90163000418734,0.0073,0.034056292677671726,3.452677958352505e-14,0.7165113278260349,0.0162
0.06150412562698967,31.244188605636584,32.921900146891566,0.0074,0.03930283997413353,1.2076104005664945e-13,2.550004359220883,0.0162
0.06542453932181534,42.52741580410213,42.75406813734102,0.0074,0.034183547932317454,1.2966364093536242e-13,0.5151836027550801,0.0164
0.1001123648884137,137.84205771880866,146.69109835886817,0.0073,0.02223331757030604,5.60789840490609e-14,0.5483349255031963,0.0163
0.1083209047013538,132.76456566461704,141.05730478213727,0.007,0.026968109247635565,3.6604978307745263e-14,1.0053045679189028,0.0151
0.10819537051857585,58.457633381329295,55.44852569738009,0.0072,0.03550950974830529,1.190170647221341e-13,1.0613356559297136,0.0164
0.07908535771025418,33.9552564672595,34.91112297477001,0.0069,0.025370050681034977,3.522760786781968e-14,0.4514758122503153,0.0165
0.07005674692043963,78.50723126876363,93.64890882090539,0.0074,0.029402365062238357,5.934489011316657e-14,1.2032587655368738,0.0164
0.052482410249012235,29.156915264989667,32.33410998517986,0.0074,0.025172391566787605,4.4671442471037416e-14,0.19118287869827688,0.0157
0.0469699954555604,32.60866412962794,34.87772600474914,0.0069,0.03784742927800424,1.276236061276137e-13,0.2954437808113586,0.0163
0.06925966316003379,35.54405135011938,38.693572807388286,0.0074,0.04065532955681498,5.419854380110204e-14,1.141122633079793,0.0162
0.0760238760971961,49.859267653270194,49.161747100128785,0.0069,0.037690114096474964,5.4230925305986943e-14,1.0236583970082413,0.0166
0.057143530092204686,39.35484891500858,40.75992160819199,0.007,0.02761359514460653,4.525199659433099e-14,0.44026213715969714,0.0163
0.05713380946681651,64.44575007294101,80.08994439342622,0.007,0.032972923908915465,6.388755265559117e-14,0.7790120621019452,0.0162
0.06861983928488655,36.38982386465391,38.19753478304072,0.007,0.03021839105849074,3.314131376737824e-14,0.9757134340157183,0.0164
0.05700376537388297,26.916569868097373,30.117293569323227,0.0069,0.03646515633559951,1.0651202142497596e-13,3.6443364787907324,0.0164
0.06964009825008736,28.597936261110505,31.311807493098296,0.0069,0.03392016974739895,5.2322729482412456e-14,0.618569074946065,0.0163
0.09267942267061424,59.17858264556914,64.46832613472293,0.0132,0.04028664361757988,5.0384465118587705e-14,0.40775836459688897,0.0164
0.08929241808590789,49.98381325395874,49.96378939341984,0.0069,0.052508412770420426,1.0599507382913487e-13,2.0189322138588675,0.0162
0.05702124740603186,21.37212782204875,24.25352410901996,0.0069,0.02457072367142565,3.904168655033402e-14,0.2949346541172215,0.0165
0.0792951405054458,37.91169104510758,37.20567134785775,0.007,0.0260340411808245,1.2238474123016374e-13,1.0515657472438602,0.0165
0.07162589114588139,34.92973078115757,41.37759748025072,0.0074,0.026446027903878327,3.377044014799916e-14,1.785556724456055,0.0163
0.14983437193830773,37.914390188229355,51.93743547496922,0.007,0.020670032059687104,3.815119516599926e-14,0.2669415408013215,0.0164
0.08159572621494275,46.15515739430478,46.89766597847959,0.0074,0.04109540428866801,5.0275755780759823e-14,0.8705012629186987,0.0165
0.04268851292079258,8.961867730002503,10.192217476734358,0.0069,0.03640793321465981,1.3376684019720622e-13,1.8196416386658238,0.0161
0.05725980597325659,35.858411848439914,36.33188766423233,0.0069,0.029215207131023973,3.300484885393473e-14,1.19829199610301,0.0164
0.06766486446739556,26.283284370464102,27.226319760732697,0.0069,0.02960380349941852,4.465525171859497e-14,0.7546280963880116,0.0159
0.04716728207197354,15.201053241547667,14.990457944392311,0.0072,0.029301882895940094,4.326515997317889e-14,0.9556310835283313,0.0164
0.06175841512460153,43.75931571995046,42.54132015379044,0.0069,0.031104361255960496,5.736730535055301e-14,0.7216039224481009,0.0261
0.05240137404913292,44.591354645208945,51.326819840945,0.007,0.03821005104902347,4.470844990519159e-14,1.4772560729184632,0.015
0.052784772628975615,9.157339446533925,11.412846297956532,0.0069,0.029740540825065272,3.7991600606209395e-14,0.5178836378098749,0.024
0.09045431076942086,30.11308603995504,28.51104013318236,0.0069,0.02708737232578452,1.1597089029831883e-13,0.4745487977166867,0.0151
0.058975887684455344,16.289439671503875,19.851078992580597,0.0072,0.02015896344179037,3.7903707950093235e-14,0.4734056288956355,0.0153
0.09893019905826744,48.672618076523754,49.29683364447274,0.0091,0.05371412912228443,3.76099614414945e-14,0.9865982427309624,0.015
0.038834927787184476,34.637499509464924,37.68516972142923,0.007,0.025910546876994824,3.295627659660738e-14,1.3106589673035978,0.015
0.0689851164893139,44.496562515436466,46.09881434373171,0.0069,0.053425044117074036,3.905787730277647e-14,0.2808463768925531,0.0153
0.08108752517695665,130.541738282975,157.10885206326444,0.0069,0.030887881512606012,4.925573837688546e-14,0.6981663363729597,0.0153
0.07154584023483875,10.646956092103471,10.60152982907306,0.0069,0.0308894037766854,9.911747348804549e-14,4.336639017343423,0.0153
0.04385752861976865,33.89307372982535,42.37367145941331,0.0069,0.02905065011026921,5.1964219964043913e-14,0.9157146115838226,0.0152
0.0418745086253529,2.79665011261479,3.97770070808539,0.0074,0.027085434327812213,4.10655306056403e-14,0.6412189554566303,0.0152
0.0417327750349573,21.006096257191714,22.419195517158755,0.0073,0.03824496090101072,2.9082060833592514e-14,0.8782364042900737,0.0155
0.040974490014803064,53.72349344159888,68.02774954363923,0.0074,0.030799548782650423,8.047150908592944e-14,0.3311014390618803,0.0151
0.0884314626902761,51.060098881446145,51.33195696522184,0.0073,0.025211726295484065,1.1189775957672528e-13,2.112521269035542,0.0152
0.060495814448297575,24.730793799993076,24.48801523710516,0.0069,0.02682513486500552,3.4263101615176574e-14,0.41271338289460197,0.0178
