Temperature (T),Cao,Ca,Cb,Cc
280.0,0.800000011920929,0.7949172818864143,1.9898345399309707,0.015248190103543849
280.0,0.9333332777023315,0.9274133387386411,1.988160122072619,0.017759816891071714
280.0,1.0666667222976685,1.0599123584379018,1.9864912722804668,0.02026309157929984
280.0,1.0666667222976685,1.0599123584379018,1.9864912722804668,0.020263091579299845
280.0,1.2000000476837158,1.1924140275926047,1.984827959817778,0.022758060273333103
280.8194580078125,0.9355370402336121,0.9289113042507684,1.9867485280343127,0.019877207948530946
289.9999694824219,0.8666666746139526,0.8468896703568054,1.9604459914857055,0.05933101277144161
289.9999694824219,1.1333333253860474,1.1077687198139723,1.9488707888558499,0.07669381671622516
290.0,0.8666666666666667,0.8468895902985253,1.9604458472637172,0.05933122910442422
290.0,1.0,0.9773125339687041,1.9546250679374082,0.06806239809388798
290.0,1.1333333333333333,1.1077686351803606,1.9488706036940544,0.07669409445891856
292.7392272949219,0.8359715342521667,0.8096290207855129,1.9473149730666923,0.07902754039996154
296.2654113769531,1.1883673667907715,1.1346238375649356,1.892512941548328,0.16123058767750806
300.0,0.800000011920929,0.745137506268044,1.89027498869423,0.1645875169586549
300.0,0.800000011920929,0.745137506268044,1.89027498869423,0.16458751695865487
300.0,0.9333332777023315,0.8703484871666498,1.8740304189286365,0.18895437160704498
300.0,0.9333332777023315,0.8703484871666498,1.8740304189286365,0.188954371607045
300.0,1.0666667222976685,0.9958086623308584,1.85828388006638,0.21257417990043012
300.0,1.0666667222976685,0.9958086623308584,1.85828388006638,0.21257417990043012
300.0,1.0666667222976685,0.9958086623308584,1.85828388006638,0.21257417990043015
300.0,1.0666667222976685,0.9958086623308584,1.85828388006638,0.21257417990043018
300.0,1.2000000476837158,1.1215044851006042,1.8430088748337767,0.23548668774933518
300.0,1.2000000476837158,1.1215044851006042,1.8430088748337767,0.23548668774933518
320.0,0.8666666666666667,0.6299524495992112,1.526571565865089,0.7101426512023667
320.0,0.8666666746139526,0.6299524560503598,1.5265715628728145,0.7101426556907785
320.0,1.0,0.739339870043878,1.478679740087756,0.781980389868366
320.0,1.1333333253860474,0.8508296187037504,1.434992586635406,0.8475111200468908
320.0,1.1333333333333333,0.8508296254060456,1.4349925841454245,0.8475111237818633
321.7449951171875,1.0580096244812012,0.768304149662666,1.4205890503629297,0.8691164244556054
324.26544189453125,0.8972662091255188,0.611730499744608,1.4289285812381785,0.8566071281427322
332.6341552734375,1.067031741142273,0.6711834419829549,1.2083034016813639,1.187544897477954
340.0,0.800000011920929,0.42028634046151686,1.240572657081176,1.1391410143782363
340.0,0.800000011920929,0.42028634046151686,1.240572657081176,1.1391410143782363
340.0,0.9333332777023315,0.5178586493668292,1.1690507433289954,1.246423885006507
340.0,0.9333332777023315,0.5178586493668292,1.1690507433289954,1.246423885006507
340.0,1.0666667222976685,0.6202750507640936,1.1072166569328503,1.3391750146007249
340.0,1.0666667222976685,0.6202750507640936,1.1072166569328503,1.3391750146007249
340.0,1.0666667222976685,0.6202750507640935,1.10721665693285,1.3391750146007249
340.0,1.0666667222976685,0.6202750507640935,1.10721665693285,1.3391750146007246
340.0,1.2000000476837158,0.7266773380700388,1.0533545807726459,1.419968128841031
340.0,1.2000000476837158,0.7266773380700388,1.0533545807726459,1.4199681288410309
350.0,0.8666666666666667,0.4253089007873191,1.117284468241305,1.3240732976380427
350.0,1.0,0.5233512181912394,1.0467024363824786,1.4299463454262822
350.0,1.1333333253860474,0.6265416380358424,0.9864166252995903,1.5203750620506147
350.0,1.1333333333333333,0.626541644319461,0.9864166219722553,1.520375067041617
354.5931091308594,0.9567540884017944,0.4766082914838211,1.0397084061640534,1.4404373907539203
357.1480712890625,0.8044780492782593,0.3618748883720321,1.1147936781875454,1.3278094827186817
357.2635803222656,1.1388615369796753,0.6086903745751125,0.9396576751908741,1.5905134872136888
360.0,0.800000011920929,0.35253177257123447,1.1050635213006104,1.3424047180490841
360.0,0.800000011920929,0.3525317725712343,1.1050635213006106,1.3424047180490841
360.0,0.9333332777023315,0.4459919919458917,1.02531742848712,1.4620238572693198
360.0,0.9333332777023315,0.4459919919458915,1.0253174284871203,1.4620238572693196
360.0,1.0666667222976685,0.545779942128692,0.958226439662048,1.5626603405069284
360.0,1.0666667222976685,0.5457799421286925,0.9582264396620478,1.5626603405069286
360.0,1.0666667222976685,0.5457799421286923,0.9582264396620478,1.5626603405069281
360.0,1.0666667222976685,0.5457799421286923,0.9582264396620478,1.5626603405069281
360.0,1.2000000476837158,0.6506422071218332,0.9012843188762333,1.6480735216856495
360.0,1.2000000476837158,0.6506422071218325,0.9012843188762337,1.6480735216856495
361.1327819824219,0.9499044418334961,0.4556145489776703,1.011420214288348,1.4828696785674782
371.98846435546875,0.8563582897186279,0.3702332219888412,1.0277498645404273,1.4583752031893595
379.9999694824219,0.8666666746139526,0.36682885221788586,1.0003243552078658,1.4995134671882009
379.9999694824219,1.0,0.46219642621002743,0.9243928524200556,1.6134107213699167
379.9999694824219,1.1333333253860474,0.5639045139680273,0.8611423771639581,1.708286434254062
380.0,0.8666666666666667,0.36682881014961327,1.0003242869658917,1.4995135695511619
380.0,1.0,0.46219638796109996,0.9243927759222007,1.6134108361166994
380.0,1.1333333333333333,0.5639044811203382,0.8611422955740051,1.70828655663899
386.8249816894531,1.152958631515503,0.5711045110037251,0.8362917589764405,1.7455623615353373
400.0,0.800000011920929,0.3022043208831873,1.0044086179245253,1.4933870731132164
400.0,0.800000011920929,0.30220432088319105,1.0044086179245195,1.4933870731132182
400.0,0.9333332777023315,0.3925771755442654,0.9184877956838741,1.6222683064741918
400.0,0.9333332777023315,0.3925771755442677,0.9184877956838715,1.6222683064741923
400.0,1.0666667222976685,0.49064355663074544,0.8479536686661557,1.7280694970007673
400.0,1.0666667222976685,0.49064355663074544,0.8479536686661557,1.7280694970007673
400.0,1.0666667222976685,0.490643556630746,0.8479536686661552,1.728069497000767
400.0,1.0666667222976685,0.4906435566307448,0.8479536686661563,1.7280694970007675
400.0,1.2000000476837158,0.5947408487776378,0.7894816021878471,1.8157775967182308
400.0,1.2000000476837158,0.5947408487776465,0.7894816021878405,1.815777596718229
410.0,0.8666666666666667,0.33774203138057424,0.9421507294278335,1.5867739058582586
410.0,0.8666666746139526,0.33774203674124265,0.9421507242545866,1.5867739136181236
410.0,1.0,0.4318067212403433,0.8636134424806922,1.7045798362789644
410.0,1.1333333253860474,0.5329034082674432,0.7991401657627908,1.8012897513558135
410.0,1.1333333333333333,0.5329034144699533,0.799140162273235,1.8012897565901451
412.3077087402344,0.851157009601593,0.3254828042386946,0.948651589274198,1.5770226160887006
413.7108459472656,1.1533945798873901,0.5454318176416327,0.7840744755084615,1.8238882867372959
419.9442138671875,1.064111351966858,0.4713720170163697,0.8145213300989781,1.77821800485151
420.0,0.800000011920929,0.2863374976571465,0.9726749714724334,1.5409875427913493
420.0,0.800000011920929,0.28633749765713895,0.9726749714724447,1.5409875427913449
420.0,0.9333332777023315,0.3757047283734031,0.8847429013421391,1.6728856479867895
420.0,0.9333332777023315,0.37570472837339425,0.8847429013421492,1.672885647986788
420.0,1.0666667222976685,0.4732621440328867,0.8131908434704457,1.780213734794336
420.0,1.0666667222976685,0.47326214403290245,0.8131908434704318,1.7802137347943343
420.0,1.0666667222976685,0.4732621440328816,0.8131908434704502,1.7802137347943365
420.0,1.0666667222976685,0.4732621440328952,0.8131908434704381,1.7802137347943352
420.0,1.2000000476837158,0.5771879810907117,0.7543758668139944,1.8684361997790098
420.0,1.2000000476837158,0.5771879810907157,0.7543758668139916,1.8684361997790089
422.7019348144531,1.0295318365097046,0.4432497873841683,0.8274359017489286,1.7588461473766075
430.0,0.8666666666666667,0.32255199615272256,0.9117706589720713,1.632344011541873
430.0,0.8666666746139526,0.3225520014578242,0.9117706536877384,1.6323440194683903
430.0,1.0,0.4159363708291958,0.8318727416584232,1.752190887512381
430.0,1.1333333253860474,0.5167473307638256,0.7668280107555412,1.8497579838666804
430.0,1.1333333333333333,0.5167473369581307,0.7668280072495797,1.8497579891256228
430.507080078125,1.1080322265625,0.49675133364560364,0.7774382141661217,1.8338426787507747
433.7689208984375,0.8518561720848083,0.3101099299532362,0.9165075157368198,1.6252387263947525
440.0,0.800000011920929,0.27267919094385273,0.9453583580457814,1.581962462931295
440.0,0.800000011920929,0.27267919094383875,0.945358358045803,1.5819624629312872
