region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual,mean_abs_y_PL_error_scaled,rmse_y_PL_error_scaled,max_abs_y_PL_error_scaled,mean_abs_y_PL_error_original,rmse_y_PL_error_original,max_abs_y_PL_error_original,mean_abs_f_PL,max_abs_f_PL,mean_abs_dCa,mean_abs_dCb,max_abs_dCa,max_abs_dCb,mean_abs_df_dCa,mean_abs_df_dCb,max_abs_df_dCa,max_abs_df_dCb,mean_amplification,max_amplification
0,280.0,291.25,14,0.00116061378531032,0.0015850868502810308,0.00342069742870172,5.458377115872112e-17,0.00116061378531029,0.00039484101932509735,0.0009061710117193387,0.003385485044462011,0.0004042151472596268,0.0009017420152008477,0.0033640295381538454,0.0011632244213635595,0.0034745003547324745,0.00114138684802338,7.125859375549976e-05,0.0033640295381538454,0.0002100217070628574,1.0168676338402078,0.0168676338402078,1.0309036615003837,0.03090366150038365,1.0159438448479048,1.0308318521204876
1,291.25,296.875,3,0.0002343231226706457,0.0002385244066642303,0.00029200459353924966,7.74481751878812e-17,0.00023432312267056827,8.107748819881817e-05,0.00013222093604596524,0.0002793529542558515,8.687733323220636e-05,0.00013279017821830332,0.000277582555334166,0.00023359876433837903,0.0002901081082066191,0.0002227499587491577,3.788204094745673e-05,0.000277582555334166,4.720716352313303e-05,1.0424195182865905,0.04241951828659047,1.0494768191093395,0.049476819109339626,1.0347777050425673,1.042918234022109
2,296.875,302.5,5,0.001052984137602422,0.0012983732000499545,0.0019631332906959904,8.248610128269717e-17,0.0010529841376024096,0.0003675242162797243,0.0006883628634262937,0.001781810292678987,0.00041383362617021616,0.0007072678317186275,0.0017705180726654834,0.001054537698332252,0.0020258106967413546,0.0009496693142055035,0.00029183156430514503,0.0017705180726654834,0.000544076818159267,1.0828997565415128,0.08289975654151305,1.1102503718498151,0.1102503718498151,1.059502125365405,1.093714781375648
3,302.5,308.125,4,0.0006350216758787977,0.0008779626338510992,0.0015638557489439636,9.107298248878237e-17,0.000635021675878737,0.00021885752031041336,0.00043029574740181353,0.001285506861598451,0.00026204543695459065,0.00046582951217209246,0.0012773599638227218,0.0006260316936682496,0.0015050566451409947,0.0005186867557907537,0.00026744955507301826,0.0012773599638227218,0.0006586429095758461,1.1430984386897984,0.14309843868979855,1.1740680814241458,0.17406808142414576,1.0816041220803936,1.1233441593905125
4,308.125,313.75,5,0.0003645225235671752,0.0004998260482329441,0.0008139527727893166,5.585809592645319e-17,0.00036452252356718455,0.00011808090335074795,0.00021575948647326048,0.0005650848858397284,0.0001508434249817318,0.000254884530926985,0.0005615036612371949,0.00036494073459127953,0.0007843087961115422,0.0002514651198894491,0.00020106515505573518,0.0005615036612371949,0.0004489641376930198,1.2510450834652396,0.2510450834652397,1.2992042037932916,0.2992042037932916,1.1339288150587836,1.2016884245806612
5,313.75,325.0,7,0.0006280248474484989,0.0009329588546467796,0.002148305288576749,1.0210086744320636e-16,0.0006280248474484979,0.00016107378502360268,0.00029863226843719306,0.000988425252542502,0.0002243992678621499,0.00041266236147228125,0.0013206687991234034,0.000659498319410215,0.002529897165595693,0.00028712007735303454,0.0003860777262334152,0.0009821611090113924,0.0013206687991234034,1.5084629959576188,0.5084629959576188,1.6726946475674587,0.6726946475674587,1.307986989460426,1.5371415972286828
6,325.0,327.8125,2,0.0005399990183527648,0.0006552088629472539,0.0009110781396499401,6.938893903907228e-17,0.0005399990183528342,9.996782846825407e-05,0.0001486479343448261,0.0002618570856385283,0.00014726191300977,0.00022858927601837161,0.0004851766201650065,0.0005096093861743645,0.0008447394606419245,0.00015421995601727634,0.0002875657830120337,0.00026019756675754735,0.0004851766201650065,1.8489829474739576,0.8489829474739576,1.9135062817022233,0.9135062817022234,1.6218515871451649,1.709331969359324
7,327.8125,330.625,3,0.00022610765622286104,0.0002694768965139071,0.00038179974754925725,1.1102230246251565e-16,0.00022610765622291655,3.575306094025541e-05,5.219673139460748e-05,9.227603573980225e-05,5.3626794016671373e-05,8.29353702127632e-05,0.00018338247300797583,0.00022859493758896807,0.00039958466459810715,5.227847377627567e-05,0.00010860190827373846,8.827612662209994e-05,0.00018338247300797583,2.079013617321661,1.0790136173216613,2.146086456645233,1.1460864566452331,1.8738838404973441,1.9633344972941735
8,330.625,336.25,5,0.0015238602339338382,0.002398871341631492,0.0049517845097200724,1.554312234475219e-16,0.0015238602339339934,0.0001859770534803647,0.00035997750985408054,0.0009870662090272209,0.00028540985608189,0.0005947383612895728,0.001961621356864507,0.0014290116861648606,0.004255021483184074,0.0002525609768790016,0.0006036685913666684,0.0008206970070031572,0.001961621356864507,2.4869174087845702,1.4869174087845702,2.670169019704201,1.670169019704201,2.3308886998679297,2.5702333249110985
9,336.25,339.0625,3,0.0008056859518871066,0.0010870629214957321,0.0018239234999023884,1.4802973661668753e-16,0.0008056859518869586,7.431620583864262e-05,0.00012410947477613446,0.0002892290067737502,0.00011616259660417338,0.00021106486510072574,0.0005747920367684678,0.0008552253571732319,0.0019952375707068537,9.458357217206892e-05,0.0002539042176404512,0.00021411965740014693,0.0005747920367684678,3.0609241223414876,2.0609241223414867,3.2585011885334825,2.2585011885334825,2.9993464094862006,3.2528654967339734
