region_id,T_low,T_high,Tss,Cass,Cbss,Ccss,fss,aT,aCa,aCb
0,280.0,291.25,285.625,0.9867565086599022,1.9735130173198043,0.03973047402029366,-7.968885967768458e-18,-0.0017586570281610235,-1.0158553659884766,-0.015855365988476495
1,291.25,296.875,294.0625,0.963800341264683,1.927600682529366,0.10859897620595116,-2.1358782797964437e-17,-0.00454095631293544,-1.0444042325828569,-0.044404232582856897
2,296.875,302.5,299.6875,0.935035078116819,1.870070156233638,0.19489476564954317,2.5587171270657905e-17,-0.007859898146020556,-1.0832176804721647,-0.08321768047216467
3,302.5,308.125,305.3125,0.8928224509338974,1.785644901867795,0.32153264719830754,5.898059818321144e-17,-0.012531721793928677,-1.1479831404598237,-0.1479831404598237
4,308.125,313.75,310.9375,0.8385583823385493,1.6771167646770986,0.4843248529843521,4.85722573273506e-17,-0.018294869755891174,-1.2498339005386596,-0.24983390053865964
5,313.75,325.0,319.375,0.7461866431808629,1.4923732863617258,0.7614400704574112,4.163336342344337e-17,-0.027675561601244396,-1.506396141292933,-0.5063961412929329
6,325.0,327.8125,326.40625,0.6728903785248503,1.3457807570497007,0.9813288644254489,2.7755575615628914e-17,-0.034980475705995856,-1.8732266079182713,-0.8732266079182713
7,327.8125,330.625,329.21875,0.6467941444185656,1.2935882888371313,1.059617566744303,-2.220446049250313e-16,-0.03765884310880278,-2.0804871309123945,-1.0804871309123942
8,330.625,336.25,333.4375,0.612010013947254,1.224020027894508,1.1639699581582381,5.551115123125783e-17,-0.04146863543423766,-2.484764488616761,-1.484764488616761
9,336.25,339.0625,337.65625,0.5826172681732814,1.1652345363465628,1.2521481954801559,-2.220446049250313e-16,-0.045183754102483216,-3.0405374320058343,-2.040537432005835
10,339.0625,341.875,340.46875,0.5658796381618778,1.1317592763237556,1.3023610855143666,0.0,-0.04773061612349294,-3.5238021928993652,-2.5238021928993652
11,341.875,344.6875,343.28125,0.5512261167034825,1.102452233406965,1.3463216498895525,0.0,-0.05044159858878469,-4.123001739710945,-3.1230017397109457
12,344.6875,347.5,346.09375,0.5384403484302142,1.0768806968604283,1.3846789547093574,8.881784197001252e-16,-0.053424661996641976,-4.865581865100468,-3.8655818651004688
13,347.5,350.3125,348.90625,0.5272928637147043,1.0545857274294086,1.4181214088558871,0.0,-0.056801192178281,-5.784727078172758,-4.784727078172757
14,350.3125,351.71875,351.015625,0.5198710835596685,1.0397421671193368,1.4403867493209948,-2.220446049250313e-16,-0.05967281057559404,-6.613700903518042,-5.613700903518043
15,351.71875,353.125,352.421875,0.5153197311993927,1.0306394623987853,1.454040806401822,-1.3322676295501878e-15,-0.061783267427266864,-7.243549669804871,-6.243549669804871
16,353.125,355.9375,354.53125,0.5090246117833821,1.018049223566764,1.472926164649854,-8.881784197001252e-16,-0.06529308209593473,-8.320461356858626,-7.320461356858627
17,355.9375,358.75,357.34375,0.5015033174788087,1.0030066349576177,1.4954900475635735,2.220446049250313e-15,-0.0707299509694635,-10.042208498647838,-9.042208498647836
18,358.75,360.15625,359.453125,0.49642581911111056,0.9928516382222218,1.5107225426666675,0.0,-0.0754800814313627,-11.585181391004514,-10.585181391004511
19,360.15625,361.5625,360.859375,0.49327452258515425,0.9865490451703082,1.5201764322445375,0.0,-0.07901623117143658,-12.751834352361819,-11.751834352361822
20,361.5625,364.375,362.96875,0.4888574209612285,0.9777148419224581,1.5334277371163134,8.881784197001252e-16,-0.08494658045129277,-14.736323978645817,-13.736323978645807
21,364.375,365.78125,365.078125,0.4847688788215293,0.9695377576430586,1.5456933635354122,0.0,-0.0917226864070051,-17.03927647377566,-16.03927647377566
22,365.78125,367.1875,366.484375,0.48220430729364,0.9644086145872802,1.5533870781190797,0.0,-0.09676682830780364,-18.774337911404757,-17.774337911404753
23,367.1875,370.0,368.59375,0.47857097002441773,0.9571419400488357,1.5642870899267467,0.0,-0.10521645921918787,-21.714915320334033,-20.71491532033403
24,370.0,371.40625,370.703125,0.47516431171933604,0.9503286234386717,1.574507064841992,1.7763568394002505e-15,-0.11484872750417086,-25.112528029140023,-24.11252802914003
25,371.40625,372.8125,372.109375,0.4730046500130161,0.9460093000260322,1.5809860499609518,1.7763568394002505e-15,-0.12200114735517631,-27.66311267417944,-26.663112674179438
26,372.8125,374.21875,373.515625,0.4709252115742123,0.9418504231484264,1.5872243652773612,5.329070518200751e-15,-0.12979440716244972,-30.46652490707196,-29.466524907071914
27,374.21875,375.625,374.921875,0.46891917513139436,0.9378383502627877,1.5932424746058178,-3.552713678800501e-15,-0.13828025660497512,-33.545625677836945,-32.545625677836966
28,375.625,378.4375,377.03125,0.46603445334226357,0.9320689066845257,1.6018966399732106,-1.7763568394002505e-15,-0.1524294343637591,-38.73578955934116,-37.7357895593412
29,378.4375,379.84375,379.140625,0.46328289651948357,0.9265657930389659,1.6101513104415506,-3.552713678800501e-15,-0.1684642054735923,-44.69423943986196,-43.69423943986201
30,379.84375,381.25,380.546875,0.4615146799327976,0.9230293598656013,1.615455960201601,3.552713678800501e-15,-0.1803106062367965,-49.143760631650444,-48.143760631650196
31,381.25,384.0625,382.65625,0.458951409433142,0.9179028188662833,1.6231457717005748,0.0,-0.19999344408443265,-56.617712924387185,-55.61771292438722
32,384.0625,386.875,385.46875,0.4556816344558774,0.9113632689117597,1.632955096632363,-3.552713678800501e-15,-0.2302203957497,-68.272629844417,-67.27262984441671
