region_id,T_low,T_high,Tss,Cass,Cbss,Ccss,fss,aT,aCa,aCb
33,386.875,388.28125,387.578125,0.4533271525604753,0.9066543051209511,1.6400185423185738,-7.105427357601002e-15,-0.25625474717129904,-78.46434547333604,-77.46434547333601
34,388.28125,389.6875,388.984375,0.4517992845616801,0.903598569123366,1.644602146314954,-7.105427357601002e-15,-0.2753899449350694,-86.03710316902043,-85.03710316901999
35,389.6875,392.5,391.09375,0.4495646601732731,0.8991293203465511,1.6513060194801756,7.105427357601002e-15,-0.30701957429470017,-98.69359612448173,-97.69359612448133
36,392.5,393.90625,393.203125,0.4473928957106764,0.8947857914213462,1.6578213128679773,7.105427357601002e-15,-0.34249808593859177,-113.07878767726693,-112.07878767726758
37,393.90625,395.3125,394.609375,0.4459771513581643,0.8919543027163285,1.6620685459255071,7.105427357601002e-15,-0.3684901010898862,-123.73351692500628,-122.7335169250063
38,395.3125,398.125,396.71875,0.44389798183045875,0.8877959636609177,1.6683060545086237,1.4210854715202004e-14,-0.41131502978484,-141.48443123954922,-140.48443123954917
39,398.125,399.53125,398.828125,0.4418682589441442,0.8837365178882888,1.674395223167567,7.105427357601002e-15,-0.45916962587424015,-161.58460271338512,-160.5846027133851
40,399.53125,400.9375,400.234375,0.440540661793933,0.8810813235878658,1.678378014618201,-7.105427357601002e-15,-0.49412075563260194,-176.42690726150377,-175.4269072615038
41,400.9375,402.34375,401.640625,0.43923231151971226,0.8784646230394245,1.682303065440863,0.0,-0.5317009621097251,-192.52725075275237,-191.52725075275237
42,402.34375,403.75,403.046875,0.4379422854910564,0.8758845709821138,1.68617314352683,2.842170943040401e-14,-0.57208421557349,-209.981932696502,-208.98193269650181
43,403.75,406.5625,405.15625,0.4360397807379841,0.8720795614759912,1.6918806577860248,0.0,-0.6383198361274598,-238.93019817242302,-237.93019817241802
44,406.5625,407.96875,407.265625,0.4341740775260381,0.8683481550520622,1.6974777674218997,1.4210854715202004e-14,-0.7119432084251187,-271.53552114210527,-270.5355211421088
45,407.96875,409.375,408.671875,0.4329496045589791,0.8658992091179583,1.7011511863230628,0.0,-0.7654833529052691,-295.50736349568984,-294.50736349568984
46,409.375,412.1875,410.78125,0.43114039934438514,0.8622807986887849,1.7065788019668298,-2.842170943040401e-14,-0.8530512110352699,-335.15036345519525,-334.15036345519076
47,412.1875,415.0,413.59375,0.42877670155986064,0.857553403119737,1.7136698953204021,0.0,-0.9846535283503002,-395.6551268096473,-394.6551268096415
48,415.0,415.703125,415.3515625,0.42732607131835526,0.8546521426367122,1.7180217860449325,2.842170943040401e-14,-1.076377198777724,-438.4236445036993,-437.42364450369865
49,415.703125,416.40625,416.0546875,0.4267513341435592,0.8535026682870848,1.719745997569356,0.0,-1.115262638654551,-456.6927237946135,-455.69272379462785
50,416.40625,417.8125,417.109375,0.42589498532247444,0.8517899706449716,1.7223150440325539,0.0,-1.1760614299378158,-485.41353144079585,-484.4135314407855
51,417.8125,420.625,419.21875,0.42420245365804404,0.8484049073160849,1.727392639025871,2.842170943040401e-14,-1.3070439083974605,-547.9022063876472,-546.9022063876489
52,420.625,422.03125,421.328125,0.42253586737738585,0.8450717347548058,1.7323923978678084,0.0,-1.4514803661706974,-617.7118387024325,-616.7118387024125
53,422.03125,423.4375,422.734375,0.4214387095560544,0.8428774191121051,1.7356838713318405,2.842170943040401e-14,-1.5558369643362706,-668.6949817556917,-667.694981755694
54,423.4375,426.25,424.84375,0.4198131188318299,0.8396262376636571,1.740560643504513,0.0,-1.7254186172062962,-752.4465477747674,-751.4465477747696
55,426.25,427.65625,426.953125,0.41821093060012804,0.836421861200208,1.7453672081996638,0.0,-1.9118723875181427,-845.7256176472869,-844.7256176473261
56,427.65625,428.359375,428.0078125,0.4174183600795325,0.8348367201590846,1.7477449197613828,1.7053025658242404e-13,-2.0118786938489954,-896.237321869458,-895.2373218694411
57,428.359375,429.0625,428.7109375,0.4168930723424891,0.833786144684997,1.749320782972514,-5.684341886080802e-14,-2.081189622807649,-931.432292805406,-930.4322928053889
58,429.0625,430.46875,429.765625,0.4161097130225939,0.8322194260451796,1.7516708609322265,5.684341886080802e-14,-2.1892628795652094,-986.6044892580826,-985.6044892580904
59,430.46875,431.875,431.171875,0.4150736347350843,0.8301472694701595,1.7547790957947564,-5.684341886080802e-14,-2.341345865826252,-1064.8264467428494,-1063.826446742859
60,431.875,432.578125,432.2265625,0.41430276936812765,0.8286055387363503,1.757091691895522,2.8421709430404007e-13,-2.4616724320212278,-1127.1756459832984,-1126.1756459831938
61,432.578125,433.28125,432.9296875,0.4137917641908666,0.8275835283816428,1.7586247074274906,-1.1368683772161603e-13,-2.5449952820369077,-1170.5796649078713,-1169.5796649079748
62,433.28125,434.6875,433.984375,0.4130295574371175,0.826059114874249,1.7609113276886335,-5.684341886080802e-14,-2.674805751320857,-1238.5595435582559,-1237.559543558239
63,434.6875,436.09375,435.390625,0.41202119594101116,0.8240423918820167,1.763936412176972,0.0,-2.857261308697719,-1334.8200029030927,-1333.8200029031
64,436.09375,437.5,436.796875,0.41102172574623164,0.8220434514924715,1.7669348227612969,-1.7053025658242404e-13,-3.050961390916715,-1437.878030001802,-1436.8780300017906
65,437.5,440.3125,438.90625,0.4095388435662114,0.8190776871324188,1.7713834693013697,-1.1368683772161603e-13,-3.3639219714918625,-1606.156101460014,-1605.1561014600204
66,440.3125,441.71875,441.015625,0.40807509841310985,0.816150196826207,1.775774704760683,0.0,-3.705698214991738,-1792.2505670069381,-1791.2505670069609
67,441.71875,442.421875,442.0703125,0.4073502518791083,0.8147005037582221,1.7779492443626697,2.2737367544323206e-13,-3.888104210560517,-1892.4984250486173,-1891.4984250486073
68,442.421875,443.125,442.7734375,0.4068695840723684,0.8137391681448305,1.779391247782801,1.1368683772161603e-13,-4.014176517376651,-1962.1464264512135,-1961.14642645103
69,443.125,443.828125,443.4765625,0.4063909476270333,0.8127818952540478,1.780827157118919,-1.1368683772161603e-13,-4.143930166047063,-2034.1265524653668,-2033.1265524654054
70,443.828125,444.53125,444.1796875,0.4059143264423745,0.8118286528848436,1.7822570206727817,1.1368683772161603e-13,-4.277458823220073,-2108.508749897349,-2107.508749897149
71,444.53125,445.9375,445.234375,0.40520313882502385,0.8104062776500461,1.78439058352493,0.0,-4.485039789049274,-2224.74347687645,-2223.7434768764533
72,445.9375,446.640625,446.2890625,0.4044963980628384,0.8089927961256874,1.7865108058114743,-1.1368683772161603e-13,-4.701661795849631,-2346.795086477793,-2345.795086477767
73,446.640625,447.34375,446.9921875,0.40402768299128883,0.8080553659826133,1.787916951026098,-2.2737367544323206e-13,-4.851267770502609,-2431.522459095735,-2430.522459095648
74,447.34375,448.75,448.046875,0.4033282419135918,0.8066564838271654,1.7900152742592428,1.1368683772161603e-13,-5.083723784960377,-2563.8518904057264,-2562.8518904057737
75,448.75,449.453125,449.1015625,0.4026331157848998,0.8052662315697982,1.792100652645302,-3.410605131648481e-13,-5.326157395184552,-2702.7145820592636,-2701.7145820592673
76,449.453125,450.15625,449.8046875,0.402172072246752,0.8043441444936926,1.7934837832595554,3.410605131648481e-13,-5.493505968745183,-2799.0610578532564,-2798.0610578527203
77,450.15625,451.5625,450.859375,0.4014840336006117,0.8029680672011846,1.7955478991982037,1.1368683772161603e-13,-5.753400503057875,-2949.457928315215,-2948.4579283153316
78,451.5625,452.265625,451.9140625,0.4008001868791975,0.8016003737583695,1.797599439362433,-2.2737367544323206e-13,-6.024289572600239,-3107.1808170945087,-3106.1808170945897
79,452.265625,452.96875,452.6171875,0.4003465960986457,0.8006931921969884,1.798960211704366,-2.2737367544323206e-13,-6.2111889456561045,-3216.5561374509903,-3215.5561374519853
80,452.96875,453.3203125,453.14453125,0.40000760507499017,0.800015210150131,1.799977184774879,0.0,-6.354761227309993,-3300.8755076061225,-3299.8755076056136
81,453.3203125,453.671875,453.49609375,0.39978218050343856,0.7995643610070271,1.8006534584895342,-2.2737367544323206e-13,-6.4521232009755565,-3358.201116291574,-3357.2011162910585
82,453.671875,454.375,454.0234375,0.3994448939025451,0.7988897878050404,1.8016653182924145,-2.2737367544323206e-13,-6.600676282294167,-3445.8901214870984,-3444.890121487273
83,454.375,455.78125,455.078125,0.39877336252422413,0.797546725048367,1.8036799124274088,4.547473508864641e-13,-6.90701754825286,-3627.5498326011248,-3626.549832601427
84,455.78125,456.484375,456.1328125,0.3981058527281938,0.7962117054564322,1.8056824418153739,0.0,-7.226041192884487,-3817.8829340277402,-3816.8829340275656
85,456.484375,457.1875,456.8359375,0.39766306050194855,0.7953261210040884,1.807010818493963,4.547473508864641e-13,-7.445993178314069,-3949.7718737372206,-3948.7718737364426
86,457.1875,458.59375,457.890625,0.3970021643393477,0.794004328678698,1.8089935069819543,2.2737367544323206e-13,-7.7871703415057,-4155.387319045979,-4154.387319045968
87,458.59375,459.296875,458.9453125,0.39634518432140403,0.7926903686429494,1.8109644470356465,2.2737367544323206e-13,-8.142271585489027,-4370.690696453665,-4369.690696453026
88,459.296875,459.6484375,459.47265625,0.39601815094500603,0.7920363018899538,1.81194554716504,4.547473508864641e-13,-8.325196649210554,-4482.101782407656,-4481.101782407927
89,459.6484375,460.0,459.82421875,0.3958006649955742,0.7916013299911228,1.812598005013303,-4.547473508864641e-13,-8.449179615464487,-4557.80342866554,-4556.80342866566
