region_id,T_low,T_high,n_points,mean_abs_linearization_error,rmse_linearization_error,max_abs_linearization_error,mean_abs_nonlinear_residual,mean_abs_linearized_residual,mean_abs_y_PL_error_scaled,rmse_y_PL_error_scaled,max_abs_y_PL_error_scaled,mean_abs_y_PL_error_original,rmse_y_PL_error_original,max_abs_y_PL_error_original,mean_abs_f_PL,max_abs_f_PL,mean_abs_dCa,mean_abs_dCb,max_abs_dCa,max_abs_dCb,mean_abs_df_dCa,mean_abs_df_dCb,max_abs_df_dCa,max_abs_df_dCb,mean_amplification,max_amplification
0,280.0,282.0,3,2.4850994002350977e-05,3.526339474546113e-05,5.9087582950655865e-05,5.790543102882999e-17,2.4850994002295385e-05,8.40447646696971e-06,2.0309955746920735e-05,5.893556747493811e-05,8.492435703654087e-06,2.019019379037659e-05,5.85620634059314e-05,2.4826080775874615e-05,5.902183791430482e-05,2.462997155006086e-05,8.47335560901404e-07,5.85620634059314e-05,2.014688435192369e-06,1.0081243891135934,0.008124389113593462,1.0086752680795932,0.008675268079593292,1.0077421667632354,1.0081806267744715
1,282.0,284.0,2,2.3880677058354634e-08,3.377237737382009e-08,4.776135411563862e-08,8.885036803518709e-17,2.3880677018076524e-08,8.09443010766723e-09,1.9398850914700016e-08,4.7505436251427113e-08,8.218868216211539e-09,1.9290324895718876e-08,4.720437063454597e-08,2.3879767079021267e-08,4.7759534108399626e-08,2.3602185317272983e-08,1.05441932962691e-09,4.720437063454597e-08,2.10883865925382e-09,1.0112763570724899,0.011276357072489798,1.011294810776197,0.01129481077619697,0.5053763533332835,1.010752706666567
2,284.0,286.0,2,4.492692830321743e-07,6.35362713218345e-07,8.98538566059551e-07,2.5126385347351565e-17,4.492692830070479e-07,1.526957932503533e-07,3.6368978736334433e-07,8.904838839640661e-07,1.5598276020822865e-07,3.6183544550758996e-07,8.848404436934132e-07,4.493555501368401e-07,8.987110984739859e-07,4.42420222734885e-07,2.5528057889800948e-08,8.848404436934132e-07,5.1056115779601896e-08,1.0147285390327045,0.01472853903270437,1.0148207128299953,0.014820712829995317,1.0144256795109508,1.0148620605468743
3,286.0,288.0,3,3.933880145278294e-05,5.9453667302119684e-05,0.00010167129992287336,5.695675412790517e-17,3.933880145282506e-05,1.3413559458854943e-05,3.388134629280566e-05,0.00010028665627326294,1.3804722454170539e-05,3.3735775962865775e-05,9.965108974197001e-05,3.9267434722424205e-05,0.0001014415194892477,3.855713891483722e-05,2.8570284476744e-06,9.965108974197001e-05,7.384002191024308e-06,1.0184623958425818,0.01846239584258173,1.0197855074757318,0.019785507475731885,1.0168644818469987,1.0184594582900723
4,288.0,290.0,2,4.523155063668012e-05,6.396707235755385e-05,9.046310127335376e-05,1.4338573731120796e-17,4.523155063668313e-05,1.548051308310668e-05,3.624770252485082e-05,8.868927584271269e-05,1.607694275683122e-05,3.613831709037414e-05,8.812720769224569e-05,4.5119021890953744e-05,9.02380437539644e-05,4.406360385972308e-05,4.167224410767112e-06,8.812720769224569e-05,8.334448818869689e-06,1.023049134183984,0.023049134183984098,1.0242157733284287,0.024215773328428895,1.0204699276232019,1.021536350505728
5,290.0,292.0,2,7.996509534709321e-05,0.00011308772235631483,0.0001599301906941835,8.147779326228566e-17,7.996509534717177e-05,2.748217856929358e-05,6.362366771273921e-05,0.00015556617759349134,2.885264107821417e-05,6.355919736981636e-05,0.00015458027718018297,7.965967961204943e-05,0.0001593193592190931,7.729013859247846e-05,9.267784642164045e-06,0.00015458027718018297,1.8535569283661957e-05,1.0291392291580137,0.02913922915801355,1.0309036615003837,0.03090366150038365,1.0241293096577566,1.0249314104996194
6,292.0,294.0,2,1.942159275017982e-06,2.7466279870169814e-06,3.884318550032928e-06,8.716985466783456e-17,1.9421592750665543e-06,6.704274185624174e-07,1.5312994554115692e-06,3.7402639671002547e-06,7.129304944545704e-07,1.5344687083273624e-06,3.7165600499378115e-06,1.940759725248774e-06,3.881519436663996e-06,1.8582800315192216e-06,2.8051145184448956e-07,3.7165600499378115e-06,5.610229016905777e-07,1.038890867875216,0.038890867875215895,1.039218062198363,0.039218062198363025,1.0331564187686428,1.0336272794643004
7,294.0,296.0,1,4.4452289071906175e-18,4.4452289071906175e-18,4.4452289071906175e-18,5.800481622797449e-17,6.24500451351651e-17,1.7023419710919068e-15,2.704329487227188e-15,4.6629367034256575e-15,1.8549976369778656e-15,2.7405615117082355e-15,4.6629367034256575e-15,4.99632887146495e-15,4.99632887146495e-15,4.6629367034256575e-15,8.881784197001252e-16,4.6629367034256575e-15,8.881784197001252e-16,1.0494768191093395,0.049476819109339626,1.0494768191093395,0.049476819109339626,1.0403542834684447,1.0403542834684447
8,296.0,298.0,1,4.119968255444923e-18,4.119968255444923e-18,4.119968255444923e-18,4.445228907190568e-17,4.8572257327350605e-17,4.625929269271485e-15,7.227259122036227e-15,1.2434497875801753e-14,5.070018479121548e-15,7.307539337745316e-15,1.2323475573339238e-14,1.3323977338108861e-14,1.3323977338108861e-14,1.2323475573339238e-14,2.886579864025407e-15,1.2323475573339238e-14,2.886579864025407e-15,1.0620345611835618,0.06203456118356177,1.0620345611835618,0.06203456118356177,1.0491818117447775,1.0491818117447775
9,298.0,300.0,2,0.00013199951466984813,0.00018667550387275374,0.00026399902933967956,2.5261910618912253e-17,0.00013199951466983393,4.605326380269226e-05,9.966310117788698e-05,0.00024164927516412416,5.150316541511583e-05,0.00010198360992641359,0.0002401178232511736,0.00013076635529440657,0.0002615327105657309,0.0001200589116360784,3.4450584609269086e-05,0.0002401178232511736,6.890116921254297e-05,1.0732883288694723,0.07328832886947233,1.077280706669925,0.07728070666992518,1.0520685413550688,1.0572013832789833
