Model,104_EXP_TIME_SEC,104_RMSE_TOTAL,104_TRAIN_TIME_SEC,104_VIOL,104_VIOL_NL,125_EXP_TIME_SEC,125_RMSE_TOTAL,125_TRAIN_TIME_SEC,125_VIOL,125_VIOL_NL
NN,0.00584,0.1211303232661313,14.553416627040132,59.63747215270996,69.69761483669281,0.0057,0.0873443530942802,15.776552619738505,44.43566102981568,42.25901017189026
KKThPINN,0.01126,0.0407992032040436,25.065231573209168,2.041357898712158,1.5335449159145356,0.011219999999999999,0.0385855041577402,28.514632466249168,0.6409413009881973,1.6392037361860274
