region_id,A_T,B_Ca,B_Cb,B_Cc,b
0,-0.0029241115822038724,-1.0273750698713326,-0.027375069871332692,0.0,-1.9055668863617035
1,-0.02835703919636176,-1.5321324978193915,-0.5321324978193915,0.0,-10.99387286344823
2,-0.05825186731982107,-6.1982308644358515,-5.198230864435853,0.0,-29.073005927891465
3,-0.17558919244896054,-47.36529058506186,-46.365290585061885,0.0,-131.47570188260335
4,-0.819565000947871,-319.9282919173347,-318.9282919173347,0.0,-749.5995975536317
5,-2.213977929538718,-999.264923101343,-998.2649231013686,0.0,-2198.0705102485495
6,-5.540773836271946,-2826.371035670134,-2825.3710356698384,0.0,-5901.523625596077
